"Status","Year","Function_of_post","Parent_department","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Analysis","Department of Health and Social Care","Outside London","Female","45","45","43850","49530"
"In post","2022","Analysis","Department of Health and Social Care","Outside London","Male","45","45","48930","50620"
"In post","2022","Analysis","Department of Health and Social Care","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Estyn","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Estyn","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","London","Female","10","10","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","London","Male","10","10","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Outside London","Female","15","15","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Outside London","Male","10","10","[c]","[c]"
"In post","2022","Analysis","Foreign, Commonwealth and Development Office","London","Female","25","20","[c]","[c]"
"In post","2022","Analysis","Foreign, Commonwealth and Development Office","London","Male","35","30","58780","58370"
"In post","2022","Analysis","Foreign, Commonwealth and Development Office","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Foreign, Commonwealth and Development Office","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Land Registry","London","Female","5","5","[c]","[c]"
"In post","2022","Analysis","HM Land Registry","London","Male","5","5","[c]","[c]"
"In post","2022","Analysis","HM Land Registry","Outside London","Female","10","10","[c]","[c]"
"In post","2022","Analysis","HM Land Registry","Outside London","Male","10","10","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs","London","Female","175","170","49680","43810"
"In post","2022","Analysis","HM Revenue and Customs","London","Male","225","220","50050","43810"
"In post","2022","Analysis","HM Revenue and Customs","Outside London","Female","185","170","41230","40180"
"In post","2022","Analysis","HM Revenue and Customs","Outside London","Male","215","210","42790","40520"
"In post","2022","Analysis","HM Treasury","London","Female","20","15","[c]","[c]"
"In post","2022","Analysis","HM Treasury","London","Male","40","40","63440","56350"
"In post","2022","Analysis","HM Treasury","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Treasury","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence","London","Female","40","40","44390","46000"
"In post","2022","Analysis","Ministry of Defence","London","Male","60","60","45960","40640"
"In post","2022","Analysis","Ministry of Defence","Outside London","Female","245","230","37760","38070"
"In post","2022","Analysis","Ministry of Defence","Outside London","Male","460","445","40370","38070"
"In post","2022","Analysis","Ministry of Defence","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice","London","Female","230","215","49060","44180"
"In post","2022","Analysis","Ministry of Justice","London","Male","230","230","47980","43290"
"In post","2022","Analysis","Ministry of Justice","Outside London","Female","45","40","36470","34860"
"In post","2022","Analysis","Ministry of Justice","Outside London","Male","55","55","38280","36050"
"In post","2022","Analysis","Ministry of Justice","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","London","Female","15","15","[c]","[c]"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","London","Male","5","5","[c]","[c]"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","Outside London","Female","55","50","38280","32010"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","Outside London","Male","50","50","39650","32010"
"In post","2022","Analysis","Office of Gas and Electricity Markets","London","Female","40","40","44650","35400"
"In post","2022","Analysis","Office of Gas and Electricity Markets","London","Male","75","75","47030","41810"
"In post","2022","Analysis","Office of Gas and Electricity Markets","Outside London","Female","20","20","[c]","[c]"
"In post","2022","Analysis","Office of Gas and Electricity Markets","Outside London","Male","40","40","42360","35650"
"In post","2022","Analysis","Office of Rail and Road","London","Female","5","5","[c]","[c]"
"In post","2022","Analysis","Office of Rail and Road","London","Male","20","20","[c]","[c]"
"In post","2022","Analysis","Office of Rail and Road","Outside London","Female","5","5","[c]","[c]"
"In post","2022","Analysis","Office of Rail and Road","Outside London","Male","10","10","[c]","[c]"
"In post","2022","Analysis","Office of the Secretary of State for Wales","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of the Secretary of State for Wales","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of the Secretary of State for Wales","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of the Secretary of State for Wales","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Scottish Government","Outside London","Female","15","15","[c]","[c]"
"In post","2022","Analysis","Scottish Government","Outside London","Male","15","15","[c]","[c]"
"In post","2022","Analysis","UK Export Finance","London","Female","10","10","[c]","[c]"
"In post","2022","Analysis","UK Export Finance","London","Male","25","25","[c]","[c]"
"In post","2022","Analysis","UK Statistics Authority","London","Female","120","120","42560","33710"
"In post","2022","Analysis","UK Statistics Authority","London","Male","85","85","45100","39840"
"In post","2022","Analysis","UK Statistics Authority","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","UK Statistics Authority","Outside London","Female","985","920","36990","36840"
"In post","2022","Analysis","UK Statistics Authority","Outside London","Male","770","755","38140","36840"
"In post","2022","Analysis","UK Statistics Authority","Outside London","Unknown","10","10","[c]","[c]"
"In post","2022","Analysis","Water Services Regulation Authority","London","Female","10","10","[c]","[c]"
"In post","2022","Analysis","Water Services Regulation Authority","London","Male","20","20","[c]","[c]"
"In post","2022","Analysis","Water Services Regulation Authority","Outside London","Female","5","5","[c]","[c]"
"In post","2022","Analysis","Water Services Regulation Authority","Outside London","Male","5","5","[c]","[c]"
"In post","2022","Analysis","Welsh Government","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Welsh Government","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Attorney General's Departments","London","Female","5","5","[c]","[c]"
"In post","2022","Commercial","Attorney General's Departments","London","Male","5","5","[c]","[c]"
"In post","2022","Commercial","Attorney General's Departments","Outside London","Female","25","20","[c]","[c]"
"In post","2022","Commercial","Attorney General's Departments","Outside London","Male","10","10","[c]","[c]"
"In post","2022","Commercial","Cabinet Office","London","Female","405","395","67530","64500"
"In post","2022","Commercial","Cabinet Office","London","Male","440","435","77260","67140"
"In post","2022","Commercial","Cabinet Office","Outside London","Female","570","550","54350","50720"
"In post","2022","Commercial","Cabinet Office","Outside London","Male","540","540","60160","60210"
"In post","2022","Commercial","Cabinet Office","Unknown","Female","30","30","47970","49700"
"In post","2022","Commercial","Cabinet Office","Unknown","Male","30","30","58590","53320"
"In post","2022","Commercial","Chancellor's other departments","London","Female","5","5","[c]","[c]"
"In post","2022","Commercial","Chancellor's other departments","London","Male","5","5","[c]","[c]"
"In post","2022","Commercial","Chancellor's other departments","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Chancellor's other departments","Outside London","Male","5","5","[c]","[c]"
"In post","2022","Commercial","Charity Commission","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Charity Commission","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Competition and Markets Authority","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Competition and Markets Authority","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Department for Business, Energy and Industrial Strategy","London","Female","25","25","[c]","[c]"
"In post","2022","Commercial","Department for Business, Energy and Industrial Strategy","London","Male","20","20","[c]","[c]"
"In post","2022","Commercial","Department for Business, Energy and Industrial Strategy","Outside London","Female","130","120","42450","41580"
"In post","2022","Commercial","Department for Business, Energy and Industrial Strategy","Outside London","Male","110","110","45350","45150"
"In post","2022","Commercial","Department for Business, Energy and Industrial Strategy","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Department for Business, Energy and Industrial Strategy","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Department for Digital, Culture, Media and Sport","London","Female","15","15","[c]","[c]"
"In post","2022","Commercial","Department for Digital, Culture, Media and Sport","London","Male","15","15","[c]","[c]"
"In post","2022","Commercial","Department for Digital, Culture, Media and Sport","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Department for Digital, Culture, Media and Sport","Outside London","Male","5","5","[c]","[c]"
"In post","2022","Commercial","Department for Education","London","Female","5","5","[c]","[c]"
"In post","2022","Commercial","Department for Education","London","Male","5","5","[c]","[c]"
"In post","2022","Commercial","Department for Education","Outside London","Female","145","140","37710","36500"
"In post","2022","Commercial","Department for Education","Outside London","Male","105","105","37630","36500"
"In post","2022","Commercial","Department for Environment, Food and Rural Affairs","London","Female","5","5","[c]","[c]"
"In post","2022","Commercial","Department for Environment, Food and Rural Affairs","London","Male","5","5","[c]","[c]"
"In post","2022","Commercial","Department for Environment, Food and Rural Affairs","Outside London","Female","125","115","34290","35900"
"In post","2022","Commercial","Department for Environment, Food and Rural Affairs","Outside London","Male","75","70","39240","36620"
"In post","2022","Commercial","Department for International Trade","London","Female","25","25","[c]","[c]"
"In post","2022","Commercial","Department for International Trade","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Department for Levelling Up, Housing and Communities","London","Female","15","15","[c]","[c]"
"In post","2022","Commercial","Department for Levelling Up, Housing and Communities","London","Male","15","15","[c]","[c]"
"In post","2022","Commercial","Department for Levelling Up, Housing and Communities","Outside London","Female","5","5","[c]","[c]"
"In post","2022","Commercial","Department for Levelling Up, Housing and Communities","Outside London","Male","5","5","[c]","[c]"
"In post","2022","Commercial","Department for Transport","London","Female","55","50","47420","42470"
"In post","2022","Commercial","Department for Transport","London","Male","70","70","53110","54110"
"In post","2022","Commercial","Department for Transport","Outside London","Female","145","130","33680","31040"
"In post","2022","Commercial","Department for Transport","Outside London","Male","130","125","33800","30730"
"In post","2022","Commercial","Department for Work and Pensions","Outside London","Female","20","20","[c]","[c]"
"In post","2022","Commercial","Department for Work and Pensions","Outside London","Male","25","25","[c]","[c]"
"In post","2022","Commercial","Department of Health and Social Care","London","Female","150","150","49270","53360"
"In post","2022","Commercial","Department of Health and Social Care","London","Male","125","125","51710","53360"
"In post","2022","Commercial","Department of Health and Social Care","Outside London","Female","85","80","45940","40570"
"In post","2022","Commercial","Department of Health and Social Care","Outside London","Male","65","65","44310","37630"
"In post","2022","Commercial","Department of Health and Social Care","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Department of Health and Social Care","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Estyn","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Estyn","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Food Standards Agency","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Food Standards Agency","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Food Standards Agency","Outside London","Female","5","5","[c]","[c]"
"In post","2022","Commercial","Food Standards Agency","Outside London","Male","5","5","[c]","[c]"
"In post","2022","Commercial","Foreign, Commonwealth and Development Office","London","Female","5","5","[c]","[c]"
"In post","2022","Commercial","Foreign, Commonwealth and Development Office","London","Male","10","10","[c]","[c]"
"In post","2022","Commercial","Foreign, Commonwealth and Development Office","Outside London","Female","85","80","36700","33930"
"In post","2022","Commercial","Foreign, Commonwealth and Development Office","Outside London","Male","55","55","44080","42240"
"In post","2022","Commercial","Foreign, Commonwealth and Development Office","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Foreign, Commonwealth and Development Office","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","HM Land Registry","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","HM Land Registry","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","HM Land Registry","Outside London","Female","10","10","[c]","[c]"
"In post","2022","Commercial","HM Land Registry","Outside London","Male","5","5","[c]","[c]"
"In post","2022","Commercial","HM Revenue and Customs","London","Female","5","5","[c]","[c]"
"In post","2022","Commercial","HM Revenue and Customs","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","HM Revenue and Customs","Outside London","Female","75","65","36490","35980"
"In post","2022","Commercial","HM Revenue and Customs","Outside London","Male","70","70","39120","33370"
"In post","2022","Commercial","HM Treasury","London","Female","5","5","[c]","[c]"
"In post","2022","Commercial","HM Treasury","London","Male","5","5","[c]","[c]"
"In post","2022","Commercial","HM Treasury","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","HM Treasury","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Ministry of Defence","London","Female","25","25","[c]","[c]"
"In post","2022","Commercial","Ministry of Defence","London","Male","30","25","[c]","[c]"
"In post","2022","Commercial","Ministry of Defence","Outside London","Female","855","810","36440","34500"
"In post","2022","Commercial","Ministry of Defence","Outside London","Male","790","780","39970","39080"
"In post","2022","Commercial","Ministry of Defence","Overseas","Female","10","10","[c]","[c]"
"In post","2022","Commercial","Ministry of Defence","Overseas","Male","25","25","[c]","[c]"
"In post","2022","Commercial","Ministry of Justice","London","Female","45","45","39110","39160"
"In post","2022","Commercial","Ministry of Justice","London","Male","50","50","43140","41850"
"In post","2022","Commercial","Ministry of Justice","Outside London","Female","80","80","32360","32480"
"In post","2022","Commercial","Ministry of Justice","Outside London","Male","75","75","30110","26460"
"In post","2022","Commercial","Ministry of Justice","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Ministry of Justice","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","National Crime Agency","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","National Crime Agency","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","National Crime Agency","Outside London","Female","10","10","[c]","[c]"
"In post","2022","Commercial","National Crime Agency","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Office for Standards in Education, Children's Services and Skills","Outside London","Female","10","10","[c]","[c]"
"In post","2022","Commercial","Office for Standards in Education, Children's Services and Skills","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Office of Qualifications and Examinations Regulation","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Office of Qualifications and Examinations Regulation","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Office of Rail and Road","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Office of Rail and Road","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Scottish Government","Outside London","Female","45","40","30370","26900"
"In post","2022","Commercial","Scottish Government","Outside London","Male","60","60","34720","29550"
"In post","2022","Commercial","The National Archives","London","Female","15","15","[c]","[c]"
"In post","2022","Commercial","The National Archives","London","Male","25","25","[c]","[c]"
"In post","2022","Commercial","UK Export Finance","London","Female","70","70","45360","44080"
"In post","2022","Commercial","UK Export Finance","London","Male","120","115","58080","52500"
"In post","2022","Commercial","UK Export Finance","Outside London","Female","10","10","[c]","[c]"
"In post","2022","Commercial","UK Export Finance","Outside London","Male","15","15","[c]","[c]"
"In post","2022","Commercial","UK Statistics Authority","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","UK Statistics Authority","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","UK Statistics Authority","Outside London","Female","15","15","[c]","[c]"
"In post","2022","Commercial","UK Statistics Authority","Outside London","Male","20","20","[c]","[c]"
"In post","2022","Commercial","Water Services Regulation Authority","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Water Services Regulation Authority","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Attorney General's Departments","London","Female","40","40","45030","39750"
"In post","2022","Communications","Attorney General's Departments","London","Male","25","25","[c]","[c]"
"In post","2022","Communications","Attorney General's Departments","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Attorney General's Departments","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Cabinet Office","London","Female","210","205","48620","43890"
"In post","2022","Communications","Cabinet Office","London","Male","120","120","49660","40600"
"In post","2022","Communications","Cabinet Office","Outside London","Female","25","25","[c]","[c]"
"In post","2022","Communications","Cabinet Office","Outside London","Male","15","15","[c]","[c]"
"In post","2022","Communications","Cabinet Office","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Cabinet Office","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Chancellor's other departments","London","Female","15","15","[c]","[c]"
"In post","2022","Communications","Chancellor's other departments","London","Male","10","10","[c]","[c]"
"In post","2022","Communications","Chancellor's other departments","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Chancellor's other departments","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Charity Commission","London","Female","5","5","[c]","[c]"
"In post","2022","Communications","Charity Commission","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Charity Commission","Outside London","Female","5","5","[c]","[c]"
"In post","2022","Communications","Charity Commission","Outside London","Male","5","5","[c]","[c]"
"In post","2022","Communications","Competition and Markets Authority","London","Female","15","15","[c]","[c]"
"In post","2022","Communications","Competition and Markets Authority","London","Male","15","15","[c]","[c]"
"In post","2022","Communications","Department for Business, Energy and Industrial Strategy","London","Female","75","70","49800","45190"
"In post","2022","Communications","Department for Business, Energy and Industrial Strategy","London","Male","55","55","45450","43840"
"In post","2022","Communications","Department for Business, Energy and Industrial Strategy","Outside London","Female","65","60","39750","38200"
"In post","2022","Communications","Department for Business, Energy and Industrial Strategy","Outside London","Male","50","50","35980","32730"
"In post","2022","Communications","Department for Digital, Culture, Media and Sport","London","Female","15","15","[c]","[c]"
"In post","2022","Communications","Department for Digital, Culture, Media and Sport","London","Male","15","15","[c]","[c]"
"In post","2022","Communications","Department for Digital, Culture, Media and Sport","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Department for Digital, Culture, Media and Sport","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Department for Education","London","Female","85","80","45370","40330"
"In post","2022","Communications","Department for Education","London","Male","40","40","42870","40430"
"In post","2022","Communications","Department for Education","Outside London","Female","65","60","34650","30310"
"In post","2022","Communications","Department for Education","Outside London","Male","50","45","35180","30330"
"In post","2022","Communications","Department for Environment, Food and Rural Affairs","London","Female","85","80","43580","38920"
"In post","2022","Communications","Department for Environment, Food and Rural Affairs","London","Male","40","40","41650","38750"
"In post","2022","Communications","Department for Environment, Food and Rural Affairs","Outside London","Female","120","105","36700","36600"
"In post","2022","Communications","Department for Environment, Food and Rural Affairs","Outside London","Male","60","60","37930","36970"
"In post","2022","Communications","Department for International Trade","London","Female","65","65","42060","38160"
"In post","2022","Communications","Department for International Trade","London","Male","40","40","47070","38750"
"In post","2022","Communications","Department for International Trade","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Department for International Trade","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Department for Levelling Up, Housing and Communities","London","Female","50","45","44950","40640"
"In post","2022","Communications","Department for Levelling Up, Housing and Communities","London","Male","50","50","47740","40090"
"In post","2022","Communications","Department for Levelling Up, Housing and Communities","Outside London","Female","10","10","[c]","[c]"
"In post","2022","Communications","Department for Levelling Up, Housing and Communities","Outside London","Male","5","5","[c]","[c]"
"In post","2022","Communications","Department for Transport","London","Female","45","45","49400","42890"
"In post","2022","Communications","Department for Transport","London","Male","35","35","48820","42890"
"In post","2022","Communications","Department for Transport","Outside London","Female","90","85","32430","30730"
"In post","2022","Communications","Department for Transport","Outside London","Male","55","55","35380","31860"
"In post","2022","Communications","Department for Work and Pensions","London","Female","70","65","42660","41880"
"In post","2022","Communications","Department for Work and Pensions","London","Male","45","45","42750","41880"
"In post","2022","Communications","Department for Work and Pensions","Outside London","Female","55","50","40110","38950"
"In post","2022","Communications","Department for Work and Pensions","Outside London","Male","30","30","43690","40840"
"In post","2022","Communications","Department of Health and Social Care","London","Female","250","240","44750","40450"
"In post","2022","Communications","Department of Health and Social Care","London","Male","150","150","46430","42750"
"In post","2022","Communications","Department of Health and Social Care","Outside London","Female","55","55","48680","49530"
"In post","2022","Communications","Department of Health and Social Care","Outside London","Male","25","25","[c]","[c]"
"In post","2022","Communications","Department of Health and Social Care","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Department of Health and Social Care","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Estyn","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Estyn","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Food Standards Agency","London","Female","15","10","[c]","[c]"
"In post","2022","Communications","Food Standards Agency","London","Male","5","5","[c]","[c]"
"In post","2022","Communications","Food Standards Agency","Outside London","Female","25","25","[c]","[c]"
"In post","2022","Communications","Food Standards Agency","Outside London","Male","5","5","[c]","[c]"
"In post","2022","Communications","Foreign, Commonwealth and Development Office","London","Female","45","45","47920","46550"
"In post","2022","Communications","Foreign, Commonwealth and Development Office","London","Male","45","45","53150","50840"
"In post","2022","Communications","Foreign, Commonwealth and Development Office","Outside London","Female","5","5","[c]","[c]"
"In post","2022","Communications","Foreign, Commonwealth and Development Office","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Communications","HM Land Registry","London","Female","10","10","[c]","[c]"
"In post","2022","Communications","HM Land Registry","London","Male","10","10","[c]","[c]"
"In post","2022","Communications","HM Land Registry","Outside London","Female","5","5","[c]","[c]"
"In post","2022","Communications","HM Land Registry","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Communications","HM Revenue and Customs","London","Female","90","85","51880","44620"
"In post","2022","Communications","HM Revenue and Customs","London","Male","55","50","55280","58600"
"In post","2022","Communications","HM Revenue and Customs","Outside London","Female","2165","2040","29980","26820"
"In post","2022","Communications","HM Revenue and Customs","Outside London","Male","2335","2305","29530","26820"
"In post","2022","Communications","HM Treasury","London","Female","25","25","[c]","[c]"
"In post","2022","Communications","HM Treasury","London","Male","15","15","[c]","[c]"
"In post","2022","Communications","HM Treasury","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Communications","HM Treasury","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Communications","HM Treasury","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Communications","HM Treasury","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Ministry of Defence","London","Female","55","55","49700","47500"
"In post","2022","Communications","Ministry of Defence","London","Male","45","45","50480","45200"
"In post","2022","Communications","Ministry of Defence","Outside London","Female","245","230","33610","33000"
"In post","2022","Communications","Ministry of Defence","Outside London","Male","255","250","32840","30600"
"In post","2022","Communications","Ministry of Defence","Overseas","Female","[c]","[c]","[c]","[c]"
