"Status","Year","Function_of_post","Region_ITL1","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Analysis","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","West Midlands (England)","Undeclared","10","5","[c]","[c]"
"In post","2022","Analysis","West Midlands (England)","Unknown","15","15","[c]","[c]"
"In post","2022","Analysis","Yorkshire and The Humber","Heterosexual / straight","345","325","43660","40630"
"In post","2022","Analysis","Yorkshire and The Humber","LGBO","35","35","37540","32870"
"In post","2022","Analysis","Yorkshire and The Humber","Undeclared","50","45","39350","35590"
"In post","2022","Analysis","Yorkshire and The Humber","Unknown","65","60","37870","35310"
"In post","2022","Commercial","East Midlands (England)","Heterosexual / straight","80","75","39360","37710"
"In post","2022","Commercial","East Midlands (England)","LGBO","5","5","[c]","[c]"
"In post","2022","Commercial","East Midlands (England)","Undeclared","15","15","[c]","[c]"
"In post","2022","Commercial","East Midlands (England)","Unknown","25","20","[c]","[c]"
"In post","2022","Commercial","East of England","Heterosexual / straight","130","125","39260","35900"
"In post","2022","Commercial","East of England","LGBO","5","5","[c]","[c]"
"In post","2022","Commercial","East of England","Undeclared","20","20","[c]","[c]"
"In post","2022","Commercial","East of England","Unknown","60","60","54140","51710"
"In post","2022","Commercial","London","Heterosexual / straight","850","835","54280","47590"
"In post","2022","Commercial","London","LGBO","70","70","47550","45040"
"In post","2022","Commercial","London","Undeclared","155","150","49630","44040"
"In post","2022","Commercial","London","Unknown","785","770","67430","64500"
"In post","2022","Commercial","North East (England)","Heterosexual / straight","70","65","40570","36500"
"In post","2022","Commercial","North East (England)","LGBO","5","5","[c]","[c]"
"In post","2022","Commercial","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North East (England)","Unknown","30","30","53200","57590"
"In post","2022","Commercial","North West (England)","Heterosexual / straight","365","355","39840","36890"
"In post","2022","Commercial","North West (England)","LGBO","20","20","[c]","[c]"
"In post","2022","Commercial","North West (England)","Undeclared","25","25","[c]","[c]"
"In post","2022","Commercial","North West (England)","Unknown","255","250","53740","50240"
"In post","2022","Commercial","Northern Ireland","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Commercial","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Overseas","Heterosexual / straight","30","30","49940","43300"
"In post","2022","Commercial","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Overseas","Undeclared","5","5","[c]","[c]"
"In post","2022","Commercial","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Scotland","Heterosexual / straight","220","215","37170","34500"
"In post","2022","Commercial","Scotland","LGBO","10","10","[c]","[c]"
"In post","2022","Commercial","Scotland","Undeclared","20","20","[c]","[c]"
"In post","2022","Commercial","Scotland","Unknown","130","125","44160","38850"
"In post","2022","Commercial","South East (England)","Heterosexual / straight","345","330","37220","34800"
"In post","2022","Commercial","South East (England)","LGBO","15","15","[c]","[c]"
"In post","2022","Commercial","South East (England)","Undeclared","40","40","43020","42040"
"In post","2022","Commercial","South East (England)","Unknown","120","115","53990","49700"
"In post","2022","Commercial","South West (England)","Heterosexual / straight","1020","985","41450","39880"
"In post","2022","Commercial","South West (England)","LGBO","35","35","36660","33480"
"In post","2022","Commercial","South West (England)","Undeclared","145","135","41860","40000"
"In post","2022","Commercial","South West (England)","Unknown","235","230","51300","44350"
"In post","2022","Commercial","Unknown","Heterosexual / straight","35","35","48550","49700"
"In post","2022","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Unknown","Unknown","25","25","[c]","[c]"
"In post","2022","Commercial","Wales","Heterosexual / straight","240","230","34790","31040"
"In post","2022","Commercial","Wales","LGBO","10","10","[c]","[c]"
"In post","2022","Commercial","Wales","Undeclared","60","55","32580","31250"
"In post","2022","Commercial","Wales","Unknown","45","45","42870","39220"
"In post","2022","Commercial","West Midlands (England)","Heterosexual / straight","180","175","37050","33370"
"In post","2022","Commercial","West Midlands (England)","LGBO","5","5","[c]","[c]"
"In post","2022","Commercial","West Midlands (England)","Undeclared","20","20","[c]","[c]"
"In post","2022","Commercial","West Midlands (England)","Unknown","115","110","55320","54160"
"In post","2022","Commercial","Yorkshire and The Humber","Heterosexual / straight","285","275","40000","36500"
"In post","2022","Commercial","Yorkshire and The Humber","LGBO","25","20","[c]","[c]"
"In post","2022","Commercial","Yorkshire and The Humber","Undeclared","40","35","42030","36820"
"In post","2022","Commercial","Yorkshire and The Humber","Unknown","160","160","59690","61710"
"In post","2022","Communications","East Midlands (England)","Heterosexual / straight","390","380","31020","26820"
"In post","2022","Communications","East Midlands (England)","LGBO","40","40","29270","26820"
"In post","2022","Communications","East Midlands (England)","Undeclared","30","25","[c]","[c]"
"In post","2022","Communications","East Midlands (England)","Unknown","205","200","28850","26820"
"In post","2022","Communications","East of England","Heterosexual / straight","55","50","34810","33300"
"In post","2022","Communications","East of England","LGBO","5","5","[c]","[c]"
"In post","2022","Communications","East of England","Undeclared","5","5","[c]","[c]"
"In post","2022","Communications","East of England","Unknown","10","10","[c]","[c]"
"In post","2022","Communications","London","Heterosexual / straight","1465","1430","48040","43810"
"In post","2022","Communications","London","LGBO","170","170","44650","41340"
"In post","2022","Communications","London","Undeclared","275","270","45400","40640"
"In post","2022","Communications","London","Unknown","510","500","46770","42470"
"In post","2022","Communications","North East (England)","Heterosexual / straight","975","920","30290","26820"
"In post","2022","Communications","North East (England)","LGBO","70","70","30010","26820"
"In post","2022","Communications","North East (England)","Undeclared","75","75","28500","26820"
"In post","2022","Communications","North East (England)","Unknown","400","380","28510","26820"
"In post","2022","Communications","North West (England)","Heterosexual / straight","440","430","33070","30430"
"In post","2022","Communications","North West (England)","LGBO","40","40","29810","26820"
"In post","2022","Communications","North West (England)","Undeclared","35","35","35190","33220"
"In post","2022","Communications","North West (England)","Unknown","290","285","29600","26820"
"In post","2022","Communications","Northern Ireland","Heterosexual / straight","25","20","[c]","[c]"
"In post","2022","Communications","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Northern Ireland","Unknown","10","10","[c]","[c]"
"In post","2022","Communications","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Scotland","Heterosexual / straight","60","55","37860","37710"
"In post","2022","Communications","Scotland","LGBO","5","5","[c]","[c]"
"In post","2022","Communications","Scotland","Undeclared","5","5","[c]","[c]"
"In post","2022","Communications","Scotland","Unknown","15","15","[c]","[c]"
"In post","2022","Communications","South East (England)","Heterosexual / straight","210","200","34250","33000"
"In post","2022","Communications","South East (England)","LGBO","15","15","[c]","[c]"
"In post","2022","Communications","South East (England)","Undeclared","25","25","[c]","[c]"
"In post","2022","Communications","South East (England)","Unknown","35","35","38400","35900"
"In post","2022","Communications","South West (England)","Heterosexual / straight","225","210","36210","33810"
"In post","2022","Communications","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","South West (England)","Undeclared","35","30","34690","33290"
"In post","2022","Communications","South West (England)","Unknown","50","45","37570","33180"
"In post","2022","Communications","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Wales","Heterosexual / straight","575","545","31650","26820"
"In post","2022","Communications","Wales","LGBO","40","40","33370","26820"
"In post","2022","Communications","Wales","Undeclared","55","50","30320","26820"
"In post","2022","Communications","Wales","Unknown","270","260","30130","26820"
"In post","2022","Communications","West Midlands (England)","Heterosexual / straight","330","325","31440","29200"
"In post","2022","Communications","West Midlands (England)","LGBO","20","20","[c]","[c]"
"In post","2022","Communications","West Midlands (England)","Undeclared","30","30","33280","33080"
"In post","2022","Communications","West Midlands (England)","Unknown","245","240","29400","26820"
"In post","2022","Communications","Yorkshire and The Humber","Heterosexual / straight","390","380","34380","33080"
"In post","2022","Communications","Yorkshire and The Humber","LGBO","40","40","33520","32870"
"In post","2022","Communications","Yorkshire and The Humber","Undeclared","40","40","40620","33370"
"In post","2022","Communications","Yorkshire and The Humber","Unknown","275","270","30100","26820"
"In post","2022","Counter Fraud","East Midlands (England)","Heterosexual / straight","585","540","33630","31990"
"In post","2022","Counter Fraud","East Midlands (England)","LGBO","35","30","31740","27570"
"In post","2022","Counter Fraud","East Midlands (England)","Undeclared","90","85","34250","33080"
"In post","2022","Counter Fraud","East Midlands (England)","Unknown","205","190","31250","27570"
"In post","2022","Counter Fraud","East of England","Heterosexual / straight","435","400","29770","28920"
"In post","2022","Counter Fraud","East of England","LGBO","35","30","29220","27570"
"In post","2022","Counter Fraud","East of England","Undeclared","70","65","29980","28920"
"In post","2022","Counter Fraud","East of England","Unknown","185","170","28800","27570"
"In post","2022","Counter Fraud","London","Heterosexual / straight","2140","2030","38390","34730"
"In post","2022","Counter Fraud","London","LGBO","125","120","37930","33440"
"In post","2022","Counter Fraud","London","Undeclared","355","330","37990","36650"
"In post","2022","Counter Fraud","London","Unknown","980","920","35750","32780"
"In post","2022","Counter Fraud","North East (England)","Heterosexual / straight","760","710","31030","27570"
"In post","2022","Counter Fraud","North East (England)","LGBO","35","35","32220","33080"
"In post","2022","Counter Fraud","North East (England)","Undeclared","95","85","31960","27570"
"In post","2022","Counter Fraud","North East (England)","Unknown","250","230","30170","27570"
"In post","2022","Counter Fraud","North West (England)","Heterosexual / straight","1585","1485","33750","31990"
"In post","2022","Counter Fraud","North West (England)","LGBO","75","70","34130","27570"
"In post","2022","Counter Fraud","North West (England)","Undeclared","215","195","34200","33080"
"In post","2022","Counter Fraud","North West (England)","Unknown","710","660","30610","27570"
"In post","2022","Counter Fraud","Northern Ireland","Heterosexual / straight","300","285","33530","33080"
"In post","2022","Counter Fraud","Northern Ireland","LGBO","20","15","[c]","[c]"
"In post","2022","Counter Fraud","Northern Ireland","Undeclared","20","20","[c]","[c]"
"In post","2022","Counter Fraud","Northern Ireland","Unknown","110","105","31480","28920"
"In post","2022","Counter Fraud","Scotland","Heterosexual / straight","1225","1120","29270","27570"
"In post","2022","Counter Fraud","Scotland","LGBO","75","70","28610","27570"
"In post","2022","Counter Fraud","Scotland","Undeclared","155","140","28780","27570"
"In post","2022","Counter Fraud","Scotland","Unknown","375","340","28650","27570"
"In post","2022","Counter Fraud","South East (England)","Heterosexual / straight","780","710","29130","27570"
"In post","2022","Counter Fraud","South East (England)","LGBO","60","55","29890","27570"
"In post","2022","Counter Fraud","South East (England)","Undeclared","130","120","30050","27570"
"In post","2022","Counter Fraud","South East (England)","Unknown","240","215","30120","28820"
"In post","2022","Counter Fraud","South West (England)","Heterosexual / straight","495","450","32100","27570"
"In post","2022","Counter Fraud","South West (England)","LGBO","35","30","34240","27570"
"In post","2022","Counter Fraud","South West (England)","Undeclared","85","75","36970","31990"
"In post","2022","Counter Fraud","South West (England)","Unknown","175","155","31370","27570"
"In post","2022","Counter Fraud","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Counter Fraud","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Unknown","Unknown","5","5","[c]","[c]"
"In post","2022","Counter Fraud","Wales","Heterosexual / straight","685","630","29470","27570"
"In post","2022","Counter Fraud","Wales","LGBO","45","45","29230","27570"
"In post","2022","Counter Fraud","Wales","Undeclared","110","100","28800","27340"
"In post","2022","Counter Fraud","Wales","Unknown","205","190","28580","27570"
"In post","2022","Counter Fraud","West Midlands (England)","Heterosexual / straight","820","750","31570","27570"
"In post","2022","Counter Fraud","West Midlands (England)","LGBO","25","25","[c]","[c]"
"In post","2022","Counter Fraud","West Midlands (England)","Undeclared","110","95","30860","27570"
"In post","2022","Counter Fraud","West Midlands (England)","Unknown","350","315","30580","27570"
"In post","2022","Counter Fraud","Yorkshire and The Humber","Heterosexual / straight","895","825","32400","28860"
"In post","2022","Counter Fraud","Yorkshire and The Humber","LGBO","55","50","31040","27570"
"In post","2022","Counter Fraud","Yorkshire and The Humber","Undeclared","125","115","33570","31990"
"In post","2022","Counter Fraud","Yorkshire and The Humber","Unknown","345","320","30140","27570"
"In post","2022","Debt","East Midlands (England)","Heterosexual / straight","295","250","22960","21260"
"In post","2022","Debt","East Midlands (England)","LGBO","25","25","[c]","[c]"
"In post","2022","Debt","East Midlands (England)","Undeclared","30","25","[c]","[c]"
"In post","2022","Debt","East Midlands (England)","Unknown","160","145","22090","21250"
"In post","2022","Debt","East of England","Heterosexual / straight","90","80","25540","24250"
"In post","2022","Debt","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Debt","East of England","Undeclared","20","15","[c]","[c]"
"In post","2022","Debt","East of England","Unknown","45","35","25730","25110"
"In post","2022","Debt","London","Heterosexual / straight","240","215","29530","26400"
"In post","2022","Debt","London","LGBO","15","15","[c]","[c]"
"In post","2022","Debt","London","Undeclared","55","45","28750","26400"
"In post","2022","Debt","London","Unknown","190","170","30800","26400"
"In post","2022","Debt","North East (England)","Heterosexual / straight","550","480","22820","21260"
"In post","2022","Debt","North East (England)","LGBO","45","45","22670","21250"
"In post","2022","Debt","North East (England)","Undeclared","45","40","22360","21260"
"In post","2022","Debt","North East (England)","Unknown","320","290","22120","21250"
"In post","2022","Debt","North West (England)","Heterosexual / straight","420","380","23780","21260"
"In post","2022","Debt","North West (England)","LGBO","45","40","23720","21260"
"In post","2022","Debt","North West (England)","Undeclared","55","50","23760","21260"
"In post","2022","Debt","North West (England)","Unknown","225","200","22970","21260"
"In post","2022","Debt","Northern Ireland","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Debt","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Debt","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Debt","Northern Ireland","Unknown","5","5","[c]","[c]"
"In post","2022","Debt","Scotland","Heterosexual / straight","760","680","23610","21250"
"In post","2022","Debt","Scotland","LGBO","65","65","23360","21250"
"In post","2022","Debt","Scotland","Undeclared","80","65","23540","22080"
"In post","2022","Debt","Scotland","Unknown","450","415","22420","21250"
"In post","2022","Debt","South East (England)","Heterosexual / straight","35","25","30680","28920"
"In post","2022","Debt","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Debt","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Debt","South East (England)","Unknown","30","25","27080","28640"
"In post","2022","Debt","South West (England)","Heterosexual / straight","115","100","22850","21260"
"In post","2022","Debt","South West (England)","LGBO","5","5","[c]","[c]"
"In post","2022","Debt","South West (England)","Undeclared","20","15","[c]","[c]"
"In post","2022","Debt","South West (England)","Unknown","15","10","[c]","[c]"
"In post","2022","Debt","Unknown","Heterosexual / straight","40","35","26170","25110"
"In post","2022","Debt","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Debt","Unknown","Undeclared","5","5","[c]","[c]"
"In post","2022","Debt","Unknown","Unknown","20","15","[c]","[c]"
"In post","2022","Debt","Wales","Heterosexual / straight","265","245","23960","21250"
"In post","2022","Debt","Wales","LGBO","25","25","[c]","[c]"
"In post","2022","Debt","Wales","Undeclared","25","20","[c]","[c]"
"In post","2022","Debt","Wales","Unknown","145","135","23500","21250"
"In post","2022","Debt","West Midlands (England)","Heterosexual / straight","570","505","23140","21260"
"In post","2022","Debt","West Midlands (England)","LGBO","35","30","22460","21260"
"In post","2022","Debt","West Midlands (England)","Undeclared","85","70","22300","21260"
"In post","2022","Debt","West Midlands (England)","Unknown","175","155","22660","21250"
"In post","2022","Debt","Yorkshire and The Humber","Heterosexual / straight","620","535","23840","21260"
"In post","2022","Debt","Yorkshire and The Humber","LGBO","30","30","23960","21260"
"In post","2022","Debt","Yorkshire and The Humber","Undeclared","70","60","23290","21260"
"In post","2022","Debt","Yorkshire and The Humber","Unknown","240","215","22860","21250"
"In post","2022","Digital, Data & Technology","East Midlands (England)","Heterosexual / straight","295","290","37040","33350"
"In post","2022","Digital, Data & Technology","East Midlands (England)","LGBO","25","25","[c]","[c]"
"In post","2022","Digital, Data & Technology","East Midlands (England)","Undeclared","65","65","34450","32510"
"In post","2022","Digital, Data & Technology","East Midlands (England)","Unknown","70","70","36130","33080"
"In post","2022","Digital, Data & Technology","East of England","Heterosexual / straight","550","530","35900","33430"
"In post","2022","Digital, Data & Technology","East of England","LGBO","30","25","[c]","[c]"
"In post","2022","Digital, Data & Technology","East of England","Undeclared","100","100","35600","35620"
"In post","2022","Digital, Data & Technology","East of England","Unknown","140","135","35570","33370"
"In post","2022","Digital, Data & Technology","London","Heterosexual / straight","2770","2720","48690","45240"
"In post","2022","Digital, Data & Technology","London","LGBO","290","285","49450","53240"
"In post","2022","Digital, Data & Technology","London","Undeclared","410","405","48430","45080"
"In post","2022","Digital, Data & Technology","London","Unknown","840","825","48650","44130"
"In post","2022","Digital, Data & Technology","North East (England)","Heterosexual / straight","1555","1495","42060","38450"
"In post","2022","Digital, Data & Technology","North East (England)","LGBO","90","90","39610","35310"
"In post","2022","Digital, Data & Technology","North East (England)","Undeclared","185","180","43190","40300"
"In post","2022","Digital, Data & Technology","North East (England)","Unknown","505","490","40130","36250"
"In post","2022","Digital, Data & Technology","North West (England)","Heterosexual / straight","1985","1930","41700","37060"
"In post","2022","Digital, Data & Technology","North West (England)","LGBO","140","135","39220","36060"
"In post","2022","Digital, Data & Technology","North West (England)","Undeclared","255","245","40470","35310"
"In post","2022","Digital, Data & Technology","North West (England)","Unknown","530","515","40340","35310"
"In post","2022","Digital, Data & Technology","Northern Ireland","Heterosexual / straight","50","50","33530","33080"
"In post","2022","Digital, Data & Technology","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Northern Ireland","Undeclared","10","10","[c]","[c]"
"In post","2022","Digital, Data & Technology","Northern Ireland","Unknown","15","15","[c]","[c]"
"In post","2022","Digital, Data & Technology","Overseas","Heterosexual / straight","55","55","32610","33300"
"In post","2022","Digital, Data & Technology","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Overseas","Undeclared","10","10","[c]","[c]"
"In post","2022","Digital, Data & Technology","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Scotland","Heterosexual / straight","555","540","38270","34040"
"In post","2022","Digital, Data & Technology","Scotland","LGBO","35","35","35410","31540"
"In post","2022","Digital, Data & Technology","Scotland","Undeclared","75","75","35860","33080"
"In post","2022","Digital, Data & Technology","Scotland","Unknown","270","265","38670","33930"
"In post","2022","Digital, Data & Technology","South East (England)","Heterosexual / straight","990","960","37360","33370"
"In post","2022","Digital, Data & Technology","South East (England)","LGBO","55","55","33580","32580"
"In post","2022","Digital, Data & Technology","South East (England)","Undeclared","155","150","37550","33570"
"In post","2022","Digital, Data & Technology","South East (England)","Unknown","195","190","39660","36040"
"In post","2022","Digital, Data & Technology","South West (England)","Heterosexual / straight","2635","2530","38910","37570"
"In post","2022","Digital, Data & Technology","South West (England)","LGBO","150","145","34100","33330"
"In post","2022","Digital, Data & Technology","South West (England)","Undeclared","560","535","39130","38450"
"In post","2022","Digital, Data & Technology","South West (England)","Unknown","385","375","37260","36110"
"In post","2022","Digital, Data & Technology","Unknown","Heterosexual / straight","40","35","40860","37300"
"In post","2022","Digital, Data & Technology","Unknown","LGBO","10","10","[c]","[c]"
"In post","2022","Digital, Data & Technology","Unknown","Undeclared","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","Unknown","Unknown","10","10","[c]","[c]"
"In post","2022","Digital, Data & Technology","Wales","Heterosexual / straight","1360","1325","40780","38650"
"In post","2022","Digital, Data & Technology","Wales","LGBO","70","70","36440","33370"
"In post","2022","Digital, Data & Technology","Wales","Undeclared","260","255","40680","39920"
"In post","2022","Digital, Data & Technology","Wales","Unknown","415","405","39320","36840"
"In post","2022","Digital, Data & Technology","West Midlands (England)","Heterosexual / straight","905","880","39400","36050"
"In post","2022","Digital, Data & Technology","West Midlands (England)","LGBO","50","50","37690","33700"
"In post","2022","Digital, Data & Technology","West Midlands (England)","Undeclared","95","90","40430","35980"
"In post","2022","Digital, Data & Technology","West Midlands (England)","Unknown","265","255","40090","36500"
"In post","2022","Digital, Data & Technology","Yorkshire and The Humber","Heterosexual / straight","1040","1005","42110","38480"
"In post","2022","Digital, Data & Technology","Yorkshire and The Humber","LGBO","60","60","40560","36500"
"In post","2022","Digital, Data & Technology","Yorkshire and The Humber","Undeclared","140","135","40400","37640"
"In post","2022","Digital, Data & Technology","Yorkshire and The Humber","Unknown","305","300","42020","38470"
"In post","2022","Finance","East Midlands (England)","Heterosexual / straight","230","220","36490","33370"
"In post","2022","Finance","East Midlands (England)","LGBO","15","15","[c]","[c]"
"In post","2022","Finance","East Midlands (England)","Undeclared","25","25","[c]","[c]"
"In post","2022","Finance","East Midlands (England)","Unknown","35","35","34490","33270"
"In post","2022","Finance","East of England","Heterosexual / straight","240","230","38250","35480"
"In post","2022","Finance","East of England","LGBO","10","10","[c]","[c]"
"In post","2022","Finance","East of England","Undeclared","35","30","37570","34910"
"In post","2022","Finance","East of England","Unknown","50","45","31280","26590"
"In post","2022","Finance","London","Heterosexual / straight","2040","1995","48880","43810"
"In post","2022","Finance","London","LGBO","115","115","49330","43920"
"In post","2022","Finance","London","Undeclared","345","335","47460","42790"
"In post","2022","Finance","London","Unknown","495","480","47390","42430"
"In post","2022","Finance","North East (England)","Heterosexual / straight","615","580","39160","35310"
"In post","2022","Finance","North East (England)","LGBO","30","30","38670","35590"
"In post","2022","Finance","North East (England)","Undeclared","65","60","39760","33370"
"In post","2022","Finance","North East (England)","Unknown","165","155","35930","33080"
"In post","2022","Finance","North West (England)","Heterosexual / straight","990","940","37660","35310"
"In post","2022","Finance","North West (England)","LGBO","60","60","36610","33370"
"In post","2022","Finance","North West (England)","Undeclared","105","100","35380","33370"
"In post","2022","Finance","North West (England)","Unknown","230","210","34790","32990"
"In post","2022","Finance","Northern Ireland","Heterosexual / straight","35","35","39760","36740"
"In post","2022","Finance","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Northern Ireland","Unknown","5","5","[c]","[c]"
"In post","2022","Finance","Overseas","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Finance","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Overseas","Undeclared","5","5","[c]","[c]"
"In post","2022","Finance","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Scotland","Heterosexual / straight","625","550","30080","26590"
"In post","2022","Finance","Scotland","LGBO","25","25","[c]","[c]"
"In post","2022","Finance","Scotland","Undeclared","80","65","27760","22080"
"In post","2022","Finance","Scotland","Unknown","305","275","29200","22080"
"In post","2022","Finance","South East (England)","Heterosexual / straight","725","695","37610","33300"
"In post","2022","Finance","South East (England)","LGBO","20","20","[c]","[c]"
"In post","2022","Finance","South East (England)","Undeclared","115","110","37920","35000"
"In post","2022","Finance","South East (England)","Unknown","160","150","32770","29230"
"In post","2022","Finance","South West (England)","Heterosexual / straight","985","940","39000","34290"
"In post","2022","Finance","South West (England)","LGBO","40","35","35000","28870"
"In post","2022","Finance","South West (England)","Undeclared","115","110","40180","36460"
"In post","2022","Finance","South West (England)","Unknown","115","105","38180","36740"
"In post","2022","Finance","Unknown","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
