"Status","Year","Age","Disability","Ethnicity","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","16-19","Undeclared","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","White","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","16-19","Undeclared","White","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","White","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","White","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Asian","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","Asian","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Asian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Black","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Black","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Black","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Mixed","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Unknown","Unknown","470","450","21480","21250"
"In post","2022","16-19","Unknown","White","Heterosexual / straight","50","50","21720","21680"
"In post","2022","16-19","Unknown","White","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","White","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","White","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Asian","Heterosexual / straight","345","340","29980","27570"
"In post","2022","20-29","Declared disabled","Asian","LGBO","30","30","[c]","[c]"
"In post","2022","20-29","Declared disabled","Asian","Undeclared","20","20","[c]","[c]"
"In post","2022","20-29","Declared disabled","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Black","Heterosexual / straight","180","175","30550","30520"
"In post","2022","20-29","Declared disabled","Black","LGBO","25","25","[c]","[c]"
"In post","2022","20-29","Declared disabled","Black","Undeclared","10","10","[c]","[c]"
"In post","2022","20-29","Declared disabled","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Mixed","Heterosexual / straight","165","160","29660","27570"
"In post","2022","20-29","Declared disabled","Mixed","LGBO","70","65","30240","28140"
"In post","2022","20-29","Declared disabled","Mixed","Undeclared","20","20","[c]","[c]"
"In post","2022","20-29","Declared disabled","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Other ethnicity","Heterosexual / straight","35","35","33250","31060"
"In post","2022","20-29","Declared disabled","Other ethnicity","LGBO","15","15","[c]","[c]"
"In post","2022","20-29","Declared disabled","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Undeclared","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","20-29","Declared disabled","Undeclared","LGBO","10","10","[c]","[c]"
"In post","2022","20-29","Declared disabled","Undeclared","Undeclared","65","65","30220","27570"
"In post","2022","20-29","Declared disabled","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Unknown","Heterosexual / straight","30","30","[c]","[c]"
"In post","2022","20-29","Declared disabled","Unknown","LGBO","5","5","[c]","[c]"
"In post","2022","20-29","Declared disabled","Unknown","Undeclared","5","5","[c]","[c]"
"In post","2022","20-29","Declared disabled","Unknown","Unknown","90","90","28850","27540"
"In post","2022","20-29","Declared disabled","White","Heterosexual / straight","3070","3020","29400","27570"
"In post","2022","20-29","Declared disabled","White","LGBO","1160","1140","29450","27570"
"In post","2022","20-29","Declared disabled","White","Undeclared","315","305","29770","27570"
"In post","2022","20-29","Declared disabled","White","Unknown","90","90","27860","27130"
"In post","2022","20-29","Declared non-disabled","Asian","Heterosexual / straight","5130","5030","29530","27570"
"In post","2022","20-29","Declared non-disabled","Asian","LGBO","135","135","33270","31540"
"In post","2022","20-29","Declared non-disabled","Asian","Undeclared","150","145","29640","27570"
"In post","2022","20-29","Declared non-disabled","Asian","Unknown","125","120","30200","27570"
"In post","2022","20-29","Declared non-disabled","Black","Heterosexual / straight","1715","1690","30220","29290"
"In post","2022","20-29","Declared non-disabled","Black","LGBO","55","55","31770","30300"
"In post","2022","20-29","Declared non-disabled","Black","Undeclared","50","50","30510","30770"
"In post","2022","20-29","Declared non-disabled","Black","Unknown","25","25","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Mixed","Heterosexual / straight","1510","1485","31100","28760"
"In post","2022","20-29","Declared non-disabled","Mixed","LGBO","190","190","31020","28200"
"In post","2022","20-29","Declared non-disabled","Mixed","Undeclared","100","95","32260","30520"
"In post","2022","20-29","Declared non-disabled","Mixed","Unknown","40","40","30250","29230"
"In post","2022","20-29","Declared non-disabled","Other ethnicity","Heterosexual / straight","330","325","31410","30030"
"In post","2022","20-29","Declared non-disabled","Other ethnicity","LGBO","30","30","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Other ethnicity","Undeclared","20","20","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Undeclared","Heterosexual / straight","205","200","29870","27570"
"In post","2022","20-29","Declared non-disabled","Undeclared","LGBO","15","15","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Undeclared","Undeclared","330","330","31820","29660"
"In post","2022","20-29","Declared non-disabled","Undeclared","Unknown","60","55","32180","29230"
"In post","2022","20-29","Declared non-disabled","Unknown","Heterosexual / straight","270","265","29610","27570"
"In post","2022","20-29","Declared non-disabled","Unknown","LGBO","15","15","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Unknown","Undeclared","50","50","30770","30630"
"In post","2022","20-29","Declared non-disabled","Unknown","Unknown","900","880","26690","24920"
"In post","2022","20-29","Declared non-disabled","White","Heterosexual / straight","32195","31805","29650","27570"
"In post","2022","20-29","Declared non-disabled","White","LGBO","3965","3930","30370","27570"
"In post","2022","20-29","Declared non-disabled","White","Undeclared","1620","1600","30740","27680"
"In post","2022","20-29","Declared non-disabled","White","Unknown","1140","1125","29170","29230"
"In post","2022","20-29","Undeclared","Asian","Heterosexual / straight","185","185","30200","29500"
"In post","2022","20-29","Undeclared","Asian","LGBO","15","15","[c]","[c]"
"In post","2022","20-29","Undeclared","Asian","Undeclared","20","20","[c]","[c]"
"In post","2022","20-29","Undeclared","Asian","Unknown","5","5","[c]","[c]"
"In post","2022","20-29","Undeclared","Black","Heterosexual / straight","55","50","32560","31060"
"In post","2022","20-29","Undeclared","Black","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Black","Undeclared","15","15","[c]","[c]"
"In post","2022","20-29","Undeclared","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Mixed","Heterosexual / straight","50","50","29560","28010"
"In post","2022","20-29","Undeclared","Mixed","LGBO","15","15","[c]","[c]"
"In post","2022","20-29","Undeclared","Mixed","Undeclared","25","25","[c]","[c]"
"In post","2022","20-29","Undeclared","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Other ethnicity","Heterosexual / straight","15","10","[c]","[c]"
"In post","2022","20-29","Undeclared","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Undeclared","Heterosexual / straight","35","30","29800","27960"
"In post","2022","20-29","Undeclared","Undeclared","LGBO","10","10","[c]","[c]"
"In post","2022","20-29","Undeclared","Undeclared","Undeclared","385","380","32950","31460"
"In post","2022","20-29","Undeclared","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","20-29","Undeclared","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Unknown","Undeclared","55","55","30550","29320"
"In post","2022","20-29","Undeclared","Unknown","Unknown","15","15","[c]","[c]"
"In post","2022","20-29","Undeclared","White","Heterosexual / straight","950","935","30650","27570"
"In post","2022","20-29","Undeclared","White","LGBO","280","280","29470","27570"
"In post","2022","20-29","Undeclared","White","Undeclared","255","250","30010","27570"
"In post","2022","20-29","Undeclared","White","Unknown","40","40","26440","27570"
"In post","2022","20-29","Unknown","Asian","Heterosexual / straight","555","550","30920","28840"
"In post","2022","20-29","Unknown","Asian","LGBO","20","20","[c]","[c]"
"In post","2022","20-29","Unknown","Asian","Undeclared","30","25","[c]","[c]"
"In post","2022","20-29","Unknown","Asian","Unknown","135","135","29730","27000"
"In post","2022","20-29","Unknown","Black","Heterosexual / straight","180","175","32290","31060"
"In post","2022","20-29","Unknown","Black","LGBO","10","10","[c]","[c]"
"In post","2022","20-29","Unknown","Black","Undeclared","10","10","[c]","[c]"
"In post","2022","20-29","Unknown","Black","Unknown","40","40","31380","30100"
"In post","2022","20-29","Unknown","Mixed","Heterosexual / straight","170","170","33430","32770"
"In post","2022","20-29","Unknown","Mixed","LGBO","30","30","[c]","[c]"
"In post","2022","20-29","Unknown","Mixed","Undeclared","15","15","[c]","[c]"
"In post","2022","20-29","Unknown","Mixed","Unknown","35","35","33780","31870"
"In post","2022","20-29","Unknown","Other ethnicity","Heterosexual / straight","40","40","31920","28650"
"In post","2022","20-29","Unknown","Other ethnicity","LGBO","5","5","[c]","[c]"
"In post","2022","20-29","Unknown","Other ethnicity","Undeclared","10","10","[c]","[c]"
"In post","2022","20-29","Unknown","Other ethnicity","Unknown","5","5","[c]","[c]"
"In post","2022","20-29","Unknown","Undeclared","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","20-29","Unknown","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Undeclared","Undeclared","125","125","31770","31070"
"In post","2022","20-29","Unknown","Undeclared","Unknown","60","60","34260","33370"
"In post","2022","20-29","Unknown","Unknown","Heterosexual / straight","190","185","29320","27850"
"In post","2022","20-29","Unknown","Unknown","LGBO","35","35","31250","27570"
"In post","2022","20-29","Unknown","Unknown","Undeclared","485","480","37380","32790"
"In post","2022","20-29","Unknown","Unknown","Unknown","19120","18850","28810","26900"
"In post","2022","20-29","Unknown","White","Heterosexual / straight","3285","3255","31720","30210"
"In post","2022","20-29","Unknown","White","LGBO","510","505","31920","29460"
"In post","2022","20-29","Unknown","White","Undeclared","230","225","32220","30710"
"In post","2022","20-29","Unknown","White","Unknown","620","610","29750","27130"
"In post","2022","30-39","Declared disabled","Asian","Heterosexual / straight","515","490","33550","30560"
"In post","2022","30-39","Declared disabled","Asian","LGBO","25","25","[c]","[c]"
"In post","2022","30-39","Declared disabled","Asian","Undeclared","30","30","31810","29290"
"In post","2022","30-39","Declared disabled","Asian","Unknown","20","20","[c]","[c]"
"In post","2022","30-39","Declared disabled","Black","Heterosexual / straight","270","260","34070","31060"
"In post","2022","30-39","Declared disabled","Black","LGBO","25","25","[c]","[c]"
"In post","2022","30-39","Declared disabled","Black","Undeclared","20","20","[c]","[c]"
"In post","2022","30-39","Declared disabled","Black","Unknown","10","5","[c]","[c]"
"In post","2022","30-39","Declared disabled","Mixed","Heterosexual / straight","215","205","34890","31060"
"In post","2022","30-39","Declared disabled","Mixed","LGBO","60","55","34740","31300"
"In post","2022","30-39","Declared disabled","Mixed","Undeclared","40","40","33930","28840"
"In post","2022","30-39","Declared disabled","Mixed","Unknown","10","10","[c]","[c]"
"In post","2022","30-39","Declared disabled","Other ethnicity","Heterosexual / straight","35","35","39070","35650"
"In post","2022","30-39","Declared disabled","Other ethnicity","LGBO","15","15","[c]","[c]"
"In post","2022","30-39","Declared disabled","Other ethnicity","Undeclared","5","5","[c]","[c]"
"In post","2022","30-39","Declared disabled","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared disabled","Undeclared","Heterosexual / straight","55","50","33810","28550"
"In post","2022","30-39","Declared disabled","Undeclared","LGBO","25","20","[c]","[c]"
"In post","2022","30-39","Declared disabled","Undeclared","Undeclared","160","155","34420","31330"
"In post","2022","30-39","Declared disabled","Undeclared","Unknown","15","10","[c]","[c]"
"In post","2022","30-39","Declared disabled","Unknown","Heterosexual / straight","50","50","34520","31060"
"In post","2022","30-39","Declared disabled","Unknown","LGBO","10","10","[c]","[c]"
"In post","2022","30-39","Declared disabled","Unknown","Undeclared","15","15","[c]","[c]"
"In post","2022","30-39","Declared disabled","Unknown","Unknown","160","150","33010","29550"
"In post","2022","30-39","Declared disabled","White","Heterosexual / straight","5350","5055","33360","29290"
"In post","2022","30-39","Declared disabled","White","LGBO","1180","1145","34150","30450"
"In post","2022","30-39","Declared disabled","White","Undeclared","435","410","33390","29290"
"In post","2022","30-39","Declared disabled","White","Unknown","170","155","32510","28110"
"In post","2022","30-39","Declared non-disabled","Asian","Heterosexual / straight","6725","6385","34120","30820"
"In post","2022","30-39","Declared non-disabled","Asian","LGBO","130","125","37900","34360"
"In post","2022","30-39","Declared non-disabled","Asian","Undeclared","280","260","32950","29030"
"In post","2022","30-39","Declared non-disabled","Asian","Unknown","335","300","31610","27570"
"In post","2022","30-39","Declared non-disabled","Black","Heterosexual / straight","2615","2535","32880","31060"
"In post","2022","30-39","Declared non-disabled","Black","LGBO","50","45","34180","31060"
"In post","2022","30-39","Declared non-disabled","Black","Undeclared","70","65","34680","31940"
"In post","2022","30-39","Declared non-disabled","Black","Unknown","85","75","32040","31060"
"In post","2022","30-39","Declared non-disabled","Mixed","Heterosexual / straight","1620","1550","37260","33160"
"In post","2022","30-39","Declared non-disabled","Mixed","LGBO","150","150","39310","34980"
"In post","2022","30-39","Declared non-disabled","Mixed","Undeclared","90","85","35730","31540"
"In post","2022","30-39","Declared non-disabled","Mixed","Unknown","70","65","35050","33370"
"In post","2022","30-39","Declared non-disabled","Other ethnicity","Heterosexual / straight","410","395","37680","33370"
"In post","2022","30-39","Declared non-disabled","Other ethnicity","LGBO","30","30","38450","33000"
"In post","2022","30-39","Declared non-disabled","Other ethnicity","Undeclared","25","20","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Other ethnicity","Unknown","15","15","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Undeclared","Heterosexual / straight","460","440","34240","31010"
"In post","2022","30-39","Declared non-disabled","Undeclared","LGBO","35","35","34810","32260"
"In post","2022","30-39","Declared non-disabled","Undeclared","Undeclared","775","750","36590","33120"
"In post","2022","30-39","Declared non-disabled","Undeclared","Unknown","275","250","34520","31060"
"In post","2022","30-39","Declared non-disabled","Unknown","Heterosexual / straight","515","485","34620","31520"
"In post","2022","30-39","Declared non-disabled","Unknown","LGBO","25","25","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Unknown","Undeclared","125","115","36110","33810"
"In post","2022","30-39","Declared non-disabled","Unknown","Unknown","1505","1385","30820","27570"
"In post","2022","30-39","Declared non-disabled","White","Heterosexual / straight","47905","45490","35450","31540"
"In post","2022","30-39","Declared non-disabled","White","LGBO","3945","3885","36310","32040"
"In post","2022","30-39","Declared non-disabled","White","Undeclared","2420","2300","35620","32000"
"In post","2022","30-39","Declared non-disabled","White","Unknown","2705","2470","33840","30020"
"In post","2022","30-39","Undeclared","Asian","Heterosexual / straight","305","290","34180","29360"
"In post","2022","30-39","Undeclared","Asian","LGBO","15","10","[c]","[c]"
"In post","2022","30-39","Undeclared","Asian","Undeclared","50","45","32180","29090"
"In post","2022","30-39","Undeclared","Asian","Unknown","30","25","27300","27570"
"In post","2022","30-39","Undeclared","Black","Heterosexual / straight","80","80","32790","31060"
"In post","2022","30-39","Undeclared","Black","LGBO","10","10","[c]","[c]"
"In post","2022","30-39","Undeclared","Black","Undeclared","15","15","[c]","[c]"
"In post","2022","30-39","Undeclared","Black","Unknown","10","10","[c]","[c]"
"In post","2022","30-39","Undeclared","Mixed","Heterosexual / straight","75","70","35360","31060"
"In post","2022","30-39","Undeclared","Mixed","LGBO","15","15","[c]","[c]"
"In post","2022","30-39","Undeclared","Mixed","Undeclared","20","20","[c]","[c]"
"In post","2022","30-39","Undeclared","Mixed","Unknown","10","10","[c]","[c]"
"In post","2022","30-39","Undeclared","Other ethnicity","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","30-39","Undeclared","Other ethnicity","LGBO","5","5","[c]","[c]"
"In post","2022","30-39","Undeclared","Other ethnicity","Undeclared","5","5","[c]","[c]"
"In post","2022","30-39","Undeclared","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Undeclared","Heterosexual / straight","75","70","34750","30570"
"In post","2022","30-39","Undeclared","Undeclared","LGBO","20","15","[c]","[c]"
"In post","2022","30-39","Undeclared","Undeclared","Undeclared","1115","1085","37890","33520"
"In post","2022","30-39","Undeclared","Undeclared","Unknown","30","30","36260","32640"
"In post","2022","30-39","Undeclared","Unknown","Heterosexual / straight","35","30","31240","30450"
"In post","2022","30-39","Undeclared","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Unknown","Undeclared","120","115","35260","32120"
"In post","2022","30-39","Undeclared","Unknown","Unknown","70","65","34260","31060"
"In post","2022","30-39","Undeclared","White","Heterosexual / straight","1895","1795","33710","30140"
"In post","2022","30-39","Undeclared","White","LGBO","270","260","34780","31020"
"In post","2022","30-39","Undeclared","White","Undeclared","580","555","34850","32040"
"In post","2022","30-39","Undeclared","White","Unknown","295","265","30540","27570"
"In post","2022","30-39","Unknown","Asian","Heterosexual / straight","520","505","37220","33390"
"In post","2022","30-39","Unknown","Asian","LGBO","20","20","[c]","[c]"
"In post","2022","30-39","Unknown","Asian","Undeclared","20","20","[c]","[c]"
"In post","2022","30-39","Unknown","Asian","Unknown","195","190","36800","33370"
"In post","2022","30-39","Unknown","Black","Heterosexual / straight","195","190","37800","36500"
"In post","2022","30-39","Unknown","Black","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Black","Undeclared","10","10","[c]","[c]"
"In post","2022","30-39","Unknown","Black","Unknown","60","60","32910","31560"
"In post","2022","30-39","Unknown","Mixed","Heterosexual / straight","170","165","40850","36840"
"In post","2022","30-39","Unknown","Mixed","LGBO","15","15","[c]","[c]"
"In post","2022","30-39","Unknown","Mixed","Undeclared","10","10","[c]","[c]"
"In post","2022","30-39","Unknown","Mixed","Unknown","45","40","40710","37610"
"In post","2022","30-39","Unknown","Other ethnicity","Heterosexual / straight","40","40","36010","35000"
"In post","2022","30-39","Unknown","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Other ethnicity","Undeclared","5","5","[c]","[c]"
"In post","2022","30-39","Unknown","Other ethnicity","Unknown","15","10","[c]","[c]"
"In post","2022","30-39","Unknown","Undeclared","Heterosexual / straight","50","50","36810","35000"
"In post","2022","30-39","Unknown","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Undeclared","Undeclared","180","175","38860","35600"
