"Status","Year","Ethnicity","Responsibility_level_grouped","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Asian","SEO/HEO","Female","Heterosexual / straight","4220","4075","37040","36470"
"In post","2022","Asian","SEO/HEO","Female","LGBO","80","75","36790","36330"
"In post","2022","Asian","SEO/HEO","Female","Undeclared","250","240","37550","36880"
"In post","2022","Asian","SEO/HEO","Female","Unknown","375","360","37550","37610"
"In post","2022","Asian","SEO/HEO","Male","Heterosexual / straight","3745","3690","37470","36500"
"In post","2022","Asian","SEO/HEO","Male","LGBO","120","115","38110","37460"
"In post","2022","Asian","SEO/HEO","Male","Undeclared","205","200","37710","36880"
"In post","2022","Asian","SEO/HEO","Male","Unknown","330","325","38000","37610"
"In post","2022","Asian","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","SEO/HEO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","SEO/HEO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","Female","Heterosexual / straight","535","500","29230","27980"
"In post","2022","Asian","Unknown","Female","LGBO","10","10","[c]","[c]"
"In post","2022","Asian","Unknown","Female","Undeclared","15","15","[c]","[c]"
"In post","2022","Asian","Unknown","Female","Unknown","5","5","[c]","[c]"
"In post","2022","Asian","Unknown","Male","Heterosexual / straight","250","235","31830","28200"
"In post","2022","Asian","Unknown","Male","LGBO","10","10","[c]","[c]"
"In post","2022","Asian","Unknown","Male","Undeclared","10","10","[c]","[c]"
"In post","2022","Asian","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","AA/AO","Female","Heterosexual / straight","2010","1830","23720","23720"
"In post","2022","Black","AA/AO","Female","LGBO","45","45","24340","23720"
"In post","2022","Black","AA/AO","Female","Undeclared","165","145","23680","24250"
"In post","2022","Black","AA/AO","Female","Unknown","270","235","24370","23720"
"In post","2022","Black","AA/AO","Male","Heterosexual / straight","1380","1340","25560","24260"
"In post","2022","Black","AA/AO","Male","LGBO","25","25","[c]","[c]"
"In post","2022","Black","AA/AO","Male","Undeclared","65","60","26140","25110"
"In post","2022","Black","AA/AO","Male","Unknown","180","165","26920","25260"
"In post","2022","Black","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Black","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","AA/AO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","AA/AO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","EO","Female","Heterosexual / straight","3155","3005","29190","29290"
"In post","2022","Black","EO","Female","LGBO","80","75","28900","28990"
"In post","2022","Black","EO","Female","Undeclared","200","190","29560","29390"
"In post","2022","Black","EO","Female","Unknown","385","340","29970","31020"
"In post","2022","Black","EO","Male","Heterosexual / straight","1555","1530","29130","28970"
"In post","2022","Black","EO","Male","LGBO","55","55","29680","28910"
"In post","2022","Black","EO","Male","Undeclared","75","75","29170","28660"
"In post","2022","Black","EO","Male","Unknown","165","155","30320","31020"
"In post","2022","Black","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Black","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","EO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","EO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","G6/G7","Female","Heterosexual / straight","800","790","57630","55210"
"In post","2022","Black","G6/G7","Female","LGBO","25","25","[c]","[c]"
"In post","2022","Black","G6/G7","Female","Undeclared","40","40","56230","54850"
"In post","2022","Black","G6/G7","Female","Unknown","65","60","57520","55610"
"In post","2022","Black","G6/G7","Male","Heterosexual / straight","475","475","58590","56670"
"In post","2022","Black","G6/G7","Male","LGBO","20","20","[c]","[c]"
"In post","2022","Black","G6/G7","Male","Undeclared","20","20","[c]","[c]"
"In post","2022","Black","G6/G7","Male","Unknown","35","35","61060","60330"
"In post","2022","Black","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Black","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","G6/G7","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","G6/G7","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","SCS level","Female","Heterosexual / straight","50","50","87250","79580"
"In post","2022","Black","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","SCS level","Female","Unknown","5","5","[c]","[c]"
"In post","2022","Black","SCS level","Male","Heterosexual / straight","30","30","96920","92760"
"In post","2022","Black","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","SCS level","Male","Unknown","5","5","[c]","[c]"
"In post","2022","Black","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Black","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","SCS level","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","SCS level","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","SEO/HEO","Female","Heterosexual / straight","2450","2405","37440","36740"
"In post","2022","Black","SEO/HEO","Female","LGBO","40","40","39020","40050"
"In post","2022","Black","SEO/HEO","Female","Undeclared","140","135","37890","37460"
"In post","2022","Black","SEO/HEO","Female","Unknown","155","150","37700","37610"
"In post","2022","Black","SEO/HEO","Male","Heterosexual / straight","1495","1475","38030","37390"
"In post","2022","Black","SEO/HEO","Male","LGBO","40","40","36060","34710"
"In post","2022","Black","SEO/HEO","Male","Undeclared","60","60","38870","39890"
"In post","2022","Black","SEO/HEO","Male","Unknown","120","120","38470","38020"
"In post","2022","Black","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Black","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","SEO/HEO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","SEO/HEO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Unknown","Female","Heterosexual / straight","790","750","31310","28690"
"In post","2022","Black","Unknown","Female","LGBO","10","10","[c]","[c]"
"In post","2022","Black","Unknown","Female","Undeclared","35","35","34990","33700"
"In post","2022","Black","Unknown","Female","Unknown","10","10","[c]","[c]"
"In post","2022","Black","Unknown","Male","Heterosexual / straight","335","330","31620","28620"
"In post","2022","Black","Unknown","Male","LGBO","10","10","[c]","[c]"
"In post","2022","Black","Unknown","Male","Undeclared","10","10","[c]","[c]"
"In post","2022","Black","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Black","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","AA/AO","Female","Heterosexual / straight","885","795","22850","21410"
"In post","2022","Mixed","AA/AO","Female","LGBO","100","95","23600","21680"
"In post","2022","Mixed","AA/AO","Female","Undeclared","90","80","22880","21680"
"In post","2022","Mixed","AA/AO","Female","Unknown","80","65","22330","21260"
"In post","2022","Mixed","AA/AO","Male","Heterosexual / straight","660","640","24470","23140"
"In post","2022","Mixed","AA/AO","Male","LGBO","70","70","23920","21680"
"In post","2022","Mixed","AA/AO","Male","Undeclared","60","55","24720","22170"
"In post","2022","Mixed","AA/AO","Male","Unknown","65","65","24120","21260"
"In post","2022","Mixed","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","AA/AO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","AA/AO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","EO","Female","Heterosexual / straight","1130","1055","28160","27570"
"In post","2022","Mixed","EO","Female","LGBO","105","100","28070","27570"
"In post","2022","Mixed","EO","Female","Undeclared","120","110","28210","27570"
"In post","2022","Mixed","EO","Female","Unknown","90","80","28370","27570"
"In post","2022","Mixed","EO","Male","Heterosexual / straight","670","660","28470","27570"
"In post","2022","Mixed","EO","Male","LGBO","85","80","28140","27570"
"In post","2022","Mixed","EO","Male","Undeclared","75","70","28360","27570"
"In post","2022","Mixed","EO","Male","Unknown","45","45","28840","27570"
"In post","2022","Mixed","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","EO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","EO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","G6/G7","Female","Heterosexual / straight","650","615","58080","56210"
"In post","2022","Mixed","G6/G7","Female","LGBO","60","55","56730","54700"
"In post","2022","Mixed","G6/G7","Female","Undeclared","45","45","59060","57620"
"In post","2022","Mixed","G6/G7","Female","Unknown","55","50","60430","60710"
"In post","2022","Mixed","G6/G7","Male","Heterosexual / straight","500","490","58980","57050"
"In post","2022","Mixed","G6/G7","Male","LGBO","85","80","58560","57430"
"In post","2022","Mixed","G6/G7","Male","Undeclared","40","40","56590","54650"
"In post","2022","Mixed","G6/G7","Male","Unknown","45","45","60190","57610"
"In post","2022","Mixed","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","G6/G7","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","G6/G7","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","SCS level","Female","Heterosexual / straight","60","60","82360","78580"
"In post","2022","Mixed","SCS level","Female","LGBO","5","5","[c]","[c]"
"In post","2022","Mixed","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","SCS level","Female","Unknown","5","5","[c]","[c]"
"In post","2022","Mixed","SCS level","Male","Heterosexual / straight","55","55","85760","78000"
"In post","2022","Mixed","SCS level","Male","LGBO","5","5","[c]","[c]"
"In post","2022","Mixed","SCS level","Male","Undeclared","10","10","[c]","[c]"
"In post","2022","Mixed","SCS level","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","SCS level","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","SCS level","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","SEO/HEO","Female","Heterosexual / straight","1175","1135","36800","35700"
"In post","2022","Mixed","SEO/HEO","Female","LGBO","130","125","37180","36320"
"In post","2022","Mixed","SEO/HEO","Female","Undeclared","100","95","36880","35980"
"In post","2022","Mixed","SEO/HEO","Female","Unknown","80","80","35440","34360"
"In post","2022","Mixed","SEO/HEO","Male","Heterosexual / straight","875","860","37890","37300"
"In post","2022","Mixed","SEO/HEO","Male","LGBO","125","125","36480","36010"
"In post","2022","Mixed","SEO/HEO","Male","Undeclared","80","75","38080","37490"
"In post","2022","Mixed","SEO/HEO","Male","Unknown","90","90","36700","36650"
"In post","2022","Mixed","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","SEO/HEO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","SEO/HEO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Female","Heterosexual / straight","355","340","30710","29980"
"In post","2022","Mixed","Unknown","Female","LGBO","30","25","[c]","[c]"
"In post","2022","Mixed","Unknown","Female","Undeclared","25","20","[c]","[c]"
"In post","2022","Mixed","Unknown","Female","Unknown","10","5","[c]","[c]"
"In post","2022","Mixed","Unknown","Male","Heterosexual / straight","115","110","31640","30000"
"In post","2022","Mixed","Unknown","Male","LGBO","15","15","[c]","[c]"
"In post","2022","Mixed","Unknown","Male","Undeclared","10","10","[c]","[c]"
"In post","2022","Mixed","Unknown","Male","Unknown","5","5","[c]","[c]"
"In post","2022","Mixed","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","AA/AO","Female","Heterosexual / straight","210","190","23000","21680"
"In post","2022","Other ethnicity","AA/AO","Female","LGBO","20","15","[c]","[c]"
"In post","2022","Other ethnicity","AA/AO","Female","Undeclared","20","20","[c]","[c]"
"In post","2022","Other ethnicity","AA/AO","Female","Unknown","35","25","23480","23590"
"In post","2022","Other ethnicity","AA/AO","Male","Heterosexual / straight","195","190","24820","23720"
"In post","2022","Other ethnicity","AA/AO","Male","LGBO","20","20","[c]","[c]"
"In post","2022","Other ethnicity","AA/AO","Male","Undeclared","20","20","[c]","[c]"
"In post","2022","Other ethnicity","AA/AO","Male","Unknown","35","35","25110","22740"
"In post","2022","Other ethnicity","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","AA/AO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","AA/AO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","EO","Female","Heterosexual / straight","325","300","28710","28310"
"In post","2022","Other ethnicity","EO","Female","LGBO","25","25","[c]","[c]"
"In post","2022","Other ethnicity","EO","Female","Undeclared","40","35","29000","29270"
"In post","2022","Other ethnicity","EO","Female","Unknown","45","35","29110","28480"
"In post","2022","Other ethnicity","EO","Male","Heterosexual / straight","205","205","28370","27570"
"In post","2022","Other ethnicity","EO","Male","LGBO","25","25","[c]","[c]"
"In post","2022","Other ethnicity","EO","Male","Undeclared","35","35","28900","28430"
"In post","2022","Other ethnicity","EO","Male","Unknown","30","25","[c]","[c]"
"In post","2022","Other ethnicity","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","EO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","EO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","G6/G7","Female","Heterosexual / straight","150","145","59280","57460"
"In post","2022","Other ethnicity","G6/G7","Female","LGBO","15","15","[c]","[c]"
"In post","2022","Other ethnicity","G6/G7","Female","Undeclared","20","20","[c]","[c]"
"In post","2022","Other ethnicity","G6/G7","Female","Unknown","20","20","[c]","[c]"
"In post","2022","Other ethnicity","G6/G7","Male","Heterosexual / straight","135","130","59970","57430"
"In post","2022","Other ethnicity","G6/G7","Male","LGBO","35","35","58090","56320"
"In post","2022","Other ethnicity","G6/G7","Male","Undeclared","35","35","62260","57460"
"In post","2022","Other ethnicity","G6/G7","Male","Unknown","20","20","[c]","[c]"
"In post","2022","Other ethnicity","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","G6/G7","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","G6/G7","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","SCS level","Female","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Other ethnicity","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","SCS level","Female","Undeclared","5","5","[c]","[c]"
"In post","2022","Other ethnicity","SCS level","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","SCS level","Male","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Other ethnicity","SCS level","Male","LGBO","5","5","[c]","[c]"
"In post","2022","Other ethnicity","SCS level","Male","Undeclared","5","5","[c]","[c]"
"In post","2022","Other ethnicity","SCS level","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","SCS level","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","SCS level","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","SEO/HEO","Female","Heterosexual / straight","320","310","37180","36660"
"In post","2022","Other ethnicity","SEO/HEO","Female","LGBO","30","30","[c]","[c]"
"In post","2022","Other ethnicity","SEO/HEO","Female","Undeclared","30","30","39340","39070"
"In post","2022","Other ethnicity","SEO/HEO","Female","Unknown","30","25","[c]","[c]"
"In post","2022","Other ethnicity","SEO/HEO","Male","Heterosexual / straight","260","255","38570","37450"
"In post","2022","Other ethnicity","SEO/HEO","Male","LGBO","30","30","[c]","[c]"
"In post","2022","Other ethnicity","SEO/HEO","Male","Undeclared","45","45","39220","39090"
"In post","2022","Other ethnicity","SEO/HEO","Male","Unknown","30","25","[c]","[c]"
"In post","2022","Other ethnicity","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","SEO/HEO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","SEO/HEO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Unknown","Female","Heterosexual / straight","60","55","31290","28690"
"In post","2022","Other ethnicity","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Unknown","Female","Undeclared","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Unknown","Male","Heterosexual / straight","30","30","[c]","[c]"
"In post","2022","Other ethnicity","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","AA/AO","Female","Heterosexual / straight","415","360","22230","21430"
"In post","2022","Undeclared","AA/AO","Female","LGBO","20","20","[c]","[c]"
"In post","2022","Undeclared","AA/AO","Female","Undeclared","1165","1000","22340","21490"
"In post","2022","Undeclared","AA/AO","Female","Unknown","605","460","21830","21260"
"In post","2022","Undeclared","AA/AO","Male","Heterosexual / straight","390","375","24190","22080"
"In post","2022","Undeclared","AA/AO","Male","LGBO","75","70","25280","23300"
"In post","2022","Undeclared","AA/AO","Male","Undeclared","1530","1455","23840","21680"
"In post","2022","Undeclared","AA/AO","Male","Unknown","435","405","22750","21260"
"In post","2022","Undeclared","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","EO","Female","Heterosexual / straight","465","420","28580","27570"
"In post","2022","Undeclared","EO","Female","LGBO","35","30","29170","27620"
"In post","2022","Undeclared","EO","Female","Undeclared","1375","1230","27990","27570"
"In post","2022","Undeclared","EO","Female","Unknown","700","590","28740","27570"
"In post","2022","Undeclared","EO","Male","Heterosexual / straight","515","495","29250","27590"
"In post","2022","Undeclared","EO","Male","LGBO","50","50","28970","27570"
"In post","2022","Undeclared","EO","Male","Undeclared","1940","1850","28470","27570"
"In post","2022","Undeclared","EO","Male","Unknown","530","490","29410","27570"
"In post","2022","Undeclared","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","G6/G7","Female","Heterosexual / straight","160","155","58650","57150"
"In post","2022","Undeclared","G6/G7","Female","LGBO","5","5","[c]","[c]"
"In post","2022","Undeclared","G6/G7","Female","Undeclared","590","560","59410","57430"
"In post","2022","Undeclared","G6/G7","Female","Unknown","170","160","58020","55980"
"In post","2022","Undeclared","G6/G7","Male","Heterosexual / straight","200","200","59990","58130"
"In post","2022","Undeclared","G6/G7","Male","LGBO","25","25","[c]","[c]"
"In post","2022","Undeclared","G6/G7","Male","Undeclared","1390","1355","60180","58050"
"In post","2022","Undeclared","G6/G7","Male","Unknown","355","345","56250","55320"
"In post","2022","Undeclared","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","G6/G7","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","SCS level","Female","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Undeclared","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","SCS level","Female","Undeclared","55","50","86480","80220"
"In post","2022","Undeclared","SCS level","Female","Unknown","15","15","[c]","[c]"
"In post","2022","Undeclared","SCS level","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Undeclared","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","SCS level","Male","Undeclared","95","95","87860","80150"
"In post","2022","Undeclared","SCS level","Male","Unknown","20","20","[c]","[c]"
"In post","2022","Undeclared","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","SEO/HEO","Female","Heterosexual / straight","310","300","36590","36050"
"In post","2022","Undeclared","SEO/HEO","Female","LGBO","30","30","[c]","[c]"
"In post","2022","Undeclared","SEO/HEO","Female","Undeclared","1510","1415","37490","36970"
"In post","2022","Undeclared","SEO/HEO","Female","Unknown","370","340","37330","37160"
"In post","2022","Undeclared","SEO/HEO","Male","Heterosexual / straight","460","450","38180","37260"
