"Status","Year","Age","Disability","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","16-19","Undeclared","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","AA","Heterosexual / straight","15","10","[c]","[c]"
"In post","2022","16-19","Unknown","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","AA","Unknown","95","85","19960","20890"
"In post","2022","16-19","Unknown","AO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","16-19","Unknown","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","AO","Unknown","230","220","22220","21250"
"In post","2022","16-19","Unknown","EO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","16-19","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","EO","Unknown","100","100","22560","24710"
"In post","2022","16-19","Unknown","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Unknown","Unknown","45","45","17940","16720"
"In post","2022","20-29","Declared disabled","AA","Heterosexual / straight","115","110","20960","20890"
"In post","2022","20-29","Declared disabled","AA","LGBO","50","45","20830","20970"
"In post","2022","20-29","Declared disabled","AA","Undeclared","15","10","[c]","[c]"
"In post","2022","20-29","Declared disabled","AA","Unknown","5","5","[c]","[c]"
"In post","2022","20-29","Declared disabled","AO","Heterosexual / straight","1000","965","22690","21260"
"In post","2022","20-29","Declared disabled","AO","LGBO","345","335","22700","21260"
"In post","2022","20-29","Declared disabled","AO","Undeclared","115","110","23000","21260"
"In post","2022","20-29","Declared disabled","AO","Unknown","60","55","23040","21510"
"In post","2022","20-29","Declared disabled","EO","Heterosexual / straight","1170","1150","27440","27570"
"In post","2022","20-29","Declared disabled","EO","LGBO","360","360","27430","27570"
"In post","2022","20-29","Declared disabled","EO","Undeclared","130","125","27330","27570"
"In post","2022","20-29","Declared disabled","EO","Unknown","65","65","27700","27540"
"In post","2022","20-29","Declared disabled","G6","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","20-29","Declared disabled","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","G7","Heterosexual / straight","205","200","53630","53380"
"In post","2022","20-29","Declared disabled","G7","LGBO","80","80","53090","53360"
"In post","2022","20-29","Declared disabled","G7","Undeclared","25","25","[c]","[c]"
"In post","2022","20-29","Declared disabled","G7","Unknown","5","5","[c]","[c]"
"In post","2022","20-29","Declared disabled","HEO","Heterosexual / straight","780","775","33040","33080"
"In post","2022","20-29","Declared disabled","HEO","LGBO","295","290","32960","33080"
"In post","2022","20-29","Declared disabled","HEO","Undeclared","105","105","32850","33080"
"In post","2022","20-29","Declared disabled","HEO","Unknown","45","45","32220","31990"
"In post","2022","20-29","Declared disabled","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","SEO","Heterosexual / straight","290","290","39860","40050"
"In post","2022","20-29","Declared disabled","SEO","LGBO","100","95","39490","40000"
"In post","2022","20-29","Declared disabled","SEO","Undeclared","25","25","[c]","[c]"
"In post","2022","20-29","Declared disabled","SEO","Unknown","10","10","[c]","[c]"
"In post","2022","20-29","Declared disabled","Unknown","Heterosexual / straight","270","265","26270","24800"
"In post","2022","20-29","Declared disabled","Unknown","LGBO","80","80","24870","23170"
"In post","2022","20-29","Declared disabled","Unknown","Undeclared","20","20","[c]","[c]"
"In post","2022","20-29","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","AA","Heterosexual / straight","1320","1280","20710","20890"
"In post","2022","20-29","Declared non-disabled","AA","LGBO","170","170","20740","20890"
"In post","2022","20-29","Declared non-disabled","AA","Undeclared","65","60","20210","20890"
"In post","2022","20-29","Declared non-disabled","AA","Unknown","70","70","19200","18330"
"In post","2022","20-29","Declared non-disabled","AO","Heterosexual / straight","11610","11315","23270","21680"
"In post","2022","20-29","Declared non-disabled","AO","LGBO","1225","1200","23190","21300"
"In post","2022","20-29","Declared non-disabled","AO","Undeclared","565","545","22980","21300"
"In post","2022","20-29","Declared non-disabled","AO","Unknown","655","635","21980","21300"
"In post","2022","20-29","Declared non-disabled","EO","Heterosexual / straight","11925","11795","27250","27500"
"In post","2022","20-29","Declared non-disabled","EO","LGBO","1080","1075","27180","27540"
"In post","2022","20-29","Declared non-disabled","EO","Undeclared","630","620","27130","27500"
"In post","2022","20-29","Declared non-disabled","EO","Unknown","555","550","26770","27130"
"In post","2022","20-29","Declared non-disabled","G6","Heterosexual / straight","150","150","65260","65440"
"In post","2022","20-29","Declared non-disabled","G6","LGBO","30","30","65310","64700"
"In post","2022","20-29","Declared non-disabled","G6","Undeclared","15","15","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","G6","Unknown","5","5","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","G7","Heterosexual / straight","2280","2270","54180","53530"
"In post","2022","20-29","Declared non-disabled","G7","LGBO","335","335","54260","53530"
"In post","2022","20-29","Declared non-disabled","G7","Undeclared","170","170","54710","54270"
"In post","2022","20-29","Declared non-disabled","G7","Unknown","65","65","51290","52110"
"In post","2022","20-29","Declared non-disabled","HEO","Heterosexual / straight","8520","8475","32960","33080"
"In post","2022","20-29","Declared non-disabled","HEO","LGBO","950","945","32910","33080"
"In post","2022","20-29","Declared non-disabled","HEO","Undeclared","555","555","33060","33080"
"In post","2022","20-29","Declared non-disabled","HEO","Unknown","715","710","30970","29230"
"In post","2022","20-29","Declared non-disabled","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","SEO","Heterosexual / straight","3330","3320","40310","40180"
"In post","2022","20-29","Declared non-disabled","SEO","LGBO","410","410","40460","40180"
"In post","2022","20-29","Declared non-disabled","SEO","Undeclared","250","250","40210","40070"
"In post","2022","20-29","Declared non-disabled","SEO","Unknown","205","205","38940","38070"
"In post","2022","20-29","Declared non-disabled","Unknown","Heterosexual / straight","2215","2180","26210","24270"
"In post","2022","20-29","Declared non-disabled","Unknown","LGBO","205","205","24770","23170"
"In post","2022","20-29","Declared non-disabled","Unknown","Undeclared","80","80","25160","24090"
"In post","2022","20-29","Declared non-disabled","Unknown","Unknown","20","20","[c]","[c]"
"In post","2022","20-29","Undeclared","AA","Heterosexual / straight","40","35","21010","20890"
"In post","2022","20-29","Undeclared","AA","LGBO","10","10","[c]","[c]"
"In post","2022","20-29","Undeclared","AA","Undeclared","25","25","[c]","[c]"
"In post","2022","20-29","Undeclared","AO","Heterosexual / straight","330","320","22960","21260"
"In post","2022","20-29","Undeclared","AO","LGBO","85","85","22480","21260"
"In post","2022","20-29","Undeclared","AO","Undeclared","190","185","24200","21960"
"In post","2022","20-29","Undeclared","AO","Unknown","15","15","[c]","[c]"
"In post","2022","20-29","Undeclared","EO","Heterosexual / straight","355","345","27460","27570"
"In post","2022","20-29","Undeclared","EO","LGBO","95","90","27060","27570"
"In post","2022","20-29","Undeclared","EO","Undeclared","170","165","28000","27570"
"In post","2022","20-29","Undeclared","EO","Unknown","35","35","27610","27570"
"In post","2022","20-29","Undeclared","G6","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","20-29","Undeclared","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","G7","Heterosexual / straight","90","90","53750","53370"
"In post","2022","20-29","Undeclared","G7","LGBO","20","20","[c]","[c]"
"In post","2022","20-29","Undeclared","G7","Undeclared","65","65","54250","53420"
"In post","2022","20-29","Undeclared","HEO","Heterosexual / straight","310","310","33190","33080"
"In post","2022","20-29","Undeclared","HEO","LGBO","80","80","33130","33080"
"In post","2022","20-29","Undeclared","HEO","Undeclared","195","190","33160","33080"
"In post","2022","20-29","Undeclared","HEO","Unknown","15","15","[c]","[c]"
"In post","2022","20-29","Undeclared","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","SEO","Heterosexual / straight","105","105","39950","40180"
"In post","2022","20-29","Undeclared","SEO","LGBO","30","30","[c]","[c]"
"In post","2022","20-29","Undeclared","SEO","Undeclared","80","80","40520","40180"
"In post","2022","20-29","Undeclared","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Unknown","Heterosexual / straight","55","55","26230","24780"
"In post","2022","20-29","Undeclared","Unknown","LGBO","15","15","[c]","[c]"
"In post","2022","20-29","Undeclared","Unknown","Undeclared","30","30","27390","26620"
"In post","2022","20-29","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","AA","Heterosexual / straight","130","125","21360","21050"
"In post","2022","20-29","Unknown","AA","LGBO","15","15","[c]","[c]"
"In post","2022","20-29","Unknown","AA","Undeclared","10","10","[c]","[c]"
"In post","2022","20-29","Unknown","AA","Unknown","935","905","20970","20890"
"In post","2022","20-29","Unknown","AO","Heterosexual / straight","850","830","23250","22600"
"In post","2022","20-29","Unknown","AO","LGBO","120","115","22650","21920"
"In post","2022","20-29","Unknown","AO","Undeclared","85","80","23240","22600"
"In post","2022","20-29","Unknown","AO","Unknown","6350","6190","23050","21680"
"In post","2022","20-29","Unknown","EO","Heterosexual / straight","1510","1500","28680","27400"
"In post","2022","20-29","Unknown","EO","LGBO","180","180","28060","27230"
"In post","2022","20-29","Unknown","EO","Undeclared","255","250","27800","27270"
"In post","2022","20-29","Unknown","EO","Unknown","4645","4605","27240","26820"
"In post","2022","20-29","Unknown","G6","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","20-29","Unknown","G6","LGBO","5","5","[c]","[c]"
"In post","2022","20-29","Unknown","G6","Undeclared","20","20","[c]","[c]"
"In post","2022","20-29","Unknown","G6","Unknown","80","80","66170","64700"
"In post","2022","20-29","Unknown","G7","Heterosexual / straight","325","325","52950","53360"
"In post","2022","20-29","Unknown","G7","LGBO","50","50","54170","53370"
"In post","2022","20-29","Unknown","G7","Undeclared","130","130","53100","53360"
"In post","2022","20-29","Unknown","G7","Unknown","835","830","54990","54530"
"In post","2022","20-29","Unknown","HEO","Heterosexual / straight","1025","1020","32930","32790"
"In post","2022","20-29","Unknown","HEO","LGBO","145","145","32450","32790"
"In post","2022","20-29","Unknown","HEO","Undeclared","270","270","32730","32790"
"In post","2022","20-29","Unknown","HEO","Unknown","4730","4715","32220","32330"
"In post","2022","20-29","Unknown","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","SCS level","Unknown","5","5","[c]","[c]"
"In post","2022","20-29","Unknown","SEO","Heterosexual / straight","505","500","40030","40050"
"In post","2022","20-29","Unknown","SEO","LGBO","85","85","40530","40230"
"In post","2022","20-29","Unknown","SEO","Undeclared","130","130","40180","40650"
"In post","2022","20-29","Unknown","SEO","Unknown","1260","1255","40670","40600"
"In post","2022","20-29","Unknown","Unknown","Heterosexual / straight","65","65","26050","24270"
"In post","2022","20-29","Unknown","Unknown","LGBO","10","10","[c]","[c]"
"In post","2022","20-29","Unknown","Unknown","Undeclared","5","5","[c]","[c]"
"In post","2022","20-29","Unknown","Unknown","Unknown","1175","1155","25690","24090"
"In post","2022","30-39","Declared disabled","AA","Heterosexual / straight","170","155","20600","20890"
"In post","2022","30-39","Declared disabled","AA","LGBO","25","25","[c]","[c]"
"In post","2022","30-39","Declared disabled","AA","Undeclared","20","20","[c]","[c]"
"In post","2022","30-39","Declared disabled","AA","Unknown","15","15","[c]","[c]"
"In post","2022","30-39","Declared disabled","AO","Heterosexual / straight","1425","1300","22980","21260"
"In post","2022","30-39","Declared disabled","AO","LGBO","260","245","23140","21360"
"In post","2022","30-39","Declared disabled","AO","Undeclared","150","140","22800","21260"
"In post","2022","30-39","Declared disabled","AO","Unknown","85","75","23310","21340"
"In post","2022","30-39","Declared disabled","EO","Heterosexual / straight","1640","1545","27680","27570"
"In post","2022","30-39","Declared disabled","EO","LGBO","340","330","27640","27570"
"In post","2022","30-39","Declared disabled","EO","Undeclared","180","170","27620","27570"
"In post","2022","30-39","Declared disabled","EO","Unknown","120","110","28900","27570"
"In post","2022","30-39","Declared disabled","G6","Heterosexual / straight","205","200","66370","65280"
"In post","2022","30-39","Declared disabled","G6","LGBO","45","45","65950","64700"
"In post","2022","30-39","Declared disabled","G6","Undeclared","25","25","[c]","[c]"
"In post","2022","30-39","Declared disabled","G6","Unknown","10","10","[c]","[c]"
"In post","2022","30-39","Declared disabled","G7","Heterosexual / straight","675","655","54240","53870"
"In post","2022","30-39","Declared disabled","G7","LGBO","170","165","54050","54030"
"In post","2022","30-39","Declared disabled","G7","Undeclared","80","75","54490","54410"
"In post","2022","30-39","Declared disabled","G7","Unknown","35","35","53360","53000"
"In post","2022","30-39","Declared disabled","HEO","Heterosexual / straight","1085","1050","33300","33080"
"In post","2022","30-39","Declared disabled","HEO","LGBO","235","230","32960","33080"
"In post","2022","30-39","Declared disabled","HEO","Undeclared","125","120","33210","33080"
"In post","2022","30-39","Declared disabled","HEO","Unknown","50","50","33950","33080"
"In post","2022","30-39","Declared disabled","SCS level","Heterosexual / straight","50","50","82450","75220"
"In post","2022","30-39","Declared disabled","SCS level","LGBO","10","10","[c]","[c]"
"In post","2022","30-39","Declared disabled","SCS level","Undeclared","5","5","[c]","[c]"
"In post","2022","30-39","Declared disabled","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared disabled","SEO","Heterosexual / straight","740","720","41180","40520"
"In post","2022","30-39","Declared disabled","SEO","LGBO","165","165","40560","40050"
"In post","2022","30-39","Declared disabled","SEO","Undeclared","90","85","40560","40520"
"In post","2022","30-39","Declared disabled","SEO","Unknown","50","45","40020","39660"
"In post","2022","30-39","Declared disabled","Unknown","Heterosexual / straight","500","470","29540","30200"
"In post","2022","30-39","Declared disabled","Unknown","LGBO","80","80","27800","25190"
"In post","2022","30-39","Declared disabled","Unknown","Undeclared","30","30","29570","28090"
"In post","2022","30-39","Declared disabled","Unknown","Unknown","15","10","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","AA","Heterosexual / straight","1205","1120","20710","20890"
"In post","2022","30-39","Declared non-disabled","AA","LGBO","95","95","20790","20890"
"In post","2022","30-39","Declared non-disabled","AA","Undeclared","90","75","20170","19810"
"In post","2022","30-39","Declared non-disabled","AA","Unknown","75","70","21060","20910"
"In post","2022","30-39","Declared non-disabled","AO","Heterosexual / straight","12040","11020","23670","21680"
"In post","2022","30-39","Declared non-disabled","AO","LGBO","780","755","24030","21840"
"In post","2022","30-39","Declared non-disabled","AO","Undeclared","740","675","23390","21680"
"In post","2022","30-39","Declared non-disabled","AO","Unknown","1315","1090","22440","21260"
"In post","2022","30-39","Declared non-disabled","EO","Heterosexual / straight","14360","13590","27540","27570"
"In post","2022","30-39","Declared non-disabled","EO","LGBO","1015","1000","27730","27570"
"In post","2022","30-39","Declared non-disabled","EO","Undeclared","865","825","27720","27570"
"In post","2022","30-39","Declared non-disabled","EO","Unknown","1385","1255","27840","27570"
"In post","2022","30-39","Declared non-disabled","G6","Heterosexual / straight","2460","2385","66940","65600"
"In post","2022","30-39","Declared non-disabled","G6","LGBO","210","205","66280","65440"
"In post","2022","30-39","Declared non-disabled","G6","Undeclared","155","155","66940","66000"
"In post","2022","30-39","Declared non-disabled","G6","Unknown","110","105","66880","65730"
"In post","2022","30-39","Declared non-disabled","G7","Heterosexual / straight","7585","7365","54370","54160"
"In post","2022","30-39","Declared non-disabled","G7","LGBO","670","665","54550","54110"
"In post","2022","30-39","Declared non-disabled","G7","Undeclared","515","505","54410","54110"
"In post","2022","30-39","Declared non-disabled","G7","Unknown","605","590","51570","50000"
"In post","2022","30-39","Declared non-disabled","HEO","Heterosexual / straight","10910","10560","33360","33100"
"In post","2022","30-39","Declared non-disabled","HEO","LGBO","740","735","33240","33080"
"In post","2022","30-39","Declared non-disabled","HEO","Undeclared","675","655","33720","33300"
"In post","2022","30-39","Declared non-disabled","HEO","Unknown","760","735","32980","32490"
"In post","2022","30-39","Declared non-disabled","SCS level","Heterosexual / straight","625","600","79880","75580"
"In post","2022","30-39","Declared non-disabled","SCS level","LGBO","65","65","78530","73800"
"In post","2022","30-39","Declared non-disabled","SCS level","Undeclared","25","25","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","SCS level","Unknown","25","25","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","SEO","Heterosexual / straight","8275","8045","41170","40520"
"In post","2022","30-39","Declared non-disabled","SEO","LGBO","620","610","40660","40180"
"In post","2022","30-39","Declared non-disabled","SEO","Undeclared","585","570","41350","40450"
"In post","2022","30-39","Declared non-disabled","SEO","Unknown","670","650","40170","38650"
"In post","2022","30-39","Declared non-disabled","Unknown","Heterosexual / straight","2790","2600","30840","30210"
"In post","2022","30-39","Declared non-disabled","Unknown","LGBO","175","175","28890","26260"
"In post","2022","30-39","Declared non-disabled","Unknown","Undeclared","125","120","32100","32100"
"In post","2022","30-39","Declared non-disabled","Unknown","Unknown","45","45","34130","33620"
"In post","2022","30-39","Undeclared","AA","Heterosexual / straight","70","65","20530","20890"
"In post","2022","30-39","Undeclared","AA","LGBO","10","10","[c]","[c]"
"In post","2022","30-39","Undeclared","AA","Undeclared","40","40","20630","20890"
"In post","2022","30-39","Undeclared","AA","Unknown","35","30","22100","21860"
"In post","2022","30-39","Undeclared","AO","Heterosexual / straight","535","485","23490","21260"
"In post","2022","30-39","Undeclared","AO","LGBO","65","60","24920","21490"
"In post","2022","30-39","Undeclared","AO","Undeclared","370","345","24620","21960"
"In post","2022","30-39","Undeclared","AO","Unknown","150","130","25400","22600"
"In post","2022","30-39","Undeclared","EO","Heterosexual / straight","675","635","27970","27570"
"In post","2022","30-39","Undeclared","EO","LGBO","95","95","28030","27570"
"In post","2022","30-39","Undeclared","EO","Undeclared","405","395","28330","27570"
"In post","2022","30-39","Undeclared","EO","Unknown","155","145","29700","27570"
"In post","2022","30-39","Undeclared","G6","Heterosexual / straight","70","70","66480","65320"
"In post","2022","30-39","Undeclared","G6","LGBO","10","10","[c]","[c]"
"In post","2022","30-39","Undeclared","G6","Undeclared","85","85","67230","66090"
"In post","2022","30-39","Undeclared","G6","Unknown","10","10","[c]","[c]"
"In post","2022","30-39","Undeclared","G7","Heterosexual / straight","265","260","55060","54190"
"In post","2022","30-39","Undeclared","G7","LGBO","35","35","54130","53680"
"In post","2022","30-39","Undeclared","G7","Undeclared","270","265","54790","54650"
"In post","2022","30-39","Undeclared","G7","Unknown","25","20","[c]","[c]"
"In post","2022","30-39","Undeclared","HEO","Heterosexual / straight","425","415","33140","33080"
"In post","2022","30-39","Undeclared","HEO","LGBO","50","50","33360","33000"
"In post","2022","30-39","Undeclared","HEO","Undeclared","355","350","33740","33370"
"In post","2022","30-39","Undeclared","HEO","Unknown","45","45","35290","34780"
"In post","2022","30-39","Undeclared","SCS level","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","30-39","Undeclared","SCS level","LGBO","5","5","[c]","[c]"
"In post","2022","30-39","Undeclared","SCS level","Undeclared","20","20","[c]","[c]"
"In post","2022","30-39","Undeclared","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","SEO","Heterosexual / straight","315","310","41110","40330"
"In post","2022","30-39","Undeclared","SEO","LGBO","40","40","41600","40520"
"In post","2022","30-39","Undeclared","SEO","Undeclared","290","285","41620","40600"
"In post","2022","30-39","Undeclared","SEO","Unknown","30","30","[c]","[c]"
"In post","2022","30-39","Undeclared","Unknown","Heterosexual / straight","105","100","30260","28200"
"In post","2022","30-39","Undeclared","Unknown","LGBO","20","15","[c]","[c]"
"In post","2022","30-39","Undeclared","Unknown","Undeclared","65","60","32440","31980"
"In post","2022","30-39","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","AA","Heterosexual / straight","115","100","20900","20550"
"In post","2022","30-39","Unknown","AA","LGBO","5","5","[c]","[c]"
"In post","2022","30-39","Unknown","AA","Undeclared","10","10","[c]","[c]"
"In post","2022","30-39","Unknown","AA","Unknown","560","515","21050","20890"
"In post","2022","30-39","Unknown","AO","Heterosexual / straight","695","655","24320","22600"
"In post","2022","30-39","Unknown","AO","LGBO","70","70","24790","22600"
"In post","2022","30-39","Unknown","AO","Undeclared","45","40","24540","22600"
"In post","2022","30-39","Unknown","AO","Unknown","4095","3835","23600","21680"
"In post","2022","30-39","Unknown","EO","Heterosexual / straight","1350","1305","29850","28840"
"In post","2022","30-39","Unknown","EO","LGBO","110","105","29420","28650"
"In post","2022","30-39","Unknown","EO","Undeclared","140","135","28940","27270"
"In post","2022","30-39","Unknown","EO","Unknown","3820","3695","27870","26820"
"In post","2022","30-39","Unknown","G6","Heterosexual / straight","235","225","67030","66230"
"In post","2022","30-39","Unknown","G6","LGBO","25","25","[c]","[c]"
"In post","2022","30-39","Unknown","G6","Undeclared","85","85","66520","66230"
"In post","2022","30-39","Unknown","G6","Unknown","655","640","67730","65920"
"In post","2022","30-39","Unknown","G7","Heterosexual / straight","905","880","53740","53360"
"In post","2022","30-39","Unknown","G7","LGBO","80","80","54040","53380"
"In post","2022","30-39","Unknown","G7","Undeclared","225","215","53990","53360"
"In post","2022","30-39","Unknown","G7","Unknown","2075","2035","55680","54700"
"In post","2022","30-39","Unknown","HEO","Heterosexual / straight","1060","1025","34650","33370"
"In post","2022","30-39","Unknown","HEO","LGBO","100","95","34060","33070"
"In post","2022","30-39","Unknown","HEO","Undeclared","160","160","33820","32790"
