"Status","Year","Disability","Function_of_post","Organisation","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Undeclared","No function","Department for Transport (excl. agencies)","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","Department for Transport (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","Department for Transport (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","Department for Transport (excl. agencies)","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","Department for Transport (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","Department for Transport (excl. agencies)","Operational Delivery","10","10","[c]","[c]"
"In post","2022","Undeclared","No function","Department for Transport (excl. agencies)","Policy","90","90","49110","46710"
"In post","2022","Undeclared","No function","Department for Transport (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","Department for Transport (excl. agencies)","Science and Engineering","10","10","[c]","[c]"
"In post","2022","Undeclared","No function","Department for Transport (excl. agencies)","Unknown","50","50","44650","38160"
"In post","2022","Undeclared","No function","Department for Work and Pensions (excl. agencies)","Knowledge and Information Management","10","10","[c]","[c]"
"In post","2022","Undeclared","No function","Department for Work and Pensions (excl. agencies)","Operational Delivery","2895","2655","26050","27570"
"In post","2022","Undeclared","No function","Department for Work and Pensions (excl. agencies)","Other","230","220","28060","27570"
"In post","2022","Undeclared","No function","Department for Work and Pensions (excl. agencies)","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","Department of Health and Social Care (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","Department of Health and Social Care (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","Driver and Vehicle Licensing Agency","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","Driver and Vehicle Licensing Agency","Operational Delivery","305","270","22260","21840"
"In post","2022","Undeclared","No function","Driver and Vehicle Licensing Agency","Policy","20","20","[c]","[c]"
"In post","2022","Undeclared","No function","Driver and Vehicle Standards Agency","Operational Delivery","205","195","27920","26780"
"In post","2022","Undeclared","No function","Driver and Vehicle Standards Agency","Other","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","Driver and Vehicle Standards Agency","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","Driver and Vehicle Standards Agency","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","Education and Skills Funding Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","Education and Skills Funding Agency","Operational Delivery","30","30","38240","36400"
"In post","2022","Undeclared","No function","Education and Skills Funding Agency","Policy","10","10","[c]","[c]"
"In post","2022","Undeclared","No function","Food Standards Agency","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","Food Standards Agency","Operational Delivery","105","100","31510","28160"
"In post","2022","Undeclared","No function","Food Standards Agency","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","Food Standards Agency","Policy","70","65","41140","37910"
"In post","2022","Undeclared","No function","Food Standards Agency","Science and Engineering","35","35","38430","33830"
"In post","2022","Undeclared","No function","Food Standards Agency","Veterinarian","20","20","[c]","[c]"
"In post","2022","Undeclared","No function","Foreign, Commonwealth and Development Office (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","Foreign, Commonwealth and Development Office (excl. agencies)","Knowledge and Information Management","5","5","[c]","[c]"
"In post","2022","Undeclared","No function","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Delivery","15","15","[c]","[c]"
"In post","2022","Undeclared","No function","Foreign, Commonwealth and Development Office (excl. agencies)","Policy","150","145","53580","54470"
"In post","2022","Undeclared","No function","Health and Safety Executive","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","Health and Safety Executive","Operational Delivery","100","95","46830","45100"
"In post","2022","Undeclared","No function","Health and Safety Executive","Policy","5","5","[c]","[c]"
"In post","2022","Undeclared","No function","Health and Safety Executive","Science and Engineering","25","25","[c]","[c]"
"In post","2022","Undeclared","No function","HM Courts and Tribunals Service","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","HM Courts and Tribunals Service","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","HM Courts and Tribunals Service","Legal","85","80","44300","44480"
"In post","2022","Undeclared","No function","HM Courts and Tribunals Service","Operational Delivery","970","870","24200","21490"
"In post","2022","Undeclared","No function","HM Courts and Tribunals Service","Planning","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","HM Courts and Tribunals Service","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","HM Land Registry","Operational Delivery","215","190","29940","27130"
"In post","2022","Undeclared","No function","HM Prison and Probation Service","Commercial","55","55","52160","51150"
"In post","2022","Undeclared","No function","HM Prison and Probation Service","Intelligence Analysis","70","65","30730","28800"
"In post","2022","Undeclared","No function","HM Prison and Probation Service","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","HM Prison and Probation Service","Operational Delivery","6265","5725","31140","31650"
"In post","2022","Undeclared","No function","HM Prison and Probation Service","Policy","20","20","[c]","[c]"
"In post","2022","Undeclared","No function","HM Prison and Probation Service","Psychology","125","115","37120","31180"
"In post","2022","Undeclared","No function","HM Revenue and Customs (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","HM Revenue and Customs (excl. agencies)","International Trade","10","10","[c]","[c]"
"In post","2022","Undeclared","No function","HM Revenue and Customs (excl. agencies)","Operational Delivery","725","640","26820","22080"
"In post","2022","Undeclared","No function","HM Revenue and Customs (excl. agencies)","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","HM Revenue and Customs (excl. agencies)","Other","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","HM Revenue and Customs (excl. agencies)","Tax","615","580","40040","35980"
"In post","2022","Undeclared","No function","HM Revenue and Customs (excl. agencies)","Unknown","95","95","32070","33080"
"In post","2022","Undeclared","No function","HM Treasury (excl. agencies)","Economics","30","30","[c]","[c]"
"In post","2022","Undeclared","No function","HM Treasury (excl. agencies)","Operational Delivery","10","10","[c]","[c]"
"In post","2022","Undeclared","No function","HM Treasury (excl. agencies)","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","HM Treasury (excl. agencies)","Policy","250","245","45760","49500"
"In post","2022","Undeclared","No function","HM Treasury (excl. agencies)","Tax","5","5","[c]","[c]"
"In post","2022","Undeclared","No function","Institute for Apprenticeships and Technical Education","Operational Delivery","5","5","[c]","[c]"
"In post","2022","Undeclared","No function","Institute for Apprenticeships and Technical Education","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","Legal Aid Agency","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","Legal Aid Agency","Legal","5","5","[c]","[c]"
"In post","2022","Undeclared","No function","Legal Aid Agency","Operational Delivery","80","75","27950","25120"
"In post","2022","Undeclared","No function","Legal Aid Agency","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","Maritime and Coastguard Agency","Operational Delivery","55","55","38470","35900"
"In post","2022","Undeclared","No function","Maritime and Coastguard Agency","Policy","5","5","[c]","[c]"
"In post","2022","Undeclared","No function","Medicines and Healthcare Products Regulatory Agency","Medicine","5","5","[c]","[c]"
"In post","2022","Undeclared","No function","Medicines and Healthcare Products Regulatory Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","Medicines and Healthcare Products Regulatory Agency","Other","10","10","[c]","[c]"
"In post","2022","Undeclared","No function","Medicines and Healthcare Products Regulatory Agency","Science and Engineering","10","10","[c]","[c]"
"In post","2022","Undeclared","No function","Ministry of Justice (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","Ministry of Justice (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","Ministry of Justice (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","Ministry of Justice (excl. agencies)","Knowledge and Information Management","5","5","[c]","[c]"
"In post","2022","Undeclared","No function","Ministry of Justice (excl. agencies)","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","Ministry of Justice (excl. agencies)","Operational Delivery","90","85","39780","36980"
"In post","2022","Undeclared","No function","Ministry of Justice (excl. agencies)","Policy","40","35","48760","44920"
"In post","2022","Undeclared","No function","Ministry of Justice (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","National Infrastructure Commission","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","National Infrastructure Commission","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","National Infrastructure Commission","Policy","5","5","[c]","[c]"
"In post","2022","Undeclared","No function","National Savings and Investments","Other","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","Northern Ireland Office","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","Northern Ireland Office","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","Northern Ireland Office","Other","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","Northern Ireland Office","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","Office of Qualifications and Examinations Regulation","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","Office of Qualifications and Examinations Regulation","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","Office of Qualifications and Examinations Regulation","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","Office of Qualifications and Examinations Regulation","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","Office of the Public Guardian","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","Office of the Public Guardian","Operational Delivery","90","80","23910","21190"
"In post","2022","Undeclared","No function","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","Planning Inspectorate","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","Planning Inspectorate","Operational Delivery","5","5","[c]","[c]"
"In post","2022","Undeclared","No function","Planning Inspectorate","Other","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","Planning Inspectorate","Planning","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","Planning Inspectorate","Planning Inspectors","20","15","[c]","[c]"
"In post","2022","Undeclared","No function","Registers of Scotland","Operational Delivery","35","35","35390","32380"
"In post","2022","Undeclared","No function","Scottish Prison Service","Operational Delivery","10","10","[c]","[c]"
"In post","2022","Undeclared","No function","Scottish Prison Service","Other","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","Serious Fraud Office","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","Standards and Testing Agency","Operational Delivery","5","5","[c]","[c]"
"In post","2022","Undeclared","No function","Standards and Testing Agency","Property","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","Teaching Regulation Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","The Insolvency Service","Operational Delivery","20","15","[c]","[c]"
"In post","2022","Undeclared","No function","The Insolvency Service","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","UK Health Security Agency","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","UK Health Security Agency","Operational Delivery","35","30","36400","30460"
"In post","2022","Undeclared","No function","UK Health Security Agency","Science and Engineering","20","20","[c]","[c]"
"In post","2022","Undeclared","No function","UK Hydrographic Office","Geography","25","20","[c]","[c]"
"In post","2022","Undeclared","No function","UK Hydrographic Office","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","UK Hydrographic Office","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","UK Hydrographic Office","Other","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","UK Statistics Authority","Operational Delivery","80","60","24460","20350"
"In post","2022","Undeclared","No function","UK Statistics Authority","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","Vehicle Certification Agency","Operational Delivery","5","5","[c]","[c]"
"In post","2022","Undeclared","No function","Vehicle Certification Agency","Science and Engineering","5","5","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Animal and Plant Health Agency","Operational Delivery","5","5","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Animal and Plant Health Agency","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Cabinet Office (excl. agencies)","Unknown","5","5","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Centre for Environment, Fisheries and Aquaculture Science","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Companies House","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Competition and Markets Authority","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Defence Electronics and Components Agency","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Defence Equipment and Support","Commercial","55","50","43330","42010"
"In post","2022","Undeclared","Project Delivery","Defence Equipment and Support","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Defence Equipment and Support","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Defence Equipment and Support","Finance","15","10","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Defence Equipment and Support","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Defence Equipment and Support","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Defence Equipment and Support","Other","200","190","33340","31810"
"In post","2022","Undeclared","Project Delivery","Defence Equipment and Support","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Defence Equipment and Support","Project Delivery","135","130","41800","40960"
"In post","2022","Undeclared","Project Delivery","Defence Equipment and Support","Science and Engineering","195","190","40140","39530"
"In post","2022","Undeclared","Project Delivery","Defence Equipment and Support","Security","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Department for Business, Energy and Industrial Strategy (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Department for Education (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Department for Education (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Department for International Trade","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Department for Levelling Up, Housing and Communities (excl. agencies)","Project Delivery","5","5","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Department for Transport (excl. agencies)","Project Delivery","30","30","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Department for Work and Pensions (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Department for Work and Pensions (excl. agencies)","Operational Delivery","5","5","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Department for Work and Pensions (excl. agencies)","Project Delivery","50","45","35900","34800"
"In post","2022","Undeclared","Project Delivery","Department for Work and Pensions (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Driver and Vehicle Licensing Agency","Project Delivery","5","5","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Driver and Vehicle Standards Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Driver and Vehicle Standards Agency","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Driver and Vehicle Standards Agency","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Driver and Vehicle Standards Agency","Property","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Estyn","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","FCDO Services","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Food Standards Agency","Project Delivery","5","5","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Delivery","5","5","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Other","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Policy","15","15","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Project Delivery","10","10","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Government Internal Audit Agency","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Government Legal Department","Other","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Health and Safety Executive","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","HM Courts and Tribunals Service","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","HM Courts and Tribunals Service","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","HM Courts and Tribunals Service","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","HM Land Registry","Project Delivery","5","5","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","HM Revenue and Customs (excl. agencies)","Operational Delivery","10","10","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","HM Revenue and Customs (excl. agencies)","Other","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","HM Revenue and Customs (excl. agencies)","Policy","65","60","57550","62120"
"In post","2022","Undeclared","Project Delivery","HM Revenue and Customs (excl. agencies)","Project Delivery","120","115","43900","40520"
"In post","2022","Undeclared","Project Delivery","HM Revenue and Customs (excl. agencies)","Tax","40","35","34670","33370"
"In post","2022","Undeclared","Project Delivery","HM Revenue and Customs (excl. agencies)","Unknown","10","10","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","HM Treasury (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Ministry of Defence (excl. agencies)","Project Delivery","185","180","44050","40580"
"In post","2022","Undeclared","Project Delivery","Ministry of Justice (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Ministry of Justice (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Ministry of Justice (excl. agencies)","Project Delivery","10","10","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","National Savings and Investments","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Planning Inspectorate","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Rural Payments Agency","Project Delivery","5","5","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Submarine Delivery Agency","Operational Delivery","25","20","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Submarine Delivery Agency","Project Delivery","30","30","47130","44390"
"In post","2022","Undeclared","Project Delivery","Submarine Delivery Agency","Science and Engineering","55","55","44770","45010"
"In post","2022","Undeclared","Project Delivery","The Insolvency Service","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","UK Space Agency","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","UK Space Agency","Project Delivery","5","5","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","UK Statistics Authority","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Valuation Office Agency","Project Delivery","10","10","[c]","[c]"
"In post","2022","Undeclared","Property","Cabinet Office (excl. agencies)","Unknown","5","5","[c]","[c]"
"In post","2022","Undeclared","Property","Defence Electronics and Components Agency","Property","5","5","[c]","[c]"
"In post","2022","Undeclared","Property","Defence Equipment and Support","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Property","Defence Equipment and Support","Other","20","20","[c]","[c]"
"In post","2022","Undeclared","Property","Defence Equipment and Support","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Property","Defence Equipment and Support","Property","5","5","[c]","[c]"
"In post","2022","Undeclared","Property","Defence Equipment and Support","Security","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Property","Department for Education (excl. agencies)","Property","30","30","54450","61820"
"In post","2022","Undeclared","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","30","30","39330","33170"
"In post","2022","Undeclared","Property","Department for International Trade","Property","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Property","Department for Transport (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Property","Department for Work and Pensions (excl. agencies)","Property","10","5","[c]","[c]"
"In post","2022","Undeclared","Property","Driver and Vehicle Licensing Agency","Property","5","5","[c]","[c]"
"In post","2022","Undeclared","Property","Driver and Vehicle Standards Agency","Property","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Property","FCDO Services","Property","20","20","[c]","[c]"
"In post","2022","Undeclared","Property","Food Standards Agency","Property","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Property","Foreign, Commonwealth and Development Office (excl. agencies)","Property","10","10","[c]","[c]"
"In post","2022","Undeclared","Property","Government Property Agency","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Property","Government Property Agency","Other","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Property","Government Property Agency","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Property","Government Property Agency","Property","5","5","[c]","[c]"
"In post","2022","Undeclared","Property","HM Courts and Tribunals Service","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Property","HM Courts and Tribunals Service","Property","5","5","[c]","[c]"
"In post","2022","Undeclared","Property","HM Land Registry","Property","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Property","HM Revenue and Customs (excl. agencies)","Property","10","10","[c]","[c]"
"In post","2022","Undeclared","Property","Ministry of Defence (excl. agencies)","Property","140","135","32900","33300"
"In post","2022","Undeclared","Property","Ministry of Justice (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Property","Ministry of Justice (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Property","Ministry of Justice (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Property","Ministry of Justice (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Property","Ministry of Justice (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Property","Ministry of Justice (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Property","Ministry of Justice (excl. agencies)","Property","30","30","[c]","[c]"
"In post","2022","Undeclared","Property","Northern Ireland Office","Property","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Property","Scottish Prison Service","Other","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Property","UK Hydrographic Office","Property","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Property","Valuation Office Agency","Operational Delivery","65","60","31830","26840"
"In post","2022","Undeclared","Property","Valuation Office Agency","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Property","Valuation Office Agency","Property","215","195","37400","33370"
"In post","2022","Undeclared","Property","Vehicle Certification Agency","Property","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","Cabinet Office (excl. agencies)","Unknown","50","50","35380","33300"
"In post","2022","Undeclared","Security","Defence Equipment and Support","Other","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","Defence Equipment and Support","Security","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","Department for Business, Energy and Industrial Strategy (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","Department for Education (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","Department for Transport (excl. agencies)","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","Department for Transport (excl. agencies)","Security","10","10","[c]","[c]"
"In post","2022","Undeclared","Security","Department for Work and Pensions (excl. agencies)","Security","5","5","[c]","[c]"
"In post","2022","Undeclared","Security","Driver and Vehicle Licensing Agency","Security","5","5","[c]","[c]"
"In post","2022","Undeclared","Security","Driver and Vehicle Standards Agency","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","FCDO Services","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","FCDO Services","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","FCDO Services","Security","15","15","[c]","[c]"
"In post","2022","Undeclared","Security","Food Standards Agency","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","Foreign, Commonwealth and Development Office (excl. agencies)","Intelligence Analysis","15","15","[c]","[c]"
"In post","2022","Undeclared","Security","Foreign, Commonwealth and Development Office (excl. agencies)","Security","10","10","[c]","[c]"
"In post","2022","Undeclared","Security","HM Prison and Probation Service","Security","135","130","42520","40190"
"In post","2022","Undeclared","Security","HM Revenue and Customs (excl. agencies)","Security","15","15","[c]","[c]"
"In post","2022","Undeclared","Security","Ministry of Defence (excl. agencies)","Intelligence Analysis","75","70","38930","36460"
"In post","2022","Undeclared","Security","Ministry of Defence (excl. agencies)","Security","515","505","31340","28890"
"In post","2022","Undeclared","Security","Registers of Scotland","Security","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","Submarine Delivery Agency","Security","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","UK Export Finance","Security","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","UK Hydrographic Office","Other","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","UK Hydrographic Office","Security","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Accountant in Bankruptcy","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Department for Work and Pensions (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Department for Work and Pensions (excl. agencies)","Operational Delivery","10","10","[c]","[c]"
"In post","2022","Undeclared","Unknown","Department for Work and Pensions (excl. agencies)","Policy","30","30","42250","36650"
"In post","2022","Undeclared","Unknown","Department for Work and Pensions (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
