"Status","Year","Profession_of_post","Region_ITL1","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Communications","Scotland","Outside London","Male","30","30","38180","37500"
"In post","2022","Communications","South East (England)","Outside London","Female","150","145","35140","33150"
"In post","2022","Communications","South East (England)","Outside London","Male","130","130","33810","33000"
"In post","2022","Communications","South West (England)","Outside London","Female","170","155","36290","33970"
"In post","2022","Communications","South West (England)","Outside London","Male","140","135","36420","33830"
"In post","2022","Communications","Unknown","Unknown","Female","5","5","[c]","[c]"
"In post","2022","Communications","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Wales","Outside London","Female","230","215","37450","35180"
"In post","2022","Communications","Wales","Outside London","Male","150","150","38490","36840"
"In post","2022","Communications","West Midlands (England)","Outside London","Female","105","100","40990","38000"
"In post","2022","Communications","West Midlands (England)","Outside London","Male","55","55","36970","33300"
"In post","2022","Communications","Yorkshire and The Humber","Outside London","Female","100","95","44330","41990"
"In post","2022","Communications","Yorkshire and The Humber","Outside London","Male","75","70","41960","40150"
"In post","2022","Corporate Finance","London","London","Female","20","20","[c]","[c]"
"In post","2022","Corporate Finance","London","London","Male","35","35","62060","63040"
"In post","2022","Corporate Finance","Scotland","Outside London","Female","10","10","[c]","[c]"
"In post","2022","Corporate Finance","Scotland","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","South East (England)","Outside London","Female","20","15","[c]","[c]"
"In post","2022","Corporate Finance","South East (England)","Outside London","Male","10","10","[c]","[c]"
"In post","2022","Corporate Finance","South West (England)","Outside London","Female","25","25","[c]","[c]"
"In post","2022","Corporate Finance","South West (England)","Outside London","Male","10","10","[c]","[c]"
"In post","2022","Corporate Finance","Wales","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","Wales","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","West Midlands (England)","Outside London","Female","5","5","[c]","[c]"
"In post","2022","Corporate Finance","West Midlands (England)","Outside London","Male","5","5","[c]","[c]"
"In post","2022","Corporate Finance","Yorkshire and The Humber","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","Yorkshire and The Humber","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","East Midlands (England)","Outside London","Female","185","155","27400","27570"
"In post","2022","Counter Fraud","East Midlands (England)","Outside London","Male","135","125","29150","27570"
"In post","2022","Counter Fraud","East of England","Outside London","Female","195","175","28830","29290"
"In post","2022","Counter Fraud","East of England","Outside London","Male","140","130","31830","29560"
"In post","2022","Counter Fraud","London","London","Female","705","620","31860","31060"
"In post","2022","Counter Fraud","London","London","Male","550","535","37050","31880"
"In post","2022","Counter Fraud","North East (England)","Outside London","Female","355","310","26780","27570"
"In post","2022","Counter Fraud","North East (England)","Outside London","Male","195","185","27750","27570"
"In post","2022","Counter Fraud","North West (England)","Outside London","Female","400","355","28540","27570"
"In post","2022","Counter Fraud","North West (England)","Outside London","Male","310","295","30310","27570"
"In post","2022","Counter Fraud","Northern Ireland","Outside London","Female","10","10","[c]","[c]"
"In post","2022","Counter Fraud","Northern Ireland","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Scotland","Outside London","Female","460","405","25910","27570"
"In post","2022","Counter Fraud","Scotland","Outside London","Male","280","260","26370","27570"
"In post","2022","Counter Fraud","South East (England)","Outside London","Female","420","370","28190","27570"
"In post","2022","Counter Fraud","South East (England)","Outside London","Male","225","215","28800","27570"
"In post","2022","Counter Fraud","South West (England)","Outside London","Female","225","190","27720","27570"
"In post","2022","Counter Fraud","South West (England)","Outside London","Male","135","125","28700","27570"
"In post","2022","Counter Fraud","Unknown","Unknown","Female","5","5","[c]","[c]"
"In post","2022","Counter Fraud","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Wales","Outside London","Female","315","275","26140","27460"
"In post","2022","Counter Fraud","Wales","Outside London","Male","260","250","27630","27570"
"In post","2022","Counter Fraud","West Midlands (England)","Outside London","Female","335","290","28260","27570"
"In post","2022","Counter Fraud","West Midlands (England)","Outside London","Male","210","195","29200","27570"
"In post","2022","Counter Fraud","Yorkshire and The Humber","Outside London","Female","295","255","29010","27570"
"In post","2022","Counter Fraud","Yorkshire and The Humber","Outside London","Male","220","205","29730","27570"
"In post","2022","Digital, Data and Technology","East Midlands (England)","Outside London","Female","150","145","37360","34110"
"In post","2022","Digital, Data and Technology","East Midlands (England)","Outside London","Male","240","240","36810","33080"
"In post","2022","Digital, Data and Technology","East of England","Outside London","Female","185","175","36590","33530"
"In post","2022","Digital, Data and Technology","East of England","Outside London","Male","480","470","36480","34720"
"In post","2022","Digital, Data and Technology","London","London","Female","1535","1495","47970","43880"
"In post","2022","Digital, Data and Technology","London","London","Male","2520","2500","50210","45830"
"In post","2022","Digital, Data and Technology","North East (England)","Outside London","Female","750","700","40200","36500"
"In post","2022","Digital, Data and Technology","North East (England)","Outside London","Male","1430","1405","42770","39780"
"In post","2022","Digital, Data and Technology","North West (England)","Outside London","Female","1070","1020","39580","35310"
"In post","2022","Digital, Data and Technology","North West (England)","Outside London","Male","1880","1850","42740","38490"
"In post","2022","Digital, Data and Technology","Northern Ireland","Outside London","Female","20","20","[c]","[c]"
"In post","2022","Digital, Data and Technology","Northern Ireland","Outside London","Male","35","35","35820","33370"
"In post","2022","Digital, Data and Technology","Overseas","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Overseas","Overseas","Male","35","35","33140","33300"
"In post","2022","Digital, Data and Technology","Scotland","Outside London","Female","225","215","38910","37250"
"In post","2022","Digital, Data and Technology","Scotland","Outside London","Male","580","570","38890","34040"
"In post","2022","Digital, Data and Technology","South East (England)","Outside London","Female","390","375","37810","33300"
"In post","2022","Digital, Data and Technology","South East (England)","Outside London","Male","685","680","39730","36840"
"In post","2022","Digital, Data and Technology","South West (England)","Outside London","Female","905","850","36980","34610"
"In post","2022","Digital, Data and Technology","South West (England)","Outside London","Male","1875","1845","39250","38070"
"In post","2022","Digital, Data and Technology","Unknown","Unknown","Female","10","10","[c]","[c]"
"In post","2022","Digital, Data and Technology","Unknown","Unknown","Male","10","10","[c]","[c]"
"In post","2022","Digital, Data and Technology","Wales","Outside London","Female","685","655","38560","36840"
"In post","2022","Digital, Data and Technology","Wales","Outside London","Male","1530","1515","41220","38650"
"In post","2022","Digital, Data and Technology","West Midlands (England)","Outside London","Female","485","465","39190","36050"
"In post","2022","Digital, Data and Technology","West Midlands (England)","Outside London","Male","720","710","40790","36780"
"In post","2022","Digital, Data and Technology","Yorkshire and The Humber","Outside London","Female","590","560","41520","37800"
"In post","2022","Digital, Data and Technology","Yorkshire and The Humber","Outside London","Male","985","970","43560","40180"
"In post","2022","Economics","East Midlands (England)","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Economics","East Midlands (England)","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Economics","East of England","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Economics","East of England","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Economics","London","London","Female","605","580","48550","51500"
"In post","2022","Economics","London","London","Male","1045","1035","49450","51610"
"In post","2022","Economics","North East (England)","Outside London","Female","5","5","[c]","[c]"
"In post","2022","Economics","North East (England)","Outside London","Male","15","15","[c]","[c]"
"In post","2022","Economics","North West (England)","Outside London","Female","20","20","[c]","[c]"
"In post","2022","Economics","North West (England)","Outside London","Male","40","40","40290","37380"
"In post","2022","Economics","Northern Ireland","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Northern Ireland","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Overseas","Overseas","Female","10","10","[c]","[c]"
"In post","2022","Economics","Overseas","Overseas","Male","20","20","[c]","[c]"
"In post","2022","Economics","Scotland","Outside London","Female","15","15","[c]","[c]"
"In post","2022","Economics","Scotland","Outside London","Male","20","20","[c]","[c]"
"In post","2022","Economics","South East (England)","Outside London","Female","5","5","[c]","[c]"
"In post","2022","Economics","South East (England)","Outside London","Male","15","15","[c]","[c]"
"In post","2022","Economics","South West (England)","Outside London","Female","5","5","[c]","[c]"
"In post","2022","Economics","South West (England)","Outside London","Male","10","10","[c]","[c]"
"In post","2022","Economics","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Wales","Outside London","Female","75","70","36770","31010"
"In post","2022","Economics","Wales","Outside London","Male","110","105","38760","30740"
"In post","2022","Economics","West Midlands (England)","Outside London","Female","10","10","[c]","[c]"
"In post","2022","Economics","West Midlands (England)","Outside London","Male","10","10","[c]","[c]"
"In post","2022","Economics","Yorkshire and The Humber","Outside London","Female","15","15","[c]","[c]"
"In post","2022","Economics","Yorkshire and The Humber","Outside London","Male","30","30","[c]","[c]"
"In post","2022","Finance","East Midlands (England)","Outside London","Female","190","180","33700","30670"
"In post","2022","Finance","East Midlands (England)","Outside London","Male","135","135","36760","33300"
"In post","2022","Finance","East of England","Outside London","Female","305","285","35210","33000"
"In post","2022","Finance","East of England","Outside London","Male","205","200","39570","36460"
"In post","2022","Finance","London","London","Female","1435","1380","47120","42470"
"In post","2022","Finance","London","London","Male","1475","1470","50730","46360"
"In post","2022","Finance","North East (England)","Outside London","Female","335","310","38360","35310"
"In post","2022","Finance","North East (England)","Outside London","Male","280","275","41800","37100"
"In post","2022","Finance","North West (England)","Outside London","Female","700","645","35630","33180"
"In post","2022","Finance","North West (England)","Outside London","Male","545","535","38570","35310"
"In post","2022","Finance","Northern Ireland","Outside London","Female","40","40","36190","33110"
"In post","2022","Finance","Northern Ireland","Outside London","Male","20","20","[c]","[c]"
"In post","2022","Finance","Overseas","Overseas","Female","45","45","35420","33300"
"In post","2022","Finance","Overseas","Overseas","Male","35","35","43250","40580"
"In post","2022","Finance","Scotland","Outside London","Female","310","290","34180","32190"
"In post","2022","Finance","Scotland","Outside London","Male","195","185","33920","33000"
"In post","2022","Finance","South East (England)","Outside London","Female","885","845","35910","33300"
"In post","2022","Finance","South East (England)","Outside London","Male","565","555","39080","35300"
"In post","2022","Finance","South West (England)","Outside London","Female","1050","985","36640","33300"
"In post","2022","Finance","South West (England)","Outside London","Male","745","730","41340","36970"
"In post","2022","Finance","Unknown","Unknown","Female","15","15","[c]","[c]"
"In post","2022","Finance","Unknown","Unknown","Male","15","15","[c]","[c]"
"In post","2022","Finance","Wales","Outside London","Female","455","415","36280","31040"
"In post","2022","Finance","Wales","Outside London","Male","335","330","40800","38160"
"In post","2022","Finance","West Midlands (England)","Outside London","Female","485","465","38280","35810"
"In post","2022","Finance","West Midlands (England)","Outside London","Male","320","315","40810","36500"
"In post","2022","Finance","Yorkshire and The Humber","Outside London","Female","635","595","37740","34290"
"In post","2022","Finance","Yorkshire and The Humber","Outside London","Male","560","545","40060","36800"
"In post","2022","Geography","East Midlands (England)","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Geography","East Midlands (England)","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Geography","East of England","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Geography","East of England","Outside London","Male","10","10","[c]","[c]"
"In post","2022","Geography","London","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Geography","London","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Geography","Overseas","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","Geography","Overseas","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","Geography","Scotland","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Geography","Scotland","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Geography","South East (England)","Outside London","Female","5","5","[c]","[c]"
"In post","2022","Geography","South East (England)","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Geography","South West (England)","Outside London","Female","150","140","30640","29290"
"In post","2022","Geography","South West (England)","Outside London","Male","290","280","31900","33290"
"In post","2022","Geography","Wales","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Geography","Wales","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Geography","West Midlands (England)","Outside London","Female","10","10","[c]","[c]"
"In post","2022","Geography","West Midlands (England)","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Geography","Yorkshire and The Humber","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Geography","Yorkshire and The Humber","Outside London","Male","5","5","[c]","[c]"
"In post","2022","Human Resources","East Midlands (England)","Outside London","Female","315","295","38050","33840"
"In post","2022","Human Resources","East Midlands (England)","Outside London","Male","120","115","38410","33440"
"In post","2022","Human Resources","East of England","Outside London","Female","210","195","34980","31760"
"In post","2022","Human Resources","East of England","Outside London","Male","75","70","39440","35890"
"In post","2022","Human Resources","London","London","Female","1875","1805","46050","41750"
"In post","2022","Human Resources","London","London","Male","875","860","47190","42200"
"In post","2022","Human Resources","North East (England)","Outside London","Female","220","205","36910","33370"
"In post","2022","Human Resources","North East (England)","Outside London","Male","100","100","37810","33370"
"In post","2022","Human Resources","North West (England)","Outside London","Female","910","840","35170","31830"
"In post","2022","Human Resources","North West (England)","Outside London","Male","410","405","35120","31990"
"In post","2022","Human Resources","Northern Ireland","Outside London","Female","10","10","[c]","[c]"
"In post","2022","Human Resources","Northern Ireland","Outside London","Male","5","5","[c]","[c]"
"In post","2022","Human Resources","Overseas","Overseas","Female","20","20","[c]","[c]"
"In post","2022","Human Resources","Overseas","Overseas","Male","20","20","[c]","[c]"
"In post","2022","Human Resources","Scotland","Outside London","Female","550","510","30000","26350"
"In post","2022","Human Resources","Scotland","Outside London","Male","240","235","30780","27080"
"In post","2022","Human Resources","South East (England)","Outside London","Female","430","405","35800","31740"
"In post","2022","Human Resources","South East (England)","Outside London","Male","140","135","39960","38080"
"In post","2022","Human Resources","South West (England)","Outside London","Female","770","705","35710","33000"
"In post","2022","Human Resources","South West (England)","Outside London","Male","260","250","38200","36190"
"In post","2022","Human Resources","Unknown","Unknown","Female","10","10","[c]","[c]"
"In post","2022","Human Resources","Unknown","Unknown","Male","10","10","[c]","[c]"
"In post","2022","Human Resources","Wales","Outside London","Female","640","595","35520","31370"
"In post","2022","Human Resources","Wales","Outside London","Male","235","235","35880","31210"
"In post","2022","Human Resources","West Midlands (England)","Outside London","Female","295","275","37220","33300"
"In post","2022","Human Resources","West Midlands (England)","Outside London","Male","135","125","38540","34110"
"In post","2022","Human Resources","Yorkshire and The Humber","Outside London","Female","530","500","39250","34960"
"In post","2022","Human Resources","Yorkshire and The Humber","Outside London","Male","210","205","39730","35900"
"In post","2022","Inspector of Education and Training","East Midlands (England)","Outside London","Female","70","70","57910","51360"
"In post","2022","Inspector of Education and Training","East Midlands (England)","Outside London","Male","30","30","[c]","[c]"
"In post","2022","Inspector of Education and Training","East of England","Outside London","Female","65","60","61210","51360"
"In post","2022","Inspector of Education and Training","East of England","Outside London","Male","25","25","[c]","[c]"
"In post","2022","Inspector of Education and Training","London","London","Female","65","65","60890","51360"
"In post","2022","Inspector of Education and Training","London","London","Male","20","20","[c]","[c]"
"In post","2022","Inspector of Education and Training","North East (England)","Outside London","Female","35","35","63640","57930"
"In post","2022","Inspector of Education and Training","North East (England)","Outside London","Male","10","10","[c]","[c]"
"In post","2022","Inspector of Education and Training","North West (England)","Outside London","Female","95","95","62330","64500"
"In post","2022","Inspector of Education and Training","North West (England)","Outside London","Male","30","30","[c]","[c]"
"In post","2022","Inspector of Education and Training","South East (England)","Outside London","Female","90","85","61770","51360"
"In post","2022","Inspector of Education and Training","South East (England)","Outside London","Male","35","35","72830","75500"
"In post","2022","Inspector of Education and Training","South West (England)","Outside London","Female","75","75","63750","64500"
"In post","2022","Inspector of Education and Training","South West (England)","Outside London","Male","25","25","[c]","[c]"
"In post","2022","Inspector of Education and Training","Wales","Outside London","Female","45","40","71220","75480"
"In post","2022","Inspector of Education and Training","Wales","Outside London","Male","35","35","75760","75480"
"In post","2022","Inspector of Education and Training","West Midlands (England)","Outside London","Female","65","60","62590","51360"
"In post","2022","Inspector of Education and Training","West Midlands (England)","Outside London","Male","30","30","74700","75500"
"In post","2022","Inspector of Education and Training","Yorkshire and The Humber","Outside London","Female","70","65","66080","70500"
"In post","2022","Inspector of Education and Training","Yorkshire and The Humber","Outside London","Male","25","25","[c]","[c]"
"In post","2022","Intelligence Analysis","East Midlands (England)","Outside London","Female","55","55","29550","27380"
"In post","2022","Intelligence Analysis","East Midlands (England)","Outside London","Male","80","80","30480","28670"
"In post","2022","Intelligence Analysis","East of England","Outside London","Female","160","155","31740","27380"
"In post","2022","Intelligence Analysis","East of England","Outside London","Male","255","250","32640","33300"
"In post","2022","Intelligence Analysis","London","London","Female","510","475","36690","34320"
"In post","2022","Intelligence Analysis","London","London","Male","735","715","40500","37500"
"In post","2022","Intelligence Analysis","North East (England)","Outside London","Female","40","35","31980","31420"
"In post","2022","Intelligence Analysis","North East (England)","Outside London","Male","35","35","34960","33220"
"In post","2022","Intelligence Analysis","North West (England)","Outside London","Female","190","175","28480","26850"
"In post","2022","Intelligence Analysis","North West (England)","Outside London","Male","165","160","29270","26830"
"In post","2022","Intelligence Analysis","Northern Ireland","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Northern Ireland","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Overseas","Overseas","Female","25","25","[c]","[c]"
"In post","2022","Intelligence Analysis","Overseas","Overseas","Male","45","45","44790","40580"
"In post","2022","Intelligence Analysis","Scotland","Outside London","Female","35","35","30140","28090"
"In post","2022","Intelligence Analysis","Scotland","Outside London","Male","30","30","34030","33080"
"In post","2022","Intelligence Analysis","South East (England)","Outside London","Female","215","200","28300","27370"
"In post","2022","Intelligence Analysis","South East (England)","Outside London","Male","205","200","28840","27370"
"In post","2022","Intelligence Analysis","South West (England)","Outside London","Female","30","30","30450","27380"
"In post","2022","Intelligence Analysis","South West (England)","Outside London","Male","25","25","[c]","[c]"
"In post","2022","Intelligence Analysis","Wales","Outside London","Female","40","40","29300","27380"
"In post","2022","Intelligence Analysis","Wales","Outside London","Male","20","20","[c]","[c]"
"In post","2022","Intelligence Analysis","West Midlands (England)","Outside London","Female","55","50","31550","27380"
"In post","2022","Intelligence Analysis","West Midlands (England)","Outside London","Male","35","35","32380","31730"
"In post","2022","Intelligence Analysis","Yorkshire and The Humber","Outside London","Female","125","115","28000","27280"
"In post","2022","Intelligence Analysis","Yorkshire and The Humber","Outside London","Male","115","110","30240","29060"
"In post","2022","Internal Audit","East Midlands (England)","Outside London","Female","15","10","[c]","[c]"
"In post","2022","Internal Audit","East Midlands (England)","Outside London","Male","10","10","[c]","[c]"
"In post","2022","Internal Audit","East of England","Outside London","Female","15","15","[c]","[c]"
"In post","2022","Internal Audit","East of England","Outside London","Male","10","10","[c]","[c]"
"In post","2022","Internal Audit","London","London","Female","95","90","51910","49230"
"In post","2022","Internal Audit","London","London","Male","120","120","52800","50370"
"In post","2022","Internal Audit","North East (England)","Outside London","Female","25","20","[c]","[c]"
"In post","2022","Internal Audit","North East (England)","Outside London","Male","20","20","[c]","[c]"
"In post","2022","Internal Audit","North West (England)","Outside London","Female","35","30","40940","39660"
"In post","2022","Internal Audit","North West (England)","Outside London","Male","25","25","[c]","[c]"
"In post","2022","Internal Audit","Northern Ireland","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Northern Ireland","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Overseas","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Overseas","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Scotland","Outside London","Female","40","35","38660","35200"
"In post","2022","Internal Audit","Scotland","Outside London","Male","25","20","[c]","[c]"
"In post","2022","Internal Audit","South East (England)","Outside London","Female","35","35","35320","34090"
"In post","2022","Internal Audit","South East (England)","Outside London","Male","30","30","41870","39730"
"In post","2022","Internal Audit","South West (England)","Outside London","Female","60","55","42550","40550"
"In post","2022","Internal Audit","South West (England)","Outside London","Male","50","50","44140","42510"
"In post","2022","Internal Audit","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Wales","Outside London","Female","25","25","[c]","[c]"
"In post","2022","Internal Audit","Wales","Outside London","Male","30","25","[c]","[c]"
"In post","2022","Internal Audit","West Midlands (England)","Outside London","Female","35","30","49600","45480"
"In post","2022","Internal Audit","West Midlands (England)","Outside London","Male","15","15","[c]","[c]"
"In post","2022","Internal Audit","Yorkshire and The Humber","Outside London","Female","25","25","[c]","[c]"
"In post","2022","Internal Audit","Yorkshire and The Humber","Outside London","Male","30","25","[c]","[c]"
"In post","2022","International Trade","East Midlands (England)","Outside London","Female","10","10","[c]","[c]"
"In post","2022","International Trade","East Midlands (England)","Outside London","Male","10","10","[c]","[c]"
"In post","2022","International Trade","East of England","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","East of England","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","London","London","Female","590","580","46860","42740"
"In post","2022","International Trade","London","London","Male","645","640","47920","44030"
"In post","2022","International Trade","North East (England)","Outside London","Female","15","15","[c]","[c]"
"In post","2022","International Trade","North East (England)","Outside London","Male","15","15","[c]","[c]"
"In post","2022","International Trade","North West (England)","Outside London","Female","25","25","[c]","[c]"
"In post","2022","International Trade","North West (England)","Outside London","Male","25","25","[c]","[c]"
"In post","2022","International Trade","Northern Ireland","Outside London","Female","5","5","[c]","[c]"
"In post","2022","International Trade","Northern Ireland","Outside London","Male","5","5","[c]","[c]"
"In post","2022","International Trade","Overseas","Overseas","Female","45","45","55640","54560"
"In post","2022","International Trade","Overseas","Overseas","Male","115","115","55850","53410"
"In post","2022","International Trade","Scotland","Outside London","Female","10","10","[c]","[c]"
"In post","2022","International Trade","Scotland","Outside London","Male","15","15","[c]","[c]"
"In post","2022","International Trade","South East (England)","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","South East (England)","Outside London","Male","10","10","[c]","[c]"
"In post","2022","International Trade","South West (England)","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","South West (England)","Outside London","Male","10","10","[c]","[c]"
"In post","2022","International Trade","Wales","Outside London","Female","5","5","[c]","[c]"
"In post","2022","International Trade","Wales","Outside London","Male","10","10","[c]","[c]"
"In post","2022","International Trade","West Midlands (England)","Outside London","Female","15","15","[c]","[c]"
"In post","2022","International Trade","West Midlands (England)","Outside London","Male","10","10","[c]","[c]"
"In post","2022","International Trade","Yorkshire and The Humber","Outside London","Female","20","20","[c]","[c]"
"In post","2022","International Trade","Yorkshire and The Humber","Outside London","Male","10","10","[c]","[c]"
"In post","2022","Knowledge and Information Management","East Midlands (England)","Outside London","Female","35","35","32000","30770"
"In post","2022","Knowledge and Information Management","East Midlands (England)","Outside London","Male","45","45","33480","32670"
"In post","2022","Knowledge and Information Management","East of England","Outside London","Female","50","45","28670","26670"
"In post","2022","Knowledge and Information Management","East of England","Outside London","Male","35","35","31660","29740"
"In post","2022","Knowledge and Information Management","London","London","Female","410","390","40580","36650"
"In post","2022","Knowledge and Information Management","London","London","Male","350","345","42430","37920"
"In post","2022","Knowledge and Information Management","London","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","North East (England)","Outside London","Female","25","20","[c]","[c]"
"In post","2022","Knowledge and Information Management","North East (England)","Outside London","Male","15","15","[c]","[c]"
"In post","2022","Knowledge and Information Management","North West (England)","Outside London","Female","130","120","31130","28430"
"In post","2022","Knowledge and Information Management","North West (England)","Outside London","Male","90","90","33030","31660"
"In post","2022","Knowledge and Information Management","Northern Ireland","Outside London","Female","10","10","[c]","[c]"
"In post","2022","Knowledge and Information Management","Northern Ireland","Outside London","Male","5","5","[c]","[c]"
"In post","2022","Knowledge and Information Management","Overseas","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Overseas","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Scotland","Outside London","Female","45","40","32830","30040"
"In post","2022","Knowledge and Information Management","Scotland","Outside London","Male","30","30","30270","27640"
