"Status","Year","Disability","Parent_department","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared disabled","The National Archives","Female","15","10","[c]","[c]"
"In post","2022","Declared disabled","The National Archives","Male","25","25","[c]","[c]"
"In post","2022","Declared disabled","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","UK Export Finance","Female","15","15","[c]","[c]"
"In post","2022","Declared disabled","UK Export Finance","Male","10","10","[c]","[c]"
"In post","2022","Declared disabled","UK Export Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","UK Statistics Authority","Female","370","325","33020","30710"
"In post","2022","Declared disabled","UK Statistics Authority","Male","220","195","33050","31320"
"In post","2022","Declared disabled","UK Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","UK Supreme Court","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","UK Supreme Court","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","UK Supreme Court","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Water Services Regulation Authority","Female","5","5","[c]","[c]"
"In post","2022","Declared disabled","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Welsh Government","Female","205","190","39090","38160"
"In post","2022","Declared disabled","Welsh Government","Male","145","135","40600","38160"
"In post","2022","Declared disabled","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Attorney General's Departments","Female","4540","4115","44190","48080"
"In post","2022","Declared non-disabled","Attorney General's Departments","Male","2445","2385","48340","50850"
"In post","2022","Declared non-disabled","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Cabinet Office","Female","2790","2685","45640","40600"
"In post","2022","Declared non-disabled","Cabinet Office","Male","2415","2400","51500","49700"
"In post","2022","Declared non-disabled","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Chancellor's other departments","Female","150","140","53830","46180"
"In post","2022","Declared non-disabled","Chancellor's other departments","Male","190","185","64340","57120"
"In post","2022","Declared non-disabled","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Charity Commission","Female","135","125","36410","29160"
"In post","2022","Declared non-disabled","Charity Commission","Male","90","90","34540","29160"
"In post","2022","Declared non-disabled","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Competition and Markets Authority","Female","360","345","57740","55860"
"In post","2022","Declared non-disabled","Competition and Markets Authority","Male","365","360","62990","58280"
"In post","2022","Declared non-disabled","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Female","4925","4630","40750","38790"
"In post","2022","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Male","5045","4935","44920","41150"
"In post","2022","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Digital, Culture, Media and Sport","Female","850","825","46490","47070"
"In post","2022","Declared non-disabled","Department for Digital, Culture, Media and Sport","Male","710","710","48090","51730"
"In post","2022","Declared non-disabled","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Education","Female","3170","2985","44900","41990"
"In post","2022","Declared non-disabled","Department for Education","Male","2180","2155","46970","49860"
"In post","2022","Declared non-disabled","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Environment, Food and Rural Affairs","Female","5420","5030","34340","30220"
"In post","2022","Declared non-disabled","Department for Environment, Food and Rural Affairs","Male","4175","4100","36800","32560"
"In post","2022","Declared non-disabled","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Department for International Trade","Female","705","695","46250","42630"
"In post","2022","Declared non-disabled","Department for International Trade","Male","830","825","47910","44120"
"In post","2022","Declared non-disabled","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","Female","1490","1410","45040","40720"
"In post","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","Male","1435","1405","46840","47660"
"In post","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Transport","Female","5180","4585","31420","26470"
"In post","2022","Declared non-disabled","Department for Transport","Male","6095","5900","36260","30730"
"In post","2022","Declared non-disabled","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Work and Pensions","Female","45330","39150","27820","27570"
"In post","2022","Declared non-disabled","Department for Work and Pensions","Male","25030","24115","30140","27570"
"In post","2022","Declared non-disabled","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Department of Health and Social Care","Female","3420","3145","41580","36820"
"In post","2022","Declared non-disabled","Department of Health and Social Care","Male","1735","1655","45770","40070"
"In post","2022","Declared non-disabled","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Estyn","Female","60","55","55930","65710"
"In post","2022","Declared non-disabled","Estyn","Male","40","40","63310","75480"
"In post","2022","Declared non-disabled","Estyn","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Food Standards Agency","Female","385","370","40100","37350"
"In post","2022","Declared non-disabled","Food Standards Agency","Male","540","520","35870","30350"
"In post","2022","Declared non-disabled","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Foreign, Commonwealth and Development Office","Female","2730","2635","46820","42190"
"In post","2022","Declared non-disabled","Foreign, Commonwealth and Development Office","Male","2935","2895","49040","45590"
"In post","2022","Declared non-disabled","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","HM Land Registry","Female","2580","2255","31750","27130"
"In post","2022","Declared non-disabled","HM Land Registry","Male","1570","1470","34340","33840"
"In post","2022","Declared non-disabled","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","HM Revenue and Customs","Female","22330","20135","33660","31020"
"In post","2022","Declared non-disabled","HM Revenue and Customs","Male","19520","18900","36040","33370"
"In post","2022","Declared non-disabled","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","HM Treasury","Female","940","895","47000","43760"
"In post","2022","Declared non-disabled","HM Treasury","Male","965","955","50040","52500"
"In post","2022","Declared non-disabled","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Home Office","Female","13700","12345","32040","28350"
"In post","2022","Declared non-disabled","Home Office","Male","12420","11970","33410","28670"
"In post","2022","Declared non-disabled","Home Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Ministry of Defence","Female","16360","15435","33050","29640"
"In post","2022","Declared non-disabled","Ministry of Defence","Male","23165","22765","36340","33300"
"In post","2022","Declared non-disabled","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Ministry of Justice","Female","33030","30400","29970","26560"
"In post","2022","Declared non-disabled","Ministry of Justice","Male","24205","23360","31930","29740"
"In post","2022","Declared non-disabled","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","National Crime Agency","Female","700","655","41500","39840"
"In post","2022","Declared non-disabled","National Crime Agency","Male","930","915","45650","43710"
"In post","2022","Declared non-disabled","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Northern Ireland Office","Female","60","55","46160","37680"
"In post","2022","Declared non-disabled","Northern Ireland Office","Male","45","45","46830","41750"
"In post","2022","Declared non-disabled","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Female","1020","975","50490","51360"
"In post","2022","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Male","505","495","53350","51360"
"In post","2022","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Office of Gas and Electricity Markets","Female","540","520","42480","36700"
"In post","2022","Declared non-disabled","Office of Gas and Electricity Markets","Male","635","635","44900","38030"
"In post","2022","Declared non-disabled","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Office of Qualifications and Examinations Regulation","Female","120","115","41410","38000"
"In post","2022","Declared non-disabled","Office of Qualifications and Examinations Regulation","Male","65","65","49170","43110"
"In post","2022","Declared non-disabled","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Office of Rail and Road","Female","130","125","50590","50810"
"In post","2022","Declared non-disabled","Office of Rail and Road","Male","185","180","57240","55700"
"In post","2022","Declared non-disabled","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Office of the Secretary of State for Scotland","Female","25","25","[c]","[c]"
"In post","2022","Declared non-disabled","Office of the Secretary of State for Scotland","Male","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","Office of the Secretary of State for Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Office of the Secretary of State for Wales","Female","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Office of the Secretary of State for Wales","Male","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","Office of the Secretary of State for Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Scottish Government","Female","6915","6510","38600","33070"
"In post","2022","Declared non-disabled","Scottish Government","Male","5065","4970","40360","36130"
"In post","2022","Declared non-disabled","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","The National Archives","Female","200","195","36310","34360"
"In post","2022","Declared non-disabled","The National Archives","Male","160","155","37130","34770"
"In post","2022","Declared non-disabled","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","UK Export Finance","Female","190","185","48180","43000"
"In post","2022","Declared non-disabled","UK Export Finance","Male","240","240","56270","50530"
"In post","2022","Declared non-disabled","UK Export Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","UK Statistics Authority","Female","1730","1515","34070","30710"
"In post","2022","Declared non-disabled","UK Statistics Authority","Male","1195","1100","36680","33210"
"In post","2022","Declared non-disabled","UK Statistics Authority","Unknown","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","UK Supreme Court","Female","25","25","[c]","[c]"
"In post","2022","Declared non-disabled","UK Supreme Court","Male","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","UK Supreme Court","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Water Services Regulation Authority","Female","115","105","53830","46000"
"In post","2022","Declared non-disabled","Water Services Regulation Authority","Male","95","95","55400","51630"
"In post","2022","Declared non-disabled","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Welsh Government","Female","3040","2815","41030","38160"
"In post","2022","Declared non-disabled","Welsh Government","Male","2000","1950","44100","38160"
"In post","2022","Declared non-disabled","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Attorney General's Departments","Female","100","95","49960","51810"
"In post","2022","Undeclared","Attorney General's Departments","Male","60","60","55260","64700"
"In post","2022","Undeclared","Cabinet Office","Female","160","150","42140","37300"
"In post","2022","Undeclared","Cabinet Office","Male","160","160","46780","40600"
"In post","2022","Undeclared","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Charity Commission","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Charity Commission","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Competition and Markets Authority","Female","5","5","[c]","[c]"
"In post","2022","Undeclared","Competition and Markets Authority","Male","5","5","[c]","[c]"
"In post","2022","Undeclared","Department for Business, Energy and Industrial Strategy","Female","210","200","42670","40050"
"In post","2022","Undeclared","Department for Business, Energy and Industrial Strategy","Male","265","260","45810","40220"
"In post","2022","Undeclared","Department for Digital, Culture, Media and Sport","Female","40","40","45730","49400"
"In post","2022","Undeclared","Department for Digital, Culture, Media and Sport","Male","50","50","44670","41420"
"In post","2022","Undeclared","Department for Education","Female","185","175","43480","37100"
"In post","2022","Undeclared","Department for Education","Male","170","170","44570","40860"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","Female","270","255","36940","35900"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","Male","245","240","37690","34880"
"In post","2022","Undeclared","Department for International Trade","Female","25","25","[c]","[c]"
"In post","2022","Undeclared","Department for International Trade","Male","40","40","49410","51970"
"In post","2022","Undeclared","Department for Levelling Up, Housing and Communities","Female","90","90","44950","47660"
"In post","2022","Undeclared","Department for Levelling Up, Housing and Communities","Male","105","100","43970","39600"
"In post","2022","Undeclared","Department for Transport","Female","430","380","30810","26530"
"In post","2022","Undeclared","Department for Transport","Male","670","650","35630","30780"
"In post","2022","Undeclared","Department for Work and Pensions","Female","2495","2225","27590","27570"
"In post","2022","Undeclared","Department for Work and Pensions","Male","1805","1750","30100","27570"
"In post","2022","Undeclared","Department of Health and Social Care","Female","75","65","44390","40070"
"In post","2022","Undeclared","Department of Health and Social Care","Male","50","45","45970","41450"
"In post","2022","Undeclared","Estyn","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Estyn","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Food Standards Agency","Female","160","155","37670","37350"
"In post","2022","Undeclared","Food Standards Agency","Male","185","185","38190","36340"
"In post","2022","Undeclared","Foreign, Commonwealth and Development Office","Female","130","125","45960","39110"
"In post","2022","Undeclared","Foreign, Commonwealth and Development Office","Male","205","200","50960","47200"
"In post","2022","Undeclared","HM Land Registry","Female","155","130","32670","27130"
"In post","2022","Undeclared","HM Land Registry","Male","140","130","34350","33840"
"In post","2022","Undeclared","HM Revenue and Customs","Female","1515","1335","33280","31020"
"In post","2022","Undeclared","HM Revenue and Customs","Male","1940","1855","36870","33370"
"In post","2022","Undeclared","HM Treasury","Female","185","180","43300","39200"
"In post","2022","Undeclared","HM Treasury","Male","220","220","47600","49630"
"In post","2022","Undeclared","Home Office","Female","730","655","32850","28990"
"In post","2022","Undeclared","Home Office","Male","930","890","33660","30410"
"In post","2022","Undeclared","Ministry of Defence","Female","1405","1335","32550","29200"
"In post","2022","Undeclared","Ministry of Defence","Male","2565","2505","34970","33300"
"In post","2022","Undeclared","Ministry of Justice","Female","3810","3435","30130","27380"
"In post","2022","Undeclared","Ministry of Justice","Male","4720","4395","32700","31650"
"In post","2022","Undeclared","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Northern Ireland Office","Female","5","5","[c]","[c]"
"In post","2022","Undeclared","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office for Standards in Education, Children's Services and Skills","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of Gas and Electricity Markets","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of Qualifications and Examinations Regulation","Female","5","5","[c]","[c]"
"In post","2022","Undeclared","Office of Qualifications and Examinations Regulation","Male","5","5","[c]","[c]"
"In post","2022","Undeclared","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of the Secretary of State for Scotland","Female","5","5","[c]","[c]"
"In post","2022","Undeclared","Office of the Secretary of State for Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of the Secretary of State for Wales","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of the Secretary of State for Wales","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Scottish Government","Female","220","205","39120","36130"
"In post","2022","Undeclared","Scottish Government","Male","155","155","41500","37710"
"In post","2022","Undeclared","The National Archives","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","The National Archives","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","UK Export Finance","Female","10","10","[c]","[c]"
"In post","2022","Undeclared","UK Export Finance","Male","20","20","[c]","[c]"
"In post","2022","Undeclared","UK Statistics Authority","Female","85","70","29170","24750"
"In post","2022","Undeclared","UK Statistics Authority","Male","60","50","31620","30210"
"In post","2022","Undeclared","UK Supreme Court","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","UK Supreme Court","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Water Services Regulation Authority","Male","5","5","[c]","[c]"
"In post","2022","Undeclared","Welsh Government","Female","90","85","41250","38160"
"In post","2022","Undeclared","Welsh Government","Male","95","90","44030","41980"
"In post","2022","Unknown","Attorney General's Departments","Female","1345","1255","41740","38640"
"In post","2022","Unknown","Attorney General's Departments","Male","645","635","45760","48080"
"In post","2022","Unknown","Cabinet Office","Female","2445","2405","43490","32830"
"In post","2022","Unknown","Cabinet Office","Male","2170","2160","48220","38330"
"In post","2022","Unknown","Chancellor's other departments","Female","20","15","[c]","[c]"
"In post","2022","Unknown","Chancellor's other departments","Male","30","30","58820","53180"
"In post","2022","Unknown","Charity Commission","Female","130","120","31630","29160"
"In post","2022","Unknown","Charity Commission","Male","80","75","33320","29160"
"In post","2022","Unknown","Competition and Markets Authority","Female","35","35","67570","62930"
"In post","2022","Unknown","Competition and Markets Authority","Male","40","35","78530","79980"
"In post","2022","Unknown","Department for Business, Energy and Industrial Strategy","Female","1150","1080","34810","31000"
"In post","2022","Unknown","Department for Business, Energy and Industrial Strategy","Male","1215","1200","37680","34500"
"In post","2022","Unknown","Department for Digital, Culture, Media and Sport","Female","105","100","46470","46880"
"In post","2022","Unknown","Department for Digital, Culture, Media and Sport","Male","85","80","46490","51500"
"In post","2022","Unknown","Department for Education","Female","1330","1290","38320","36500"
"In post","2022","Unknown","Department for Education","Male","880","880","39830","36500"
"In post","2022","Unknown","Department for Environment, Food and Rural Affairs","Female","670","625","38130","35900"
"In post","2022","Unknown","Department for Environment, Food and Rural Affairs","Male","580","560","39990","35900"
"In post","2022","Unknown","Department for International Trade","Female","530","520","44060","38540"
"In post","2022","Unknown","Department for International Trade","Male","515","515","47630","43810"
"In post","2022","Unknown","Department for Levelling Up, Housing and Communities","Female","300","280","43590","39820"
"In post","2022","Unknown","Department for Levelling Up, Housing and Communities","Male","305","300","45290","40720"
"In post","2022","Unknown","Department for Transport","Female","1120","1040","29740","26130"
"In post","2022","Unknown","Department for Transport","Male","1510","1470","32280","26840"
