"Status","Year","Organisation","Region_ITL3","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Advisory, Conciliation and Arbitration Service","Suffolk CC","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Suffolk CC","EO","10","10","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Suffolk CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Suffolk CC","SEO/HEO","25","25","34570","34500"
"In post","2022","Advisory, Conciliation and Arbitration Service","Swansea","EO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Swansea","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Thurrock","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Tyneside","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Tyneside","EO","60","55","24610","24250"
"In post","2022","Advisory, Conciliation and Arbitration Service","Tyneside","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Tyneside","SEO/HEO","75","65","33460","30950"
"In post","2022","Advisory, Conciliation and Arbitration Service","Wandsworth","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Wandsworth","EO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Wandsworth","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Wandsworth","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Warwickshire CC","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Kent","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Westminster","AA/AO","5","5","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Westminster","EO","30","30","28400","28420"
"In post","2022","Advisory, Conciliation and Arbitration Service","Westminster","G6/G7","25","25","61090","59470"
"In post","2022","Advisory, Conciliation and Arbitration Service","Westminster","SCS level","5","5","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Westminster","SEO/HEO","110","105","41420","39120"
"In post","2022","Animal and Plant Health Agency","Aberdeen City and Aberdeenshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Aberdeen City and Aberdeenshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Aberdeen City and Aberdeenshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Aberdeen City and Aberdeenshire","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Berkshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Berkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Bristol, City of","AA/AO","40","40","21360","21300"
"In post","2022","Animal and Plant Health Agency","Bristol, City of","EO","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Bristol, City of","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Bristol, City of","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Caithness and Sutherland, and Ross and Cromarty","EO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Cambridgeshire CC","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Cambridgeshire CC","EO","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Cambridgeshire CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Cambridgeshire CC","SEO/HEO","15","15","32650","32160"
"In post","2022","Animal and Plant Health Agency","Cardiff and Vale of Glamorgan","AA/AO","45","40","21240","21300"
"In post","2022","Animal and Plant Health Agency","Cardiff and Vale of Glamorgan","EO","15","15","25270","24920"
"In post","2022","Animal and Plant Health Agency","Cardiff and Vale of Glamorgan","G6/G7","10","10","53640","51000"
"In post","2022","Animal and Plant Health Agency","Cardiff and Vale of Glamorgan","SEO/HEO","20","20","33410","31950"
"In post","2022","Animal and Plant Health Agency","Central Hampshire","EO","20","20","24930","24920"
"In post","2022","Animal and Plant Health Agency","Central Hampshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Central Hampshire","SEO/HEO","15","15","32320","30400"
"In post","2022","Animal and Plant Health Agency","Cheshire East","EO","10","10","25200","24920"
"In post","2022","Animal and Plant Health Agency","Cheshire East","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Cheshire East","SEO/HEO","20","20","35210","35900"
"In post","2022","Animal and Plant Health Agency","City of Edinburgh","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Cornwall and Isles of Scilly","AA/AO","10","10","21300","21300"
"In post","2022","Animal and Plant Health Agency","Cornwall and Isles of Scilly","EO","15","15","25230","25190"
"In post","2022","Animal and Plant Health Agency","Cornwall and Isles of Scilly","G6/G7","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Cornwall and Isles of Scilly","SEO/HEO","25","25","35810","35900"
"In post","2022","Animal and Plant Health Agency","Devon CC","AA/AO","100","95","21320","21300"
"In post","2022","Animal and Plant Health Agency","Devon CC","EO","50","45","25530","25090"
"In post","2022","Animal and Plant Health Agency","Devon CC","G6/G7","15","15","52420","49560"
"In post","2022","Animal and Plant Health Agency","Devon CC","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Devon CC","SEO/HEO","40","40","36730","35900"
"In post","2022","Animal and Plant Health Agency","Dorset","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Dorset","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Dumfries and Galloway","EO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Dumfries and Galloway","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Dumfries and Galloway","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East Cumbria","AA/AO","100","95","21430","21300"
"In post","2022","Animal and Plant Health Agency","East Cumbria","EO","30","30","25260","24920"
"In post","2022","Animal and Plant Health Agency","East Cumbria","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East Cumbria","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East Cumbria","SEO/HEO","25","20","36850","36970"
"In post","2022","Animal and Plant Health Agency","East Kent","EO","25","25","26990","24920"
"In post","2022","Animal and Plant Health Agency","East Kent","SEO/HEO","10","10","32050","30670"
"In post","2022","Animal and Plant Health Agency","East Lothian and Midlothian","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East Lothian and Midlothian","EO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East Lothian and Midlothian","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East Lothian and Midlothian","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East Riding of Yorkshire","EO","10","10","24690","24920"
"In post","2022","Animal and Plant Health Agency","East Riding of Yorkshire","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Gloucestershire CC","AA/AO","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Gloucestershire CC","EO","25","20","25200","25100"
"In post","2022","Animal and Plant Health Agency","Gloucestershire CC","G6/G7","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Gloucestershire CC","SEO/HEO","30","30","35130","35900"
"In post","2022","Animal and Plant Health Agency","Gwynedd","AA/AO","30","25","21330","21300"
"In post","2022","Animal and Plant Health Agency","Gwynedd","EO","15","15","26050","25770"
"In post","2022","Animal and Plant Health Agency","Gwynedd","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Gwynedd","SEO/HEO","20","15","36000","36270"
"In post","2022","Animal and Plant Health Agency","Harrow and Hillingdon","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Harrow and Hillingdon","EO","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Harrow and Hillingdon","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Harrow and Hillingdon","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Heart of Essex","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Heart of Essex","EO","20","20","25980","25230"
"In post","2022","Animal and Plant Health Agency","Heart of Essex","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Heart of Essex","SEO/HEO","20","20","33500","32160"
"In post","2022","Animal and Plant Health Agency","Hertfordshire CC","EO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Hertfordshire CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Hertfordshire CC","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Hounslow and Richmond upon Thames","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Hounslow and Richmond upon Thames","EO","40","40","30630","31460"
"In post","2022","Animal and Plant Health Agency","Hounslow and Richmond upon Thames","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Hounslow and Richmond upon Thames","SEO/HEO","20","20","36430","36620"
"In post","2022","Animal and Plant Health Agency","Inverness and Nairn, Moray, and Badenoch and Strathspey","AA/AO","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Inverness and Nairn, Moray, and Badenoch and Strathspey","EO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Inverness and Nairn, Moray, and Badenoch and Strathspey","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Inverness and Nairn, Moray, and Badenoch and Strathspey","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Leeds","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Leicestershire CC and Rutland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Leicestershire CC and Rutland","EO","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Leicestershire CC and Rutland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Leicestershire CC and Rutland","SEO/HEO","10","10","37260","36520"
"In post","2022","Animal and Plant Health Agency","Lincolnshire CC","EO","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Lincolnshire CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Lincolnshire CC","SEO/HEO","10","10","33370","35900"
"In post","2022","Animal and Plant Health Agency","Manchester","EO","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Manchester","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Manchester","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Mid Kent","EO","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Mid Kent","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Mid Lancashire","AA/AO","35","30","21370","21300"
"In post","2022","Animal and Plant Health Agency","Mid Lancashire","EO","25","25","25180","24920"
"In post","2022","Animal and Plant Health Agency","Mid Lancashire","G6/G7","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Mid Lancashire","SEO/HEO","30","25","34640","32100"
"In post","2022","Animal and Plant Health Agency","North and West Norfolk","EO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","North and West Norfolk","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","North Yorkshire CC","AA/AO","20","15","21810","21300"
"In post","2022","Animal and Plant Health Agency","North Yorkshire CC","EO","45","40","25610","25400"
"In post","2022","Animal and Plant Health Agency","North Yorkshire CC","G6/G7","15","15","53440","53230"
"In post","2022","Animal and Plant Health Agency","North Yorkshire CC","SEO/HEO","50","50","33470","31850"
"In post","2022","Animal and Plant Health Agency","Northumberland","EO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Norwich and East Norfolk","EO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Norwich and East Norfolk","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Norwich and East Norfolk","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Nottingham","EO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Nottingham","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Nottingham","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Oxfordshire CC","EO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Oxfordshire CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Oxfordshire CC","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Perth and Kinross, and Stirling","AA/AO","10","10","21300","21300"
"In post","2022","Animal and Plant Health Agency","Perth and Kinross, and Stirling","EO","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Perth and Kinross, and Stirling","G6/G7","10","10","54260","54570"
"In post","2022","Animal and Plant Health Agency","Perth and Kinross, and Stirling","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Perth and Kinross, and Stirling","SEO/HEO","15","15","34180","36400"
"In post","2022","Animal and Plant Health Agency","Powys","EO","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Powys","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Powys","SEO/HEO","15","10","35550","37240"
"In post","2022","Animal and Plant Health Agency","Redbridge and Waltham Forest","EO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Redbridge and Waltham Forest","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Scottish Borders","AA/AO","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Scottish Borders","EO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Scottish Borders","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Scottish Borders","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Shropshire","AA/AO","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Shropshire","EO","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Shropshire","G6/G7","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Shropshire","SEO/HEO","20","20","38030","36210"
"In post","2022","Animal and Plant Health Agency","Somerset CC","EO","10","10","25630","26150"
"In post","2022","Animal and Plant Health Agency","Somerset CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Somerset CC","SEO/HEO","20","20","36770","35900"
"In post","2022","Animal and Plant Health Agency","South and West Derbyshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","South and West Derbyshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","South and West Derbyshire","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","South Ayrshire","AA/AO","10","10","21300","21300"
"In post","2022","Animal and Plant Health Agency","South Ayrshire","EO","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","South Ayrshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","South Ayrshire","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","South Lanarkshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","South Lanarkshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","South Lanarkshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","South Lanarkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","South Nottinghamshire","AA/AO","10","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","South Nottinghamshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","South Nottinghamshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","South Nottinghamshire","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","South West Wales","AA/AO","55","50","21350","21300"
"In post","2022","Animal and Plant Health Agency","South West Wales","EO","45","40","25500","25190"
"In post","2022","Animal and Plant Health Agency","South West Wales","G6/G7","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","South West Wales","SEO/HEO","45","40","35430","36030"
"In post","2022","Animal and Plant Health Agency","Staffordshire CC","AA/AO","35","35","21300","21300"
"In post","2022","Animal and Plant Health Agency","Staffordshire CC","EO","15","15","25270","24920"
"In post","2022","Animal and Plant Health Agency","Staffordshire CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Staffordshire CC","SEO/HEO","15","15","33680","35900"
"In post","2022","Animal and Plant Health Agency","Suffolk CC","AA/AO","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Suffolk CC","EO","15","15","24780","24920"
"In post","2022","Animal and Plant Health Agency","Suffolk CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Suffolk CC","SEO/HEO","25","20","38130","35900"
"In post","2022","Animal and Plant Health Agency","Telford and Wrekin","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Thurrock","EO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Thurrock","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Thurrock","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Tyneside","AA/AO","15","10","21300","21300"
"In post","2022","Animal and Plant Health Agency","Tyneside","EO","15","15","25650","25190"
"In post","2022","Animal and Plant Health Agency","Tyneside","G6/G7","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Tyneside","SEO/HEO","15","15","36240","35900"
"In post","2022","Animal and Plant Health Agency","Unknown","AA/AO","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Unknown","EO","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Unknown","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","West Surrey","AA/AO","195","185","24250","24370"
"In post","2022","Animal and Plant Health Agency","West Surrey","EO","155","145","28260","27960"
"In post","2022","Animal and Plant Health Agency","West Surrey","G6/G7","65","65","58240","55800"
"In post","2022","Animal and Plant Health Agency","West Surrey","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","West Surrey","SEO/HEO","230","220","36650","35820"
"In post","2022","Animal and Plant Health Agency","West Sussex (North East)","EO","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","West Sussex (North East)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","West Sussex (North East)","SEO/HEO","15","15","34670","35900"
"In post","2022","Animal and Plant Health Agency","West Sussex (South West)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Westminster","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Westminster","EO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Westminster","G6/G7","10","10","58110","56210"
"In post","2022","Animal and Plant Health Agency","Westminster","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Wiltshire","EO","10","10","[c]","[c]"
