"Status","Year","Age","Profession_of_post","Region_ITL1","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","16-19","Economics","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Finance","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Finance","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Finance","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Finance","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Finance","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Finance","Scotland","Male","5","5","[c]","[c]"
"In post","2022","16-19","Finance","South East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Finance","South East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Finance","South West (England)","Female","10","10","[c]","[c]"
"In post","2022","16-19","Finance","South West (England)","Male","10","10","[c]","[c]"
"In post","2022","16-19","Finance","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Finance","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Finance","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Finance","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","South East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","South East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Internal Audit","South East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Internal Audit","South East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","International Trade","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","International Trade","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Knowledge and Information Management","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Knowledge and Information Management","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","East Midlands (England)","Female","25","25","[c]","[c]"
"In post","2022","16-19","Operational Delivery","East Midlands (England)","Male","20","20","[c]","[c]"
"In post","2022","16-19","Operational Delivery","East of England","Female","25","25","[c]","[c]"
"In post","2022","16-19","Operational Delivery","East of England","Male","15","15","[c]","[c]"
"In post","2022","16-19","Operational Delivery","London","Female","30","25","[c]","[c]"
"In post","2022","16-19","Operational Delivery","London","Male","15","15","[c]","[c]"
"In post","2022","16-19","Operational Delivery","North East (England)","Female","20","20","[c]","[c]"
"In post","2022","16-19","Operational Delivery","North East (England)","Male","20","20","[c]","[c]"
"In post","2022","16-19","Operational Delivery","North West (England)","Female","70","65","21680","21250"
"In post","2022","16-19","Operational Delivery","North West (England)","Male","40","40","21580","21250"
"In post","2022","16-19","Operational Delivery","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Scotland","Female","25","25","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Scotland","Male","20","20","[c]","[c]"
"In post","2022","16-19","Operational Delivery","South East (England)","Female","45","45","23730","21790"
"In post","2022","16-19","Operational Delivery","South East (England)","Male","40","40","23200","21790"
"In post","2022","16-19","Operational Delivery","South West (England)","Female","25","25","[c]","[c]"
"In post","2022","16-19","Operational Delivery","South West (England)","Male","10","10","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Wales","Female","55","50","19960","18310"
"In post","2022","16-19","Operational Delivery","Wales","Male","50","40","20020","18810"
"In post","2022","16-19","Operational Delivery","West Midlands (England)","Female","20","20","[c]","[c]"
"In post","2022","16-19","Operational Delivery","West Midlands (England)","Male","25","20","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Yorkshire and The Humber","Female","35","35","22060","21260"
"In post","2022","16-19","Operational Delivery","Yorkshire and The Humber","Male","35","35","22060","21250"
"In post","2022","16-19","Operational Research","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Research","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Research","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Research","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Research","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","London","Female","10","10","[c]","[c]"
"In post","2022","16-19","Other","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","Scotland","Male","10","10","[c]","[c]"
"In post","2022","16-19","Other","South East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","South East (England)","Male","5","5","[c]","[c]"
"In post","2022","16-19","Other","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","South West (England)","Male","5","5","[c]","[c]"
"In post","2022","16-19","Other","Unknown","Female","10","10","[c]","[c]"
"In post","2022","16-19","Other","Unknown","Male","25","25","[c]","[c]"
"In post","2022","16-19","Other","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Policy","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Policy","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Policy","London","Female","5","5","[c]","[c]"
"In post","2022","16-19","Policy","London","Male","15","15","[c]","[c]"
"In post","2022","16-19","Policy","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Policy","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Policy","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Policy","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Policy","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Policy","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Policy","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Policy","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Policy","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Policy","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Project Delivery","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Project Delivery","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Project Delivery","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Project Delivery","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Project Delivery","South West (England)","Female","5","5","[c]","[c]"
"In post","2022","16-19","Project Delivery","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Project Delivery","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Project Delivery","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","North East (England)","Male","5","5","[c]","[c]"
"In post","2022","16-19","Property","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","South East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","South East (England)","Male","10","10","[c]","[c]"
"In post","2022","16-19","Property","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Science and Engineering","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Science and Engineering","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Science and Engineering","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Science and Engineering","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Science and Engineering","South East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Science and Engineering","South East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Science and Engineering","South West (England)","Female","10","10","[c]","[c]"
"In post","2022","16-19","Science and Engineering","South West (England)","Male","80","80","18410","17140"
"In post","2022","16-19","Science and Engineering","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Science and Engineering","Wales","Male","10","10","[c]","[c]"
"In post","2022","16-19","Science and Engineering","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Science and Engineering","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","South East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","South East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Statistics","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Statistics","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Statistics","South East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Statistics","South East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Tax","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Tax","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Tax","North East (England)","Female","10","10","[c]","[c]"
"In post","2022","16-19","Tax","North East (England)","Male","5","5","[c]","[c]"
"In post","2022","16-19","Tax","North West (England)","Female","10","10","[c]","[c]"
"In post","2022","16-19","Tax","North West (England)","Male","5","5","[c]","[c]"
"In post","2022","16-19","Tax","Scotland","Female","5","5","[c]","[c]"
"In post","2022","16-19","Tax","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Tax","South East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Tax","South East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Tax","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Tax","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Tax","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Tax","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Tax","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Tax","Yorkshire and The Humber","Male","10","10","[c]","[c]"
"In post","2022","16-19","Unknown","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","London","Female","10","10","[c]","[c]"
"In post","2022","16-19","Unknown","London","Male","10","10","[c]","[c]"
"In post","2022","16-19","Unknown","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","North West (England)","Male","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","Scotland","Female","30","30","22500","21050"
"In post","2022","16-19","Unknown","Scotland","Male","25","25","[c]","[c]"
"In post","2022","16-19","Unknown","South East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","South East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Veterinarian","South East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Veterinarian","South East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","East Midlands (England)","Female","5","5","[c]","[c]"
"In post","2022","20-29","Commercial","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","East of England","Female","10","10","[c]","[c]"
"In post","2022","20-29","Commercial","East of England","Male","10","10","[c]","[c]"
"In post","2022","20-29","Commercial","London","Female","155","155","38510","36820"
"In post","2022","20-29","Commercial","London","Male","110","110","40340","40360"
"In post","2022","20-29","Commercial","North East (England)","Female","10","10","[c]","[c]"
"In post","2022","20-29","Commercial","North East (England)","Male","15","15","[c]","[c]"
"In post","2022","20-29","Commercial","North West (England)","Female","55","55","32890","30940"
"In post","2022","20-29","Commercial","North West (England)","Male","30","30","31640","31100"
"In post","2022","20-29","Commercial","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Overseas","Male","5","5","[c]","[c]"
"In post","2022","20-29","Commercial","Scotland","Female","20","20","[c]","[c]"
"In post","2022","20-29","Commercial","Scotland","Male","25","25","[c]","[c]"
"In post","2022","20-29","Commercial","South East (England)","Female","35","35","29520","26670"
"In post","2022","20-29","Commercial","South East (England)","Male","45","45","27220","26010"
"In post","2022","20-29","Commercial","South West (England)","Female","190","190","29200","27100"
"In post","2022","20-29","Commercial","South West (England)","Male","140","140","29840","29550"
"In post","2022","20-29","Commercial","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Wales","Female","20","20","[c]","[c]"
"In post","2022","20-29","Commercial","Wales","Male","15","15","[c]","[c]"
"In post","2022","20-29","Commercial","West Midlands (England)","Female","25","25","[c]","[c]"
"In post","2022","20-29","Commercial","West Midlands (England)","Male","20","20","[c]","[c]"
"In post","2022","20-29","Commercial","Yorkshire and The Humber","Female","60","60","31880","30530"
"In post","2022","20-29","Commercial","Yorkshire and The Humber","Male","40","40","31310","29160"
"In post","2022","20-29","Communications","East Midlands (England)","Female","10","10","[c]","[c]"
"In post","2022","20-29","Communications","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","East of England","Female","10","10","[c]","[c]"
"In post","2022","20-29","Communications","East of England","Male","5","5","[c]","[c]"
"In post","2022","20-29","Communications","London","Female","420","415","36840","34710"
"In post","2022","20-29","Communications","London","Male","225","220","37720","35810"
"In post","2022","20-29","Communications","North East (England)","Female","10","10","[c]","[c]"
"In post","2022","20-29","Communications","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","North West (England)","Female","25","25","[c]","[c]"
"In post","2022","20-29","Communications","North West (England)","Male","15","15","[c]","[c]"
"In post","2022","20-29","Communications","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Scotland","Female","10","10","[c]","[c]"
"In post","2022","20-29","Communications","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","South East (England)","Female","25","25","[c]","[c]"
"In post","2022","20-29","Communications","South East (England)","Male","10","10","[c]","[c]"
"In post","2022","20-29","Communications","South West (England)","Female","20","20","[c]","[c]"
"In post","2022","20-29","Communications","South West (England)","Male","5","5","[c]","[c]"
"In post","2022","20-29","Communications","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Wales","Female","35","35","32100","31040"
"In post","2022","20-29","Communications","Wales","Male","15","15","[c]","[c]"
"In post","2022","20-29","Communications","West Midlands (England)","Female","15","15","[c]","[c]"
"In post","2022","20-29","Communications","West Midlands (England)","Male","5","5","[c]","[c]"
"In post","2022","20-29","Communications","Yorkshire and The Humber","Female","15","15","[c]","[c]"
"In post","2022","20-29","Communications","Yorkshire and The Humber","Male","5","5","[c]","[c]"
"In post","2022","20-29","Corporate Finance","London","Female","5","5","[c]","[c]"
"In post","2022","20-29","Corporate Finance","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Corporate Finance","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Corporate Finance","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Corporate Finance","South East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Corporate Finance","South East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Corporate Finance","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Corporate Finance","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Corporate Finance","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Corporate Finance","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Counter Fraud","East Midlands (England)","Female","15","15","[c]","[c]"
"In post","2022","20-29","Counter Fraud","East Midlands (England)","Male","5","5","[c]","[c]"
"In post","2022","20-29","Counter Fraud","East of England","Female","5","5","[c]","[c]"
"In post","2022","20-29","Counter Fraud","East of England","Male","10","10","[c]","[c]"
"In post","2022","20-29","Counter Fraud","London","Female","85","85","29200","26380"
"In post","2022","20-29","Counter Fraud","London","Male","60","60","30030","26090"
"In post","2022","20-29","Counter Fraud","North East (England)","Female","45","40","27850","27570"
"In post","2022","20-29","Counter Fraud","North East (England)","Male","35","35","27820","27570"
"In post","2022","20-29","Counter Fraud","North West (England)","Female","40","40","26790","27570"
"In post","2022","20-29","Counter Fraud","North West (England)","Male","30","30","27520","27570"
"In post","2022","20-29","Counter Fraud","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Counter Fraud","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Counter Fraud","Scotland","Female","40","40","25150","27570"
"In post","2022","20-29","Counter Fraud","Scotland","Male","20","20","[c]","[c]"
"In post","2022","20-29","Counter Fraud","South East (England)","Female","30","30","27710","27570"
"In post","2022","20-29","Counter Fraud","South East (England)","Male","25","25","[c]","[c]"
"In post","2022","20-29","Counter Fraud","South West (England)","Female","15","15","[c]","[c]"
"In post","2022","20-29","Counter Fraud","South West (England)","Male","10","10","[c]","[c]"
"In post","2022","20-29","Counter Fraud","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Counter Fraud","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Counter Fraud","Wales","Female","45","40","24940","26030"
"In post","2022","20-29","Counter Fraud","Wales","Male","30","30","23210","21260"
"In post","2022","20-29","Counter Fraud","West Midlands (England)","Female","30","30","28090","27570"
"In post","2022","20-29","Counter Fraud","West Midlands (England)","Male","20","20","[c]","[c]"
"In post","2022","20-29","Counter Fraud","Yorkshire and The Humber","Female","25","25","[c]","[c]"
"In post","2022","20-29","Counter Fraud","Yorkshire and The Humber","Male","20","20","[c]","[c]"
"In post","2022","20-29","Digital, Data and Technology","East Midlands (England)","Female","15","15","[c]","[c]"
"In post","2022","20-29","Digital, Data and Technology","East Midlands (England)","Male","30","30","33690","33040"
"In post","2022","20-29","Digital, Data and Technology","East of England","Female","20","20","[c]","[c]"
"In post","2022","20-29","Digital, Data and Technology","East of England","Male","55","55","29000","26820"
"In post","2022","20-29","Digital, Data and Technology","London","Female","330","330","39140","37930"
"In post","2022","20-29","Digital, Data and Technology","London","Male","405","405","38500","36550"
"In post","2022","20-29","Digital, Data and Technology","North East (England)","Female","80","80","34580","33370"
"In post","2022","20-29","Digital, Data and Technology","North East (England)","Male","170","170","35530","33080"
"In post","2022","20-29","Digital, Data and Technology","North West (England)","Female","145","140","32570","31990"
