"Status","Year","Disability","Region_ITL1","Region_ITL3","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared disabled","East of England","Southend-on-Sea","LGBO","15","15","[c]","[c]"
"In post","2022","Declared disabled","East of England","Southend-on-Sea","Undeclared","25","20","[c]","[c]"
"In post","2022","Declared disabled","East of England","Southend-on-Sea","Unknown","20","20","[c]","[c]"
"In post","2022","Declared disabled","East of England","Suffolk CC","Heterosexual / straight","335","305","29050","27570"
"In post","2022","Declared disabled","East of England","Suffolk CC","LGBO","25","25","[c]","[c]"
"In post","2022","Declared disabled","East of England","Suffolk CC","Undeclared","40","35","28810","27570"
"In post","2022","Declared disabled","East of England","Suffolk CC","Unknown","35","30","28120","27570"
"In post","2022","Declared disabled","East of England","Thurrock","Heterosexual / straight","30","25","[c]","[c]"
"In post","2022","Declared disabled","East of England","Thurrock","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","East of England","Thurrock","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","East of England","Thurrock","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","East of England","West Essex","Heterosexual / straight","50","45","30790","29170"
"In post","2022","Declared disabled","East of England","West Essex","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","East of England","West Essex","Undeclared","5","5","[c]","[c]"
"In post","2022","Declared disabled","East of England","West Essex","Unknown","5","5","[c]","[c]"
"In post","2022","Declared disabled","London","Barking & Dagenham and Havering","Heterosexual / straight","95","85","31330","31060"
"In post","2022","Declared disabled","London","Barking & Dagenham and Havering","LGBO","5","5","[c]","[c]"
"In post","2022","Declared disabled","London","Barking & Dagenham and Havering","Undeclared","5","5","[c]","[c]"
"In post","2022","Declared disabled","London","Barking & Dagenham and Havering","Unknown","10","10","[c]","[c]"
"In post","2022","Declared disabled","London","Barnet","Heterosexual / straight","105","100","35840","31880"
"In post","2022","Declared disabled","London","Barnet","LGBO","10","10","[c]","[c]"
"In post","2022","Declared disabled","London","Barnet","Undeclared","10","10","[c]","[c]"
"In post","2022","Declared disabled","London","Barnet","Unknown","5","5","[c]","[c]"
"In post","2022","Declared disabled","London","Bexley and Greenwich","Heterosexual / straight","140","135","30870","31060"
"In post","2022","Declared disabled","London","Bexley and Greenwich","LGBO","15","15","[c]","[c]"
"In post","2022","Declared disabled","London","Bexley and Greenwich","Undeclared","20","20","[c]","[c]"
"In post","2022","Declared disabled","London","Bexley and Greenwich","Unknown","15","10","[c]","[c]"
"In post","2022","Declared disabled","London","Brent","Heterosexual / straight","40","40","30730","31060"
"In post","2022","Declared disabled","London","Brent","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","London","Brent","Undeclared","10","10","[c]","[c]"
"In post","2022","Declared disabled","London","Brent","Unknown","5","5","[c]","[c]"
"In post","2022","Declared disabled","London","Bromley","Heterosexual / straight","75","70","33530","31060"
"In post","2022","Declared disabled","London","Bromley","LGBO","5","5","[c]","[c]"
"In post","2022","Declared disabled","London","Bromley","Undeclared","10","10","[c]","[c]"
"In post","2022","Declared disabled","London","Bromley","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","London","Camden and City of London","Heterosexual / straight","155","145","34730","28310"
"In post","2022","Declared disabled","London","Camden and City of London","LGBO","20","20","[c]","[c]"
"In post","2022","Declared disabled","London","Camden and City of London","Undeclared","25","25","[c]","[c]"
"In post","2022","Declared disabled","London","Camden and City of London","Unknown","10","10","[c]","[c]"
"In post","2022","Declared disabled","London","Croydon","Heterosexual / straight","770","720","38260","35050"
"In post","2022","Declared disabled","London","Croydon","LGBO","80","75","41360","35200"
"In post","2022","Declared disabled","London","Croydon","Undeclared","125","115","37520","34250"
"In post","2022","Declared disabled","London","Croydon","Unknown","55","50","36220","31740"
"In post","2022","Declared disabled","London","Ealing","Heterosexual / straight","65","60","33390","31060"
"In post","2022","Declared disabled","London","Ealing","LGBO","5","5","[c]","[c]"
"In post","2022","Declared disabled","London","Ealing","Undeclared","10","10","[c]","[c]"
"In post","2022","Declared disabled","London","Ealing","Unknown","5","5","[c]","[c]"
"In post","2022","Declared disabled","London","Enfield","Heterosexual / straight","40","35","33550","31060"
"In post","2022","Declared disabled","London","Enfield","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","London","Enfield","Undeclared","10","10","[c]","[c]"
"In post","2022","Declared disabled","London","Enfield","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","London","Hackney and Newham","Heterosexual / straight","510","475","38410","33440"
"In post","2022","Declared disabled","London","Hackney and Newham","LGBO","50","45","40360","33020"
"In post","2022","Declared disabled","London","Hackney and Newham","Undeclared","70","65","36860","31060"
"In post","2022","Declared disabled","London","Hackney and Newham","Unknown","85","75","33960","31070"
"In post","2022","Declared disabled","London","Haringey and Islington","Heterosexual / straight","150","145","32320","31060"
"In post","2022","Declared disabled","London","Haringey and Islington","LGBO","20","20","[c]","[c]"
"In post","2022","Declared disabled","London","Haringey and Islington","Undeclared","25","25","[c]","[c]"
"In post","2022","Declared disabled","London","Haringey and Islington","Unknown","15","15","[c]","[c]"
"In post","2022","Declared disabled","London","Harrow and Hillingdon","Heterosexual / straight","250","230","31390","30180"
"In post","2022","Declared disabled","London","Harrow and Hillingdon","LGBO","10","10","[c]","[c]"
"In post","2022","Declared disabled","London","Harrow and Hillingdon","Undeclared","50","45","33050","30500"
"In post","2022","Declared disabled","London","Harrow and Hillingdon","Unknown","15","10","[c]","[c]"
"In post","2022","Declared disabled","London","Hounslow and Richmond upon Thames","Heterosexual / straight","190","175","32030","31060"
"In post","2022","Declared disabled","London","Hounslow and Richmond upon Thames","LGBO","30","25","[c]","[c]"
"In post","2022","Declared disabled","London","Hounslow and Richmond upon Thames","Undeclared","30","30","33550","30780"
"In post","2022","Declared disabled","London","Hounslow and Richmond upon Thames","Unknown","15","15","[c]","[c]"
"In post","2022","Declared disabled","London","Kensington & Chelsea and Hammersmith & Fulham","Heterosexual / straight","55","55","31240","31060"
"In post","2022","Declared disabled","London","Kensington & Chelsea and Hammersmith & Fulham","LGBO","10","10","[c]","[c]"
"In post","2022","Declared disabled","London","Kensington & Chelsea and Hammersmith & Fulham","Undeclared","5","5","[c]","[c]"
"In post","2022","Declared disabled","London","Kensington & Chelsea and Hammersmith & Fulham","Unknown","10","10","[c]","[c]"
"In post","2022","Declared disabled","London","Lambeth","Heterosexual / straight","180","170","36980","33530"
"In post","2022","Declared disabled","London","Lambeth","LGBO","30","30","35850","32300"
"In post","2022","Declared disabled","London","Lambeth","Undeclared","30","25","[c]","[c]"
"In post","2022","Declared disabled","London","Lambeth","Unknown","20","15","[c]","[c]"
"In post","2022","Declared disabled","London","Lewisham and Southwark","Heterosexual / straight","125","120","32900","31060"
"In post","2022","Declared disabled","London","Lewisham and Southwark","LGBO","20","20","[c]","[c]"
"In post","2022","Declared disabled","London","Lewisham and Southwark","Undeclared","35","30","32410","30330"
"In post","2022","Declared disabled","London","Lewisham and Southwark","Unknown","5","5","[c]","[c]"
"In post","2022","Declared disabled","London","Merton, Kingston upon Thames and Sutton","Heterosexual / straight","60","55","32270","31060"
"In post","2022","Declared disabled","London","Merton, Kingston upon Thames and Sutton","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","London","Merton, Kingston upon Thames and Sutton","Undeclared","10","10","[c]","[c]"
"In post","2022","Declared disabled","London","Merton, Kingston upon Thames and Sutton","Unknown","5","5","[c]","[c]"
"In post","2022","Declared disabled","London","Redbridge and Waltham Forest","Heterosexual / straight","115","110","29760","30700"
"In post","2022","Declared disabled","London","Redbridge and Waltham Forest","LGBO","10","10","[c]","[c]"
"In post","2022","Declared disabled","London","Redbridge and Waltham Forest","Undeclared","25","20","[c]","[c]"
"In post","2022","Declared disabled","London","Redbridge and Waltham Forest","Unknown","20","15","[c]","[c]"
"In post","2022","Declared disabled","London","Tower Hamlets","Heterosexual / straight","340","325","45670","39850"
"In post","2022","Declared disabled","London","Tower Hamlets","LGBO","70","65","44130","40760"
"In post","2022","Declared disabled","London","Tower Hamlets","Undeclared","60","60","46120","41750"
"In post","2022","Declared disabled","London","Tower Hamlets","Unknown","30","25","[c]","[c]"
"In post","2022","Declared disabled","London","Wandsworth","Heterosexual / straight","80","75","33600","31880"
"In post","2022","Declared disabled","London","Wandsworth","LGBO","10","10","[c]","[c]"
"In post","2022","Declared disabled","London","Wandsworth","Undeclared","10","5","[c]","[c]"
"In post","2022","Declared disabled","London","Wandsworth","Unknown","10","10","[c]","[c]"
"In post","2022","Declared disabled","London","Westminster","Heterosexual / straight","3680","3560","46460","41750"
"In post","2022","Declared disabled","London","Westminster","LGBO","740","730","45930","40650"
"In post","2022","Declared disabled","London","Westminster","Undeclared","445","430","46630","41750"
"In post","2022","Declared disabled","London","Westminster","Unknown","195","180","45390","40910"
"In post","2022","Declared disabled","North East (England)","Darlington","Heterosexual / straight","120","115","35690","30770"
"In post","2022","Declared disabled","North East (England)","Darlington","LGBO","15","15","[c]","[c]"
"In post","2022","Declared disabled","North East (England)","Darlington","Undeclared","15","10","[c]","[c]"
"In post","2022","Declared disabled","North East (England)","Darlington","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","North East (England)","Durham","Heterosexual / straight","490","435","27360","25710"
"In post","2022","Declared disabled","North East (England)","Durham","LGBO","30","30","26490","22600"
"In post","2022","Declared disabled","North East (England)","Durham","Undeclared","45","40","28760","27130"
"In post","2022","Declared disabled","North East (England)","Durham","Unknown","45","35","25790","26870"
"In post","2022","Declared disabled","North East (England)","Hartlepool and Stockton-on-Tees","Heterosexual / straight","205","180","28220","27570"
"In post","2022","Declared disabled","North East (England)","Hartlepool and Stockton-on-Tees","LGBO","10","10","[c]","[c]"
"In post","2022","Declared disabled","North East (England)","Hartlepool and Stockton-on-Tees","Undeclared","25","20","[c]","[c]"
"In post","2022","Declared disabled","North East (England)","Hartlepool and Stockton-on-Tees","Unknown","15","10","[c]","[c]"
"In post","2022","Declared disabled","North East (England)","Northumberland","Heterosexual / straight","45","45","27200","27570"
"In post","2022","Declared disabled","North East (England)","Northumberland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","North East (England)","Northumberland","Undeclared","10","5","[c]","[c]"
"In post","2022","Declared disabled","North East (England)","Northumberland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","North East (England)","South Teesside","Heterosexual / straight","160","140","27350","27570"
"In post","2022","Declared disabled","North East (England)","South Teesside","LGBO","15","10","[c]","[c]"
"In post","2022","Declared disabled","North East (England)","South Teesside","Undeclared","30","25","[c]","[c]"
"In post","2022","Declared disabled","North East (England)","South Teesside","Unknown","15","15","[c]","[c]"
"In post","2022","Declared disabled","North East (England)","Sunderland","Heterosexual / straight","435","365","26200","25660"
"In post","2022","Declared disabled","North East (England)","Sunderland","LGBO","20","20","[c]","[c]"
"In post","2022","Declared disabled","North East (England)","Sunderland","Undeclared","45","40","24840","22080"
"In post","2022","Declared disabled","North East (England)","Sunderland","Unknown","40","30","24380","22080"
"In post","2022","Declared disabled","North East (England)","Tyneside","Heterosexual / straight","1525","1370","29010","26820"
"In post","2022","Declared disabled","North East (England)","Tyneside","LGBO","165","155","28620","26820"
"In post","2022","Declared disabled","North East (England)","Tyneside","Undeclared","145","125","30360","27190"
"In post","2022","Declared disabled","North East (England)","Tyneside","Unknown","160","135","26380","22080"
"In post","2022","Declared disabled","North West (England)","Blackburn with Darwen","Heterosexual / straight","55","50","27740","27570"
"In post","2022","Declared disabled","North West (England)","Blackburn with Darwen","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","North West (England)","Blackburn with Darwen","Undeclared","5","5","[c]","[c]"
"In post","2022","Declared disabled","North West (England)","Blackburn with Darwen","Unknown","5","5","[c]","[c]"
"In post","2022","Declared disabled","North West (England)","Blackpool","Heterosexual / straight","610","540","28290","27570"
"In post","2022","Declared disabled","North West (England)","Blackpool","LGBO","70","70","27660","27570"
"In post","2022","Declared disabled","North West (England)","Blackpool","Undeclared","85","75","29100","27570"
"In post","2022","Declared disabled","North West (England)","Blackpool","Unknown","80","70","26940","27570"
"In post","2022","Declared disabled","North West (England)","Cheshire East","Heterosexual / straight","95","85","31630","27570"
"In post","2022","Declared disabled","North West (England)","Cheshire East","LGBO","15","15","[c]","[c]"
"In post","2022","Declared disabled","North West (England)","Cheshire East","Undeclared","20","20","[c]","[c]"
"In post","2022","Declared disabled","North West (England)","Cheshire East","Unknown","5","5","[c]","[c]"
"In post","2022","Declared disabled","North West (England)","Cheshire West and Chester","Heterosexual / straight","75","65","26790","27570"
"In post","2022","Declared disabled","North West (England)","Cheshire West and Chester","LGBO","5","5","[c]","[c]"
"In post","2022","Declared disabled","North West (England)","Cheshire West and Chester","Undeclared","10","10","[c]","[c]"
"In post","2022","Declared disabled","North West (England)","Cheshire West and Chester","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","North West (England)","Chorley and West Lancashire","Heterosexual / straight","110","100","29790","27570"
"In post","2022","Declared disabled","North West (England)","Chorley and West Lancashire","LGBO","10","10","[c]","[c]"
"In post","2022","Declared disabled","North West (England)","Chorley and West Lancashire","Undeclared","10","10","[c]","[c]"
"In post","2022","Declared disabled","North West (England)","Chorley and West Lancashire","Unknown","5","5","[c]","[c]"
"In post","2022","Declared disabled","North West (England)","East Cumbria","Heterosexual / straight","90","85","29630","27190"
"In post","2022","Declared disabled","North West (England)","East Cumbria","LGBO","5","5","[c]","[c]"
"In post","2022","Declared disabled","North West (England)","East Cumbria","Undeclared","10","10","[c]","[c]"
"In post","2022","Declared disabled","North West (England)","East Cumbria","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","North West (England)","East Lancashire","Heterosexual / straight","80","75","26610","27570"
"In post","2022","Declared disabled","North West (England)","East Lancashire","LGBO","5","5","[c]","[c]"
"In post","2022","Declared disabled","North West (England)","East Lancashire","Undeclared","5","5","[c]","[c]"
"In post","2022","Declared disabled","North West (England)","East Lancashire","Unknown","10","5","[c]","[c]"
"In post","2022","Declared disabled","North West (England)","East Merseyside","Heterosexual / straight","160","140","28240","27570"
"In post","2022","Declared disabled","North West (England)","East Merseyside","LGBO","5","5","[c]","[c]"
"In post","2022","Declared disabled","North West (England)","East Merseyside","Undeclared","15","10","[c]","[c]"
"In post","2022","Declared disabled","North West (England)","East Merseyside","Unknown","15","10","[c]","[c]"
"In post","2022","Declared disabled","North West (England)","Greater Manchester North East","Heterosexual / straight","135","125","27610","27570"
"In post","2022","Declared disabled","North West (England)","Greater Manchester North East","LGBO","20","20","[c]","[c]"
"In post","2022","Declared disabled","North West (England)","Greater Manchester North East","Undeclared","25","20","[c]","[c]"
"In post","2022","Declared disabled","North West (England)","Greater Manchester North East","Unknown","10","10","[c]","[c]"
"In post","2022","Declared disabled","North West (England)","Greater Manchester North West","Heterosexual / straight","235","210","26280","25160"
"In post","2022","Declared disabled","North West (England)","Greater Manchester North West","LGBO","15","15","[c]","[c]"
"In post","2022","Declared disabled","North West (England)","Greater Manchester North West","Undeclared","40","35","24940","22510"
"In post","2022","Declared disabled","North West (England)","Greater Manchester North West","Unknown","25","20","[c]","[c]"
"In post","2022","Declared disabled","North West (England)","Greater Manchester South East","Heterosexual / straight","120","110","25440","22510"
"In post","2022","Declared disabled","North West (England)","Greater Manchester South East","LGBO","15","10","[c]","[c]"
"In post","2022","Declared disabled","North West (England)","Greater Manchester South East","Undeclared","15","15","[c]","[c]"
"In post","2022","Declared disabled","North West (England)","Greater Manchester South East","Unknown","10","10","[c]","[c]"
"In post","2022","Declared disabled","North West (England)","Greater Manchester South West","Heterosexual / straight","450","420","32200","27570"
"In post","2022","Declared disabled","North West (England)","Greater Manchester South West","LGBO","80","75","30780","27780"
"In post","2022","Declared disabled","North West (England)","Greater Manchester South West","Undeclared","60","55","31010","27570"
"In post","2022","Declared disabled","North West (England)","Greater Manchester South West","Unknown","55","50","30810","26820"
"In post","2022","Declared disabled","North West (England)","Lancaster and Wyre","Heterosexual / straight","95","85","28600","26930"
"In post","2022","Declared disabled","North West (England)","Lancaster and Wyre","LGBO","10","10","[c]","[c]"
"In post","2022","Declared disabled","North West (England)","Lancaster and Wyre","Undeclared","15","15","[c]","[c]"
"In post","2022","Declared disabled","North West (England)","Lancaster and Wyre","Unknown","10","5","[c]","[c]"
"In post","2022","Declared disabled","North West (England)","Liverpool","Heterosexual / straight","1015","925","29680","26590"
"In post","2022","Declared disabled","North West (England)","Liverpool","LGBO","105","100","29340","26970"
"In post","2022","Declared disabled","North West (England)","Liverpool","Undeclared","100","95","29320","26720"
"In post","2022","Declared disabled","North West (England)","Liverpool","Unknown","80","70","27570","23390"
"In post","2022","Declared disabled","North West (England)","Manchester","Heterosexual / straight","775","720","33690","30210"
"In post","2022","Declared disabled","North West (England)","Manchester","LGBO","130","125","33650","31670"
"In post","2022","Declared disabled","North West (England)","Manchester","Undeclared","110","105","31890","27570"
"In post","2022","Declared disabled","North West (England)","Manchester","Unknown","60","55","32620","28430"
"In post","2022","Declared disabled","North West (England)","Mid Lancashire","Heterosexual / straight","595","525","27720","26310"
"In post","2022","Declared disabled","North West (England)","Mid Lancashire","LGBO","55","50","27000","22140"
"In post","2022","Declared disabled","North West (England)","Mid Lancashire","Undeclared","75","65","25470","24920"
"In post","2022","Declared disabled","North West (England)","Mid Lancashire","Unknown","65","55","26520","26750"
"In post","2022","Declared disabled","North West (England)","Sefton","Heterosexual / straight","455","410","30050","27570"
"In post","2022","Declared disabled","North West (England)","Sefton","LGBO","35","35","29260","26370"
"In post","2022","Declared disabled","North West (England)","Sefton","Undeclared","50","40","28670","27470"
"In post","2022","Declared disabled","North West (England)","Sefton","Unknown","40","35","26620","26820"
"In post","2022","Declared disabled","North West (England)","Warrington","Heterosexual / straight","195","175","31040","28840"
"In post","2022","Declared disabled","North West (England)","Warrington","LGBO","15","15","[c]","[c]"
"In post","2022","Declared disabled","North West (England)","Warrington","Undeclared","20","20","[c]","[c]"
"In post","2022","Declared disabled","North West (England)","Warrington","Unknown","15","10","[c]","[c]"
"In post","2022","Declared disabled","North West (England)","West Cumbria","Heterosexual / straight","95","80","30150","27570"
"In post","2022","Declared disabled","North West (England)","West Cumbria","LGBO","10","10","[c]","[c]"
"In post","2022","Declared disabled","North West (England)","West Cumbria","Undeclared","15","15","[c]","[c]"
"In post","2022","Declared disabled","North West (England)","West Cumbria","Unknown","30","25","23870","21300"
"In post","2022","Declared disabled","North West (England)","Wirral","Heterosexual / straight","315","275","25940","26220"
"In post","2022","Declared disabled","North West (England)","Wirral","LGBO","25","20","[c]","[c]"
