"Status","Year","Disability","Region_ITL2","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared disabled","Bedfordshire and Hertfordshire","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Bedfordshire and Hertfordshire","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Bedfordshire and Hertfordshire","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Bedfordshire and Hertfordshire","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Bedfordshire and Hertfordshire","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Bedfordshire and Hertfordshire","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Bedfordshire and Hertfordshire","SEO","Heterosexual / straight","35","35","45660","44630"
"In post","2022","Declared disabled","Bedfordshire and Hertfordshire","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Bedfordshire and Hertfordshire","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Bedfordshire and Hertfordshire","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Bedfordshire and Hertfordshire","Unknown","Heterosexual / straight","60","55","29260","28200"
"In post","2022","Declared disabled","Bedfordshire and Hertfordshire","Unknown","LGBO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Bedfordshire and Hertfordshire","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Bedfordshire and Hertfordshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","AA","Heterosexual / straight","40","40","21660","21360"
"In post","2022","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","AA","Undeclared","5","5","[c]","[c]"
"In post","2022","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","AO","Heterosexual / straight","195","185","26100","25000"
"In post","2022","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","AO","LGBO","25","25","[c]","[c]"
"In post","2022","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","AO","Undeclared","30","25","26600","24390"
"In post","2022","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","AO","Unknown","15","15","[c]","[c]"
"In post","2022","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","EO","Heterosexual / straight","225","205","29070","27570"
"In post","2022","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","EO","LGBO","30","25","[c]","[c]"
"In post","2022","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","EO","Undeclared","30","25","[c]","[c]"
"In post","2022","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","EO","Unknown","15","15","[c]","[c]"
"In post","2022","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","G6","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","G7","Heterosexual / straight","40","40","56520","55210"
"In post","2022","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","G7","Undeclared","5","5","[c]","[c]"
"In post","2022","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","HEO","Heterosexual / straight","125","120","34490","34090"
"In post","2022","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","HEO","LGBO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","HEO","Undeclared","20","20","[c]","[c]"
"In post","2022","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","SEO","Heterosexual / straight","70","65","43900","42540"
"In post","2022","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","SEO","LGBO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","SEO","Undeclared","10","10","[c]","[c]"
"In post","2022","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Heterosexual / straight","95","90","31160","29290"
"In post","2022","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","Unknown","LGBO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Undeclared","10","10","[c]","[c]"
"In post","2022","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cheshire","AA","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Declared disabled","Cheshire","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cheshire","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cheshire","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cheshire","AO","Heterosexual / straight","90","75","22400","21260"
"In post","2022","Declared disabled","Cheshire","AO","LGBO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Cheshire","AO","Undeclared","10","10","[c]","[c]"
"In post","2022","Declared disabled","Cheshire","AO","Unknown","10","5","[c]","[c]"
"In post","2022","Declared disabled","Cheshire","EO","Heterosexual / straight","125","115","28270","27570"
"In post","2022","Declared disabled","Cheshire","EO","LGBO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Cheshire","EO","Undeclared","20","20","[c]","[c]"
"In post","2022","Declared disabled","Cheshire","EO","Unknown","10","10","[c]","[c]"
"In post","2022","Declared disabled","Cheshire","G6","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Declared disabled","Cheshire","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cheshire","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cheshire","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cheshire","G7","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Declared disabled","Cheshire","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cheshire","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cheshire","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cheshire","HEO","Heterosexual / straight","45","40","34010","32410"
"In post","2022","Declared disabled","Cheshire","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cheshire","HEO","Undeclared","5","5","[c]","[c]"
"In post","2022","Declared disabled","Cheshire","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cheshire","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cheshire","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cheshire","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cheshire","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cheshire","SEO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Declared disabled","Cheshire","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cheshire","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cheshire","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cheshire","Unknown","Heterosexual / straight","40","35","28840","28200"
"In post","2022","Declared disabled","Cheshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cheshire","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cheshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cornwall and Isles of Scilly","AA","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Declared disabled","Cornwall and Isles of Scilly","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cornwall and Isles of Scilly","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cornwall and Isles of Scilly","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cornwall and Isles of Scilly","AO","Heterosexual / straight","60","55","21310","21260"
"In post","2022","Declared disabled","Cornwall and Isles of Scilly","AO","LGBO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Cornwall and Isles of Scilly","AO","Undeclared","15","10","[c]","[c]"
"In post","2022","Declared disabled","Cornwall and Isles of Scilly","AO","Unknown","10","10","[c]","[c]"
"In post","2022","Declared disabled","Cornwall and Isles of Scilly","EO","Heterosexual / straight","65","55","27380","27570"
"In post","2022","Declared disabled","Cornwall and Isles of Scilly","EO","LGBO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Cornwall and Isles of Scilly","EO","Undeclared","5","5","[c]","[c]"
"In post","2022","Declared disabled","Cornwall and Isles of Scilly","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cornwall and Isles of Scilly","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cornwall and Isles of Scilly","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cornwall and Isles of Scilly","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cornwall and Isles of Scilly","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cornwall and Isles of Scilly","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cornwall and Isles of Scilly","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cornwall and Isles of Scilly","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cornwall and Isles of Scilly","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cornwall and Isles of Scilly","HEO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Declared disabled","Cornwall and Isles of Scilly","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cornwall and Isles of Scilly","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cornwall and Isles of Scilly","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cornwall and Isles of Scilly","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cornwall and Isles of Scilly","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cornwall and Isles of Scilly","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cornwall and Isles of Scilly","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cornwall and Isles of Scilly","SEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Declared disabled","Cornwall and Isles of Scilly","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cornwall and Isles of Scilly","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cornwall and Isles of Scilly","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cornwall and Isles of Scilly","Unknown","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Declared disabled","Cornwall and Isles of Scilly","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cornwall and Isles of Scilly","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cornwall and Isles of Scilly","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cumbria","AA","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Declared disabled","Cumbria","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cumbria","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cumbria","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cumbria","AO","Heterosexual / straight","50","45","21540","21300"
"In post","2022","Declared disabled","Cumbria","AO","LGBO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Cumbria","AO","Undeclared","10","10","[c]","[c]"
"In post","2022","Declared disabled","Cumbria","AO","Unknown","20","20","[c]","[c]"
"In post","2022","Declared disabled","Cumbria","EO","Heterosexual / straight","55","45","26370","27570"
"In post","2022","Declared disabled","Cumbria","EO","LGBO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Cumbria","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cumbria","EO","Unknown","5","5","[c]","[c]"
"In post","2022","Declared disabled","Cumbria","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cumbria","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cumbria","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cumbria","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cumbria","G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Declared disabled","Cumbria","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cumbria","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cumbria","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cumbria","HEO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Declared disabled","Cumbria","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cumbria","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cumbria","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cumbria","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cumbria","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cumbria","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cumbria","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cumbria","SEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Declared disabled","Cumbria","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cumbria","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cumbria","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cumbria","Unknown","Heterosexual / straight","30","25","[c]","[c]"
"In post","2022","Declared disabled","Cumbria","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cumbria","Unknown","Undeclared","5","5","[c]","[c]"
"In post","2022","Declared disabled","Cumbria","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Derbyshire and Nottinghamshire","AA","Heterosexual / straight","45","40","20560","20890"
"In post","2022","Declared disabled","Derbyshire and Nottinghamshire","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Derbyshire and Nottinghamshire","AA","Undeclared","5","5","[c]","[c]"
"In post","2022","Declared disabled","Derbyshire and Nottinghamshire","AA","Unknown","5","5","[c]","[c]"
"In post","2022","Declared disabled","Derbyshire and Nottinghamshire","AO","Heterosexual / straight","335","300","22560","21260"
"In post","2022","Declared disabled","Derbyshire and Nottinghamshire","AO","LGBO","40","35","23870","21260"
"In post","2022","Declared disabled","Derbyshire and Nottinghamshire","AO","Undeclared","45","40","22820","21260"
"In post","2022","Declared disabled","Derbyshire and Nottinghamshire","AO","Unknown","35","30","22760","21260"
"In post","2022","Declared disabled","Derbyshire and Nottinghamshire","EO","Heterosexual / straight","390","355","27120","27570"
"In post","2022","Declared disabled","Derbyshire and Nottinghamshire","EO","LGBO","45","40","26820","27570"
"In post","2022","Declared disabled","Derbyshire and Nottinghamshire","EO","Undeclared","65","60","27340","27570"
"In post","2022","Declared disabled","Derbyshire and Nottinghamshire","EO","Unknown","30","30","27180","27570"
"In post","2022","Declared disabled","Derbyshire and Nottinghamshire","G6","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Declared disabled","Derbyshire and Nottinghamshire","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Derbyshire and Nottinghamshire","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Derbyshire and Nottinghamshire","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Derbyshire and Nottinghamshire","G7","Heterosexual / straight","70","65","54590","55210"
"In post","2022","Declared disabled","Derbyshire and Nottinghamshire","G7","LGBO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Derbyshire and Nottinghamshire","G7","Undeclared","10","10","[c]","[c]"
"In post","2022","Declared disabled","Derbyshire and Nottinghamshire","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Derbyshire and Nottinghamshire","HEO","Heterosexual / straight","190","180","32990","33360"
"In post","2022","Declared disabled","Derbyshire and Nottinghamshire","HEO","LGBO","30","30","31990","32360"
"In post","2022","Declared disabled","Derbyshire and Nottinghamshire","HEO","Undeclared","35","30","33090","33370"
"In post","2022","Declared disabled","Derbyshire and Nottinghamshire","HEO","Unknown","20","20","[c]","[c]"
"In post","2022","Declared disabled","Derbyshire and Nottinghamshire","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Derbyshire and Nottinghamshire","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Derbyshire and Nottinghamshire","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Derbyshire and Nottinghamshire","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Derbyshire and Nottinghamshire","SEO","Heterosexual / straight","110","105","41360","40520"
"In post","2022","Declared disabled","Derbyshire and Nottinghamshire","SEO","LGBO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Derbyshire and Nottinghamshire","SEO","Undeclared","15","15","[c]","[c]"
"In post","2022","Declared disabled","Derbyshire and Nottinghamshire","SEO","Unknown","5","5","[c]","[c]"
"In post","2022","Declared disabled","Derbyshire and Nottinghamshire","Unknown","Heterosexual / straight","135","120","30320","28200"
"In post","2022","Declared disabled","Derbyshire and Nottinghamshire","Unknown","LGBO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Derbyshire and Nottinghamshire","Unknown","Undeclared","15","15","[c]","[c]"
"In post","2022","Declared disabled","Derbyshire and Nottinghamshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Devon","AA","Heterosexual / straight","55","50","19650","19810"
"In post","2022","Declared disabled","Devon","AA","LGBO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Devon","AA","Undeclared","5","5","[c]","[c]"
"In post","2022","Declared disabled","Devon","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Devon","AO","Heterosexual / straight","235","200","22500","21260"
"In post","2022","Declared disabled","Devon","AO","LGBO","25","25","[c]","[c]"
"In post","2022","Declared disabled","Devon","AO","Undeclared","40","35","23520","21260"
"In post","2022","Declared disabled","Devon","AO","Unknown","30","25","22610","21260"
"In post","2022","Declared disabled","Devon","EO","Heterosexual / straight","220","195","27610","27570"
"In post","2022","Declared disabled","Devon","EO","LGBO","30","25","[c]","[c]"
"In post","2022","Declared disabled","Devon","EO","Undeclared","35","30","27570","27570"
"In post","2022","Declared disabled","Devon","EO","Unknown","25","20","[c]","[c]"
"In post","2022","Declared disabled","Devon","G6","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Declared disabled","Devon","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Devon","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Devon","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Devon","G7","Heterosexual / straight","35","35","51960","48080"
"In post","2022","Declared disabled","Devon","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Devon","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Devon","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Devon","HEO","Heterosexual / straight","100","90","33570","33300"
"In post","2022","Declared disabled","Devon","HEO","LGBO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Devon","HEO","Undeclared","15","15","[c]","[c]"
"In post","2022","Declared disabled","Devon","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Devon","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Devon","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Devon","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Devon","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Devon","SEO","Heterosexual / straight","70","65","41850","40900"
"In post","2022","Declared disabled","Devon","SEO","LGBO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Devon","SEO","Undeclared","20","15","[c]","[c]"
"In post","2022","Declared disabled","Devon","SEO","Unknown","5","5","[c]","[c]"
"In post","2022","Declared disabled","Devon","Unknown","Heterosexual / straight","65","60","32060","30210"
"In post","2022","Declared disabled","Devon","Unknown","LGBO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Devon","Unknown","Undeclared","5","5","[c]","[c]"
"In post","2022","Declared disabled","Devon","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Dorset and Somerset","AA","Heterosexual / straight","35","30","19830","19200"
"In post","2022","Declared disabled","Dorset and Somerset","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Dorset and Somerset","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Dorset and Somerset","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Dorset and Somerset","AO","Heterosexual / straight","115","100","22790","21260"
"In post","2022","Declared disabled","Dorset and Somerset","AO","LGBO","15","15","[c]","[c]"
"In post","2022","Declared disabled","Dorset and Somerset","AO","Undeclared","25","25","[c]","[c]"
"In post","2022","Declared disabled","Dorset and Somerset","AO","Unknown","10","10","[c]","[c]"
"In post","2022","Declared disabled","Dorset and Somerset","EO","Heterosexual / straight","170","150","27430","27570"
"In post","2022","Declared disabled","Dorset and Somerset","EO","LGBO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Dorset and Somerset","EO","Undeclared","35","30","27540","27570"
"In post","2022","Declared disabled","Dorset and Somerset","EO","Unknown","10","10","[c]","[c]"
"In post","2022","Declared disabled","Dorset and Somerset","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Dorset and Somerset","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Dorset and Somerset","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Dorset and Somerset","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Dorset and Somerset","G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Declared disabled","Dorset and Somerset","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Dorset and Somerset","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Dorset and Somerset","G7","Unknown","[c]","[c]","[c]","[c]"
