"Status","Year","Disability","Organisation","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Female","Undeclared","25","25","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Female","Unknown","10","5","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Male","Heterosexual / straight","100","100","30440","26230"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Male","LGBO","15","15","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Male","Undeclared","30","25","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Male","Unknown","5","5","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Office","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Office","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Office","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Office","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Office","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Office","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Office","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Office","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Office","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Office","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Female","Heterosexual / straight","345","330","42790","38420"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Female","LGBO","60","60","41980","40600"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Female","Undeclared","45","45","43050","39640"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Male","Heterosexual / straight","240","240","46190","38580"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Male","LGBO","65","65","45390","40600"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Male","Undeclared","35","35","49200","49700"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Male","Unknown","10","10","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Female","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Female","Unknown","10","10","[c]","[c]"
"In post","2022","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Male","Unknown","10","10","[c]","[c]"
"In post","2022","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Female","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Male","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","Female","Heterosexual / straight","50","40","31210","24750"
"In post","2022","Declared disabled","Companies House","Female","LGBO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Companies House","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","Male","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Declared disabled","Companies House","Male","LGBO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Companies House","Male","Undeclared","5","5","[c]","[c]"
"In post","2022","Declared disabled","Companies House","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Female","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Male","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Criminal Injuries Compensation Authority","Female","Heterosexual / straight","20","15","[c]","[c]"
"In post","2022","Declared disabled","Criminal Injuries Compensation Authority","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Criminal Injuries Compensation Authority","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Criminal Injuries Compensation Authority","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Criminal Injuries Compensation Authority","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Declared disabled","Criminal Injuries Compensation Authority","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Criminal Injuries Compensation Authority","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Criminal Injuries Compensation Authority","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Criminal Injuries Compensation Authority","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Criminal Injuries Compensation Authority","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Criminal Injuries Compensation Authority","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Criminal Injuries Compensation Authority","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","Female","Heterosexual / straight","30","30","38460","38330"
"In post","2022","Declared disabled","Crown Commercial Service","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","Male","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Office and Procurator Fiscal Service","Female","Heterosexual / straight","65","60","35280","30040"
"In post","2022","Declared disabled","Crown Office and Procurator Fiscal Service","Female","LGBO","15","15","[c]","[c]"
"In post","2022","Declared disabled","Crown Office and Procurator Fiscal Service","Female","Undeclared","10","10","[c]","[c]"
"In post","2022","Declared disabled","Crown Office and Procurator Fiscal Service","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Office and Procurator Fiscal Service","Male","Heterosexual / straight","35","30","38150","33070"
"In post","2022","Declared disabled","Crown Office and Procurator Fiscal Service","Male","LGBO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Crown Office and Procurator Fiscal Service","Male","Undeclared","5","5","[c]","[c]"
"In post","2022","Declared disabled","Crown Office and Procurator Fiscal Service","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Office and Procurator Fiscal Service","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Office and Procurator Fiscal Service","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Office and Procurator Fiscal Service","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Office and Procurator Fiscal Service","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Prosecution Service","Female","Heterosexual / straight","450","405","40890","34480"
"In post","2022","Declared disabled","Crown Prosecution Service","Female","LGBO","25","25","[c]","[c]"
"In post","2022","Declared disabled","Crown Prosecution Service","Female","Undeclared","25","20","[c]","[c]"
"In post","2022","Declared disabled","Crown Prosecution Service","Female","Unknown","65","55","41610","34750"
"In post","2022","Declared disabled","Crown Prosecution Service","Male","Heterosexual / straight","190","185","42760","38000"
"In post","2022","Declared disabled","Crown Prosecution Service","Male","LGBO","30","30","48610","52190"
"In post","2022","Declared disabled","Crown Prosecution Service","Male","Undeclared","15","15","[c]","[c]"
"In post","2022","Declared disabled","Crown Prosecution Service","Male","Unknown","30","30","[c]","[c]"
"In post","2022","Declared disabled","Crown Prosecution Service","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Prosecution Service","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Prosecution Service","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Prosecution Service","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Defence Electronics and Components Agency","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Defence Electronics and Components Agency","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Defence Electronics and Components Agency","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Defence Electronics and Components Agency","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Defence Electronics and Components Agency","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Declared disabled","Defence Electronics and Components Agency","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Defence Electronics and Components Agency","Male","Undeclared","10","10","[c]","[c]"
"In post","2022","Declared disabled","Defence Electronics and Components Agency","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Defence Electronics and Components Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Defence Electronics and Components Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Defence Electronics and Components Agency","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Defence Electronics and Components Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Defence Equipment and Support","Female","Heterosexual / straight","340","315","33920","31600"
"In post","2022","Declared disabled","Defence Equipment and Support","Female","LGBO","30","30","28550","27540"
"In post","2022","Declared disabled","Defence Equipment and Support","Female","Undeclared","50","45","34860","32670"
"In post","2022","Declared disabled","Defence Equipment and Support","Female","Unknown","10","10","[c]","[c]"
"In post","2022","Declared disabled","Defence Equipment and Support","Male","Heterosexual / straight","490","480","36100","34000"
"In post","2022","Declared disabled","Defence Equipment and Support","Male","LGBO","30","30","33760","32960"
"In post","2022","Declared disabled","Defence Equipment and Support","Male","Undeclared","90","90","39920","40630"
"In post","2022","Declared disabled","Defence Equipment and Support","Male","Unknown","15","15","[c]","[c]"
"In post","2022","Declared disabled","Defence Equipment and Support","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Defence Equipment and Support","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Defence Equipment and Support","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Defence Equipment and Support","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Defence Science and Technology Laboratory","Female","Heterosexual / straight","45","40","42340","47010"
"In post","2022","Declared disabled","Defence Science and Technology Laboratory","Female","LGBO","15","15","[c]","[c]"
"In post","2022","Declared disabled","Defence Science and Technology Laboratory","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Defence Science and Technology Laboratory","Female","Unknown","45","45","37420","38070"
"In post","2022","Declared disabled","Defence Science and Technology Laboratory","Male","Heterosexual / straight","55","55","40210","38460"
"In post","2022","Declared disabled","Defence Science and Technology Laboratory","Male","LGBO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Defence Science and Technology Laboratory","Male","Undeclared","5","5","[c]","[c]"
"In post","2022","Declared disabled","Defence Science and Technology Laboratory","Male","Unknown","70","70","40580","38070"
"In post","2022","Declared disabled","Defence Science and Technology Laboratory","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Defence Science and Technology Laboratory","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Defence Science and Technology Laboratory","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Defence Science and Technology Laboratory","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","Heterosexual / straight","235","225","47550","41780"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","LGBO","55","55","43540","40050"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","Undeclared","20","20","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","Unknown","5","5","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","Heterosexual / straight","185","185","47770","44360"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","LGBO","35","35","47050","44450"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","Undeclared","25","20","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","Unknown","5","5","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","Female","Heterosexual / straight","75","75","47540","40500"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","Female","LGBO","20","20","[c]","[c]"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","Female","Undeclared","10","10","[c]","[c]"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","Male","Heterosexual / straight","50","50","48530","42780"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","Male","LGBO","15","15","[c]","[c]"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","Male","Undeclared","5","5","[c]","[c]"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Education (excl. agencies)","Female","Heterosexual / straight","270","250","41340","37100"
"In post","2022","Declared disabled","Department for Education (excl. agencies)","Female","LGBO","45","40","42490","40230"
"In post","2022","Declared disabled","Department for Education (excl. agencies)","Female","Undeclared","30","30","42670","40230"
"In post","2022","Declared disabled","Department for Education (excl. agencies)","Female","Unknown","15","10","[c]","[c]"
"In post","2022","Declared disabled","Department for Education (excl. agencies)","Male","Heterosexual / straight","150","145","41680","36900"
"In post","2022","Declared disabled","Department for Education (excl. agencies)","Male","LGBO","30","30","40680","36640"
"In post","2022","Declared disabled","Department for Education (excl. agencies)","Male","Undeclared","20","20","[c]","[c]"
"In post","2022","Declared disabled","Department for Education (excl. agencies)","Male","Unknown","5","5","[c]","[c]"
"In post","2022","Declared disabled","Department for Education (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Education (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Education (excl. agencies)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Education (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","Heterosexual / straight","340","325","41080","37240"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","LGBO","60","60","39910","35230"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","Undeclared","45","40","39370","35900"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","Unknown","5","5","[c]","[c]"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","Heterosexual / straight","240","235","41140","36970"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","LGBO","50","50","41660","36630"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","Undeclared","25","25","[c]","[c]"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","Unknown","5","5","[c]","[c]"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","Female","Heterosexual / straight","85","85","45870","39200"
"In post","2022","Declared disabled","Department for International Trade","Female","LGBO","20","20","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","Female","Undeclared","15","15","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","Female","Unknown","15","15","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","Male","Heterosexual / straight","70","70","48350","50570"
"In post","2022","Declared disabled","Department for International Trade","Male","LGBO","25","25","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","Male","Undeclared","5","5","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","Male","Unknown","15","15","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","Female","Heterosexual / straight","160","155","41830","36340"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","Female","LGBO","45","45","38390","34310"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","Female","Undeclared","10","10","[c]","[c]"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","Male","Heterosexual / straight","120","120","43220","38160"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","Male","LGBO","35","35","41100","39600"
