"Status","Year","Ethnicity","Function_of_post","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Asian","Project Delivery","Female","Unknown","75","65","38120","37000"
"In post","2022","Asian","Project Delivery","Male","Heterosexual / straight","545","540","42010","39100"
"In post","2022","Asian","Project Delivery","Male","LGBO","20","20","[c]","[c]"
"In post","2022","Asian","Project Delivery","Male","Undeclared","15","15","[c]","[c]"
"In post","2022","Asian","Project Delivery","Male","Unknown","55","55","46410","40910"
"In post","2022","Asian","Project Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Project Delivery","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Property","Female","Heterosexual / straight","170","160","36740","33040"
"In post","2022","Asian","Property","Female","LGBO","5","5","[c]","[c]"
"In post","2022","Asian","Property","Female","Undeclared","20","20","[c]","[c]"
"In post","2022","Asian","Property","Female","Unknown","20","15","[c]","[c]"
"In post","2022","Asian","Property","Male","Heterosexual / straight","210","205","37110","33000"
"In post","2022","Asian","Property","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Property","Male","Undeclared","10","10","[c]","[c]"
"In post","2022","Asian","Property","Male","Unknown","25","25","[c]","[c]"
"In post","2022","Asian","Property","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Property","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Property","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Security","Female","Heterosexual / straight","100","95","35670","33230"
"In post","2022","Asian","Security","Female","LGBO","5","5","[c]","[c]"
"In post","2022","Asian","Security","Female","Undeclared","5","5","[c]","[c]"
"In post","2022","Asian","Security","Female","Unknown","5","5","[c]","[c]"
"In post","2022","Asian","Security","Male","Heterosexual / straight","175","170","32860","30430"
"In post","2022","Asian","Security","Male","LGBO","5","5","[c]","[c]"
"In post","2022","Asian","Security","Male","Undeclared","10","10","[c]","[c]"
"In post","2022","Asian","Security","Male","Unknown","10","10","[c]","[c]"
"In post","2022","Asian","Security","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Security","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","Female","Heterosexual / straight","2780","2535","32440","29030"
"In post","2022","Asian","Unknown","Female","LGBO","25","25","[c]","[c]"
"In post","2022","Asian","Unknown","Female","Undeclared","270","240","30400","28760"
"In post","2022","Asian","Unknown","Female","Unknown","45","45","32630","28650"
"In post","2022","Asian","Unknown","Male","Heterosexual / straight","2055","1995","33030","29050"
"In post","2022","Asian","Unknown","Male","LGBO","35","35","32860","29850"
"In post","2022","Asian","Unknown","Male","Undeclared","145","135","31330","28670"
"In post","2022","Asian","Unknown","Male","Unknown","40","40","34200","31060"
"In post","2022","Asian","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Analysis","Female","Heterosexual / straight","95","95","38860","37100"
"In post","2022","Black","Analysis","Female","LGBO","5","5","[c]","[c]"
"In post","2022","Black","Analysis","Female","Undeclared","5","5","[c]","[c]"
"In post","2022","Black","Analysis","Female","Unknown","10","10","[c]","[c]"
"In post","2022","Black","Analysis","Male","Heterosexual / straight","80","80","40270","37970"
"In post","2022","Black","Analysis","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Analysis","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","Analysis","Male","Unknown","10","10","[c]","[c]"
"In post","2022","Black","Analysis","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Black","Analysis","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Analysis","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Commercial","Female","Heterosexual / straight","90","90","38460","36340"
"In post","2022","Black","Commercial","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Commercial","Female","Undeclared","5","5","[c]","[c]"
"In post","2022","Black","Commercial","Female","Unknown","10","10","[c]","[c]"
"In post","2022","Black","Commercial","Male","Heterosexual / straight","45","45","44210","40580"
"In post","2022","Black","Commercial","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Commercial","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","Commercial","Male","Unknown","10","10","[c]","[c]"
"In post","2022","Black","Commercial","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Black","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Commercial","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Communications","Female","Heterosexual / straight","140","135","33390","30430"
"In post","2022","Black","Communications","Female","LGBO","5","5","[c]","[c]"
"In post","2022","Black","Communications","Female","Undeclared","10","10","[c]","[c]"
"In post","2022","Black","Communications","Female","Unknown","15","15","[c]","[c]"
"In post","2022","Black","Communications","Male","Heterosexual / straight","70","65","31620","26820"
"In post","2022","Black","Communications","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Communications","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","Communications","Male","Unknown","5","5","[c]","[c]"
"In post","2022","Black","Communications","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Black","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Communications","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Counter Fraud","Female","Heterosexual / straight","300","280","31260","31020"
"In post","2022","Black","Counter Fraud","Female","LGBO","5","5","[c]","[c]"
"In post","2022","Black","Counter Fraud","Female","Undeclared","30","25","29530","29220"
"In post","2022","Black","Counter Fraud","Female","Unknown","75","65","31270","31060"
"In post","2022","Black","Counter Fraud","Male","Heterosexual / straight","170","165","30670","31020"
"In post","2022","Black","Counter Fraud","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Counter Fraud","Male","Undeclared","10","10","[c]","[c]"
"In post","2022","Black","Counter Fraud","Male","Unknown","25","25","[c]","[c]"
"In post","2022","Black","Counter Fraud","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Black","Counter Fraud","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Counter Fraud","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","Counter Fraud","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Debt","Female","Heterosexual / straight","100","90","24780","21260"
"In post","2022","Black","Debt","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Debt","Female","Undeclared","5","5","[c]","[c]"
"In post","2022","Black","Debt","Female","Unknown","35","30","26790","26400"
"In post","2022","Black","Debt","Male","Heterosexual / straight","50","50","24460","21260"
"In post","2022","Black","Debt","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Debt","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","Debt","Male","Unknown","15","15","[c]","[c]"
"In post","2022","Black","Debt","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Black","Debt","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Debt","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","Debt","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","Female","Heterosexual / straight","235","235","39420","36500"
"In post","2022","Black","Digital, Data & Technology","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","Female","Undeclared","10","10","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","Female","Unknown","20","15","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","Male","Heterosexual / straight","325","320","39910","36760"
"In post","2022","Black","Digital, Data & Technology","Male","LGBO","10","10","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","Male","Undeclared","10","10","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","Male","Unknown","25","25","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Finance","Female","Heterosexual / straight","245","240","38580","36000"
"In post","2022","Black","Finance","Female","LGBO","5","5","[c]","[c]"
"In post","2022","Black","Finance","Female","Undeclared","15","10","[c]","[c]"
"In post","2022","Black","Finance","Female","Unknown","10","10","[c]","[c]"
"In post","2022","Black","Finance","Male","Heterosexual / straight","155","155","40800","38670"
"In post","2022","Black","Finance","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Finance","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","Finance","Male","Unknown","10","10","[c]","[c]"
"In post","2022","Black","Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Black","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Finance","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Grants Management","Female","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Black","Grants Management","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Grants Management","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","Grants Management","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Grants Management","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Black","Grants Management","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Grants Management","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","Grants Management","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Grants Management","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Black","Grants Management","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Grants Management","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","Grants Management","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Human Resources","Female","Heterosexual / straight","270","265","37070","34370"
"In post","2022","Black","Human Resources","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Human Resources","Female","Undeclared","15","15","[c]","[c]"
"In post","2022","Black","Human Resources","Female","Unknown","15","15","[c]","[c]"
"In post","2022","Black","Human Resources","Male","Heterosexual / straight","65","65","36030","34260"
"In post","2022","Black","Human Resources","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Human Resources","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","Human Resources","Male","Unknown","5","5","[c]","[c]"
"In post","2022","Black","Human Resources","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Black","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Human Resources","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Internal Audit","Female","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Black","Internal Audit","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Internal Audit","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","Internal Audit","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Internal Audit","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Black","Internal Audit","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Internal Audit","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","Internal Audit","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Internal Audit","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Black","Internal Audit","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Internal Audit","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","Internal Audit","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Legal","Female","Heterosexual / straight","380","365","40520","34460"
"In post","2022","Black","Legal","Female","LGBO","5","5","[c]","[c]"
"In post","2022","Black","Legal","Female","Undeclared","20","15","[c]","[c]"
"In post","2022","Black","Legal","Female","Unknown","65","55","42050","34740"
"In post","2022","Black","Legal","Male","Heterosexual / straight","145","140","41440","33410"
"In post","2022","Black","Legal","Male","LGBO","10","10","[c]","[c]"
"In post","2022","Black","Legal","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","Legal","Male","Unknown","20","20","[c]","[c]"
"In post","2022","Black","Legal","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Black","Legal","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Legal","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","Legal","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","No function","Female","Heterosexual / straight","5575","5320","31430","30210"
"In post","2022","Black","No function","Female","LGBO","120","120","31830","30290"
"In post","2022","Black","No function","Female","Undeclared","350","325","31130","30220"
"In post","2022","Black","No function","Female","Unknown","570","515","30460","30170"
"In post","2022","Black","No function","Male","Heterosexual / straight","3030","2975","32190","31020"
"In post","2022","Black","No function","Male","LGBO","85","85","31840","30250"
"In post","2022","Black","No function","Male","Undeclared","145","140","32100","31020"
"In post","2022","Black","No function","Male","Unknown","345","325","32980","31060"
"In post","2022","Black","No function","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Black","No function","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","No function","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","No function","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Female","Heterosexual / straight","350","340","39830","37930"
"In post","2022","Black","Project Delivery","Female","LGBO","5","5","[c]","[c]"
"In post","2022","Black","Project Delivery","Female","Undeclared","15","15","[c]","[c]"
"In post","2022","Black","Project Delivery","Female","Unknown","30","25","[c]","[c]"
"In post","2022","Black","Project Delivery","Male","Heterosexual / straight","255","250","39560","37610"
"In post","2022","Black","Project Delivery","Male","LGBO","5","5","[c]","[c]"
