"Status","Year","Disability","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared disabled","Human Resources","London","370","360","47100","42170"
"In post","2022","Declared disabled","Human Resources","Outside London","885","835","36780","33300"
"In post","2022","Declared disabled","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Inspector of Education and Training","London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Inspector of Education and Training","Outside London","65","65","62750","64500"
"In post","2022","Declared disabled","Intelligence Analysis","London","120","110","38240","35850"
"In post","2022","Declared disabled","Intelligence Analysis","Outside London","175","165","29960","27380"
"In post","2022","Declared disabled","Intelligence Analysis","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","London","20","20","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","Outside London","70","65","41820","39590"
"In post","2022","Declared disabled","Internal Audit","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","International Trade","London","95","95","47620","41060"
"In post","2022","Declared disabled","International Trade","Outside London","20","20","[c]","[c]"
"In post","2022","Declared disabled","International Trade","Overseas","15","15","[c]","[c]"
"In post","2022","Declared disabled","Knowledge and Information Management","London","90","90","41380","37760"
"In post","2022","Declared disabled","Knowledge and Information Management","Outside London","210","200","32400","30200"
"In post","2022","Declared disabled","Knowledge and Information Management","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Legal","London","370","345","56330","58360"
"In post","2022","Declared disabled","Legal","Outside London","680","620","45350","44810"
"In post","2022","Declared disabled","Legal","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Medicine","London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Medicine","Outside London","105","95","56570","45840"
"In post","2022","Declared disabled","Medicine","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Operational Delivery","London","3785","3535","33230","31060"
"In post","2022","Declared disabled","Operational Delivery","Outside London","27450","24465","27150","26820"
"In post","2022","Declared disabled","Operational Delivery","Overseas","20","20","[c]","[c]"
"In post","2022","Declared disabled","Operational Delivery","Unknown","75","65","27550","27570"
"In post","2022","Declared disabled","Operational Research","London","30","30","50980","51280"
"In post","2022","Declared disabled","Operational Research","Outside London","60","55","40040","39100"
"In post","2022","Declared disabled","Operational Research","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other","London","400","385","36600","31060"
"In post","2022","Declared disabled","Other","Outside London","2885","2655","27100","26350"
"In post","2022","Declared disabled","Other","Overseas","15","15","[c]","[c]"
"In post","2022","Declared disabled","Other","Unknown","25","25","[c]","[c]"
"In post","2022","Declared disabled","Planning","London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Planning","Outside London","15","15","[c]","[c]"
"In post","2022","Declared disabled","Planning Inspectors","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Planning Inspectors","Outside London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Policy","London","1995","1940","47560","42470"
"In post","2022","Declared disabled","Policy","Outside London","960","920","39570","36500"
"In post","2022","Declared disabled","Policy","Overseas","130","130","48620","43840"
"In post","2022","Declared disabled","Policy","Unknown","5","5","[c]","[c]"
"In post","2022","Declared disabled","Project Delivery","London","335","320","46150","41970"
"In post","2022","Declared disabled","Project Delivery","Outside London","1165","1100","39210","37450"
"In post","2022","Declared disabled","Project Delivery","Overseas","15","15","[c]","[c]"
"In post","2022","Declared disabled","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Property","London","95","90","45370","40650"
"In post","2022","Declared disabled","Property","Outside London","495","470","35590","33300"
"In post","2022","Declared disabled","Property","Overseas","10","10","[c]","[c]"
"In post","2022","Declared disabled","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Psychology","London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Psychology","Outside London","115","115","32610","29750"
"In post","2022","Declared disabled","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Science and Engineering","London","60","60","44460","40980"
"In post","2022","Declared disabled","Science and Engineering","Outside London","950","910","36270","34000"
"In post","2022","Declared disabled","Science and Engineering","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","London","120","120","39620","36590"
"In post","2022","Declared disabled","Security","Outside London","575","555","31200","28860"
"In post","2022","Declared disabled","Security","Overseas","5","5","[c]","[c]"
"In post","2022","Declared disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Social Research","London","40","40","44920","42320"
"In post","2022","Declared disabled","Social Research","Outside London","85","80","38770","38340"
"In post","2022","Declared disabled","Statistics","London","90","90","45800","41900"
"In post","2022","Declared disabled","Statistics","Outside London","150","145","40400","38340"
"In post","2022","Declared disabled","Statistics","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Tax","London","225","210","44120","40910"
"In post","2022","Declared disabled","Tax","Outside London","1345","1255","35260","33370"
"In post","2022","Declared disabled","Tax","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","London","645","630","48570","43430"
"In post","2022","Declared disabled","Unknown","Outside London","1910","1830","36740","33070"
"In post","2022","Declared disabled","Unknown","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Unknown","25","25","[c]","[c]"
"In post","2022","Declared disabled","Veterinarian","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Veterinarian","Outside London","25","20","[c]","[c]"
"In post","2022","Declared disabled","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Commercial","London","610","595","47340","42470"
"In post","2022","Declared non-disabled","Commercial","Outside London","3360","3225","38760","36500"
"In post","2022","Declared non-disabled","Commercial","Overseas","25","25","[c]","[c]"
"In post","2022","Declared non-disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Communications","London","1260","1225","48300","44880"
"In post","2022","Declared non-disabled","Communications","Outside London","1360","1295","37610","36050"
"In post","2022","Declared non-disabled","Communications","Overseas","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Corporate Finance","London","40","40","58010","54840"
"In post","2022","Declared non-disabled","Corporate Finance","Outside London","80","80","44950","42320"
"In post","2022","Declared non-disabled","Counter Fraud","London","960","880","33590","31060"
"In post","2022","Declared non-disabled","Counter Fraud","Outside London","3980","3565","28010","27570"
"In post","2022","Declared non-disabled","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Digital, Data and Technology","London","2410","2365","50240","45710"
"In post","2022","Declared non-disabled","Digital, Data and Technology","Outside London","10555","10235","40680","37450"
"In post","2022","Declared non-disabled","Digital, Data and Technology","Overseas","25","25","[c]","[c]"
"In post","2022","Declared non-disabled","Digital, Data and Technology","Unknown","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Economics","London","1105","1080","50580","52500"
"In post","2022","Declared non-disabled","Economics","Outside London","270","265","42670","38730"
"In post","2022","Declared non-disabled","Economics","Overseas","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","London","1965","1920","49580","45070"
"In post","2022","Declared non-disabled","Finance","Outside London","6545","6255","38390","33630"
"In post","2022","Declared non-disabled","Finance","Overseas","60","60","38590","33300"
"In post","2022","Declared non-disabled","Finance","Unknown","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","Geography","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Geography","Outside London","295","280","31720","33290"
"In post","2022","Declared non-disabled","Geography","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Human Resources","London","1810","1750","47340","42470"
"In post","2022","Declared non-disabled","Human Resources","Outside London","4585","4315","36260","33000"
"In post","2022","Declared non-disabled","Human Resources","Overseas","30","30","42920","34770"
"In post","2022","Declared non-disabled","Human Resources","Unknown","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Inspector of Education and Training","London","70","70","64130","64500"
"In post","2022","Declared non-disabled","Inspector of Education and Training","Outside London","725","710","66560","70500"
"In post","2022","Declared non-disabled","Intelligence Analysis","London","870","830","38680","35500"
"In post","2022","Declared non-disabled","Intelligence Analysis","Outside London","1390","1330","30100","27370"
"In post","2022","Declared non-disabled","Intelligence Analysis","Overseas","55","55","43570","40560"
"In post","2022","Declared non-disabled","Internal Audit","London","155","150","51490","49000"
"In post","2022","Declared non-disabled","Internal Audit","Outside London","420","400","44130","42230"
"In post","2022","Declared non-disabled","Internal Audit","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","International Trade","London","645","635","48420","51710"
"In post","2022","Declared non-disabled","International Trade","Outside London","145","140","40960","37060"
"In post","2022","Declared non-disabled","International Trade","Overseas","85","85","57240","53750"
"In post","2022","Declared non-disabled","Knowledge and Information Management","London","510","495","40890","37340"
"In post","2022","Declared non-disabled","Knowledge and Information Management","Outside London","1150","1095","33010","30450"
"In post","2022","Declared non-disabled","Knowledge and Information Management","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","London","3335","3140","56230","53810"
"In post","2022","Declared non-disabled","Legal","Outside London","5215","4850","46230","47100"
"In post","2022","Declared non-disabled","Legal","Overseas","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Medicine","London","185","160","74160","70410"
"In post","2022","Declared non-disabled","Medicine","Outside London","1300","1150","50880","39630"
"In post","2022","Declared non-disabled","Medicine","Overseas","35","35","53900","53180"
"In post","2022","Declared non-disabled","Medicine","Unknown","25","20","[c]","[c]"
"In post","2022","Declared non-disabled","Operational Delivery","London","21980","20705","34470","31060"
"In post","2022","Declared non-disabled","Operational Delivery","Outside London","145240","132140","27870","26820"
"In post","2022","Declared non-disabled","Operational Delivery","Overseas","195","190","44470","38380"
"In post","2022","Declared non-disabled","Operational Delivery","Unknown","370","350","29330","27570"
"In post","2022","Declared non-disabled","Operational Research","London","240","230","51830","52420"
"In post","2022","Declared non-disabled","Operational Research","Outside London","645","620","43130","43130"
"In post","2022","Declared non-disabled","Operational Research","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Other","London","3010","2920","41230","31880"
"In post","2022","Declared non-disabled","Other","Outside London","16395","15430","28270","26350"
"In post","2022","Declared non-disabled","Other","Overseas","135","135","52250","55800"
"In post","2022","Declared non-disabled","Other","Unknown","120","110","27230","25110"
"In post","2022","Declared non-disabled","Planning","London","70","65","48600","46120"
"In post","2022","Declared non-disabled","Planning","Outside London","105","100","44290","40720"
"In post","2022","Declared non-disabled","Planning Inspectors","London","20","15","[c]","[c]"
"In post","2022","Declared non-disabled","Planning Inspectors","Outside London","255","225","56380","58810"
"In post","2022","Declared non-disabled","Policy","London","14225","13840","50490","52290"
"In post","2022","Declared non-disabled","Policy","Outside London","6915","6620","42560","38160"
"In post","2022","Declared non-disabled","Policy","Overseas","1250","1245","52110","53370"
"In post","2022","Declared non-disabled","Policy","Unknown","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","London","2460","2390","50930","45400"
"In post","2022","Declared non-disabled","Project Delivery","Outside London","8920","8540","41660","40000"
"In post","2022","Declared non-disabled","Project Delivery","Overseas","80","80","50290","51500"
"In post","2022","Declared non-disabled","Project Delivery","Unknown","15","10","[c]","[c]"
"In post","2022","Declared non-disabled","Property","London","855","820","46290","41750"
"In post","2022","Declared non-disabled","Property","Outside London","4205","4005","37270","33370"
"In post","2022","Declared non-disabled","Property","Overseas","145","145","39520","38220"
"In post","2022","Declared non-disabled","Property","Unknown","30","25","[c]","[c]"
"In post","2022","Declared non-disabled","Psychology","London","70","65","41800","33900"
"In post","2022","Declared non-disabled","Psychology","Outside London","1045","1000","36080","31180"
"In post","2022","Declared non-disabled","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Science and Engineering","London","715","695","45910","40980"
"In post","2022","Declared non-disabled","Science and Engineering","Outside London","9635","9285","38660","38070"
"In post","2022","Declared non-disabled","Science and Engineering","Overseas","105","105","41780","39650"
"In post","2022","Declared non-disabled","Science and Engineering","Unknown","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Security","London","950","930","40210","37320"
"In post","2022","Declared non-disabled","Security","Outside London","4860","4745","30710","26750"
"In post","2022","Declared non-disabled","Security","Overseas","65","65","36210","34150"
"In post","2022","Declared non-disabled","Security","Unknown","50","50","29000","27370"
"In post","2022","Declared non-disabled","Social Research","London","350","340","48860","43950"
"In post","2022","Declared non-disabled","Social Research","Outside London","485","450","40960","38340"
"In post","2022","Declared non-disabled","Statistics","London","665","645","49050","45060"
"In post","2022","Declared non-disabled","Statistics","Outside London","945","905","42140","38340"
"In post","2022","Declared non-disabled","Statistics","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Tax","London","1520","1455","45850","40300"
"In post","2022","Declared non-disabled","Tax","Outside London","10065","9570","35320","33370"
"In post","2022","Declared non-disabled","Tax","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","London","4320","4245","52350","54700"
"In post","2022","Declared non-disabled","Unknown","Outside London","12735","12280","39310","33370"
"In post","2022","Declared non-disabled","Unknown","Overseas","25","25","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Unknown","155","155","41730","37300"
"In post","2022","Declared non-disabled","Veterinarian","London","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Veterinarian","Outside London","300","290","44340","40850"
"In post","2022","Declared non-disabled","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Commercial","London","60","55","51000","47590"
"In post","2022","Undeclared","Commercial","Outside London","285","275","40210","37860"
"In post","2022","Undeclared","Commercial","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Communications","London","70","70","45670","41650"
"In post","2022","Undeclared","Communications","Outside London","90","85","36950","34810"
"In post","2022","Undeclared","Communications","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Corporate Finance","London","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Counter Fraud","London","50","50","32740","31470"
"In post","2022","Undeclared","Counter Fraud","Outside London","280","255","29210","27570"
"In post","2022","Undeclared","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data and Technology","London","180","175","49320","45150"
"In post","2022","Undeclared","Digital, Data and Technology","Outside London","910","890","39680","36630"
"In post","2022","Undeclared","Digital, Data and Technology","Overseas","5","5","[c]","[c]"
"In post","2022","Undeclared","Economics","London","80","80","46470","41050"
"In post","2022","Undeclared","Economics","Outside London","10","10","[c]","[c]"
"In post","2022","Undeclared","Economics","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","London","140","140","49330","47150"
"In post","2022","Undeclared","Finance","Outside London","515","495","37700","33630"
"In post","2022","Undeclared","Finance","Overseas","5","5","[c]","[c]"
"In post","2022","Undeclared","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Geography","Outside London","25","25","[c]","[c]"
"In post","2022","Undeclared","Human Resources","London","145","140","46520","42410"
"In post","2022","Undeclared","Human Resources","Outside London","350","330","34590","32250"
"In post","2022","Undeclared","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Intelligence Analysis","London","85","80","40410","37560"
"In post","2022","Undeclared","Intelligence Analysis","Outside London","180","175","31560","29470"
"In post","2022","Undeclared","Intelligence Analysis","Overseas","5","5","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","London","25","25","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","Outside London","30","30","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","International Trade","London","35","35","49710","51970"
"In post","2022","Undeclared","International Trade","Outside London","10","10","[c]","[c]"
"In post","2022","Undeclared","International Trade","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Knowledge and Information Management","London","40","40","44050","37000"
"In post","2022","Undeclared","Knowledge and Information Management","Outside London","115","110","33210","30810"
"In post","2022","Undeclared","Knowledge and Information Management","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Legal","London","220","210","55600","56420"
"In post","2022","Undeclared","Legal","Outside London","330","305","41020","36050"
"In post","2022","Undeclared","Medicine","London","10","10","[c]","[c]"
"In post","2022","Undeclared","Medicine","Outside London","80","70","49030","39030"
"In post","2022","Undeclared","Medicine","Overseas","5","5","[c]","[c]"
"In post","2022","Undeclared","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Operational Delivery","London","2000","1880","34260","31060"
"In post","2022","Undeclared","Operational Delivery","Outside London","12875","11700","28520","27570"
"In post","2022","Undeclared","Operational Delivery","Overseas","10","10","[c]","[c]"
"In post","2022","Undeclared","Operational Delivery","Unknown","20","20","[c]","[c]"
"In post","2022","Undeclared","Operational Research","London","25","25","[c]","[c]"
"In post","2022","Undeclared","Operational Research","Outside London","15","15","[c]","[c]"
"In post","2022","Undeclared","Operational Research","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Other","London","165","160","34480","31060"
"In post","2022","Undeclared","Other","Outside London","1490","1410","27740","26350"
"In post","2022","Undeclared","Other","Overseas","10","10","[c]","[c]"
"In post","2022","Undeclared","Other","Unknown","10","10","[c]","[c]"
"In post","2022","Undeclared","Planning","London","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Planning","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Planning Inspectors","London","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Planning Inspectors","Outside London","20","15","[c]","[c]"
"In post","2022","Undeclared","Policy","London","1125","1110","49250","52290"
"In post","2022","Undeclared","Policy","Outside London","505","480","39740","37250"
"In post","2022","Undeclared","Policy","Overseas","75","75","54160","54500"
"In post","2022","Undeclared","Project Delivery","London","160","155","50500","46170"
"In post","2022","Undeclared","Project Delivery","Outside London","600","575","41690","40520"
"In post","2022","Undeclared","Project Delivery","Overseas","10","10","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Property","London","105","100","44450","38000"
"In post","2022","Undeclared","Property","Outside London","420","400","37140","33500"
"In post","2022","Undeclared","Property","Overseas","10","10","[c]","[c]"
"In post","2022","Undeclared","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Psychology","London","5","5","[c]","[c]"
"In post","2022","Undeclared","Psychology","Outside London","120","115","36730","31180"
"In post","2022","Undeclared","Science and Engineering","London","35","35","46200","42470"
"In post","2022","Undeclared","Science and Engineering","Outside London","615","590","37560","35000"
"In post","2022","Undeclared","Science and Engineering","Overseas","5","5","[c]","[c]"
"In post","2022","Undeclared","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","London","100","100","44000","42470"
"In post","2022","Undeclared","Security","Outside London","670","650","33140","33300"
"In post","2022","Undeclared","Security","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Social Research","London","20","20","[c]","[c]"
"In post","2022","Undeclared","Social Research","Outside London","20","20","[c]","[c]"
"In post","2022","Undeclared","Statistics","London","40","40","48790","43810"
"In post","2022","Undeclared","Statistics","Outside London","30","30","39340","35270"
"In post","2022","Undeclared","Tax","London","145","135","47920","40910"
"In post","2022","Undeclared","Tax","Outside London","790","740","38150","33370"
"In post","2022","Undeclared","Unknown","London","270","265","48240","43430"
"In post","2022","Undeclared","Unknown","Outside London","515","495","37290","33080"
"In post","2022","Undeclared","Unknown","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Unknown","10","10","[c]","[c]"
"In post","2022","Undeclared","Veterinarian","London","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Veterinarian","Outside London","40","40","44500","37910"
"In post","2022","Unknown","Commercial","London","335","330","45860","41750"
"In post","2022","Unknown","Commercial","Outside London","915","885","36800","35000"
"In post","2022","Unknown","Commercial","Overseas","10","10","[c]","[c]"
"In post","2022","Unknown","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Communications","London","750","740","44840","40650"
"In post","2022","Unknown","Communications","Outside London","300","290","38160","34400"
"In post","2022","Unknown","Communications","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Communications","Unknown","5","5","[c]","[c]"
"In post","2022","Unknown","Corporate Finance","London","10","10","[c]","[c]"
"In post","2022","Unknown","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","London","95","95","44500","40000"
"In post","2022","Unknown","Counter Fraud","Outside London","220","205","28600","27570"
"In post","2022","Unknown","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data and Technology","London","1165","1155","47790","43000"
"In post","2022","Unknown","Digital, Data and Technology","Outside London","2995","2945","40050","36840"
"In post","2022","Unknown","Digital, Data and Technology","Overseas","10","10","[c]","[c]"
"In post","2022","Unknown","Digital, Data and Technology","Unknown","5","5","[c]","[c]"
"In post","2022","Unknown","Economics","London","365","360","45350","38220"
"In post","2022","Unknown","Economics","Outside London","105","100","35590","30710"
"In post","2022","Unknown","Economics","Overseas","10","10","[c]","[c]"
"In post","2022","Unknown","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","London","575","565","47440","41950"
"In post","2022","Unknown","Finance","Outside London","1360","1315","36160","33300"
"In post","2022","Unknown","Finance","Overseas","10","10","[c]","[c]"
"In post","2022","Unknown","Finance","Unknown","5","5","[c]","[c]"
"In post","2022","Unknown","Geography","Outside London","135","130","30470","29290"
"In post","2022","Unknown","Human Resources","London","425","420","41850","37200"
"In post","2022","Unknown","Human Resources","Outside London","985","935","33960","30450"
"In post","2022","Unknown","Human Resources","Overseas","5","5","[c]","[c]"
"In post","2022","Unknown","Human Resources","Unknown","5","5","[c]","[c]"
"In post","2022","Unknown","Inspector of Education and Training","London","10","10","[c]","[c]"
"In post","2022","Unknown","Inspector of Education and Training","Outside London","60","55","58680","51360"
"In post","2022","Unknown","Intelligence Analysis","London","170","165","40030","37610"
"In post","2022","Unknown","Intelligence Analysis","Outside London","175","170","29780","26670"
"In post","2022","Unknown","Intelligence Analysis","Overseas","10","10","[c]","[c]"
"In post","2022","Unknown","Internal Audit","London","15","15","[c]","[c]"
"In post","2022","Unknown","Internal Audit","Outside London","35","30","41500","40580"
"In post","2022","Unknown","International Trade","London","460","455","45790","39760"
"In post","2022","Unknown","International Trade","Outside London","65","65","40580","40130"
"In post","2022","Unknown","International Trade","Overseas","65","65","53480","52400"
"In post","2022","Unknown","Knowledge and Information Management","London","120","120","43010","39780"
"In post","2022","Unknown","Knowledge and Information Management","Outside London","135","130","31150","27570"
"In post","2022","Unknown","Knowledge and Information Management","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Legal","London","985","940","51230","51510"
"In post","2022","Unknown","Legal","Outside London","1530","1455","40710","38000"
"In post","2022","Unknown","Legal","Overseas","5","5","[c]","[c]"
"In post","2022","Unknown","Medicine","London","175","160","77670","68830"
"In post","2022","Unknown","Medicine","Outside London","555","485","54910","39630"
"In post","2022","Unknown","Medicine","Overseas","15","15","[c]","[c]"
"In post","2022","Unknown","Medicine","Unknown","10","5","[c]","[c]"
"In post","2022","Unknown","Operational Delivery","London","6035","5835","36950","32260"
"In post","2022","Unknown","Operational Delivery","Outside London","34780","32335","27410","24880"
"In post","2022","Unknown","Operational Delivery","Overseas","70","70","56970","58570"
"In post","2022","Unknown","Operational Delivery","Unknown","90","80","33770","29420"
"In post","2022","Unknown","Operational Research","London","65","65","44380","37930"
"In post","2022","Unknown","Operational Research","Outside London","55","50","38210","33330"
"In post","2022","Unknown","Other","London","780","760","41680","34360"
"In post","2022","Unknown","Other","Outside London","2755","2620","29070","26150"
"In post","2022","Unknown","Other","Overseas","395","395","47080","46600"
"In post","2022","Unknown","Other","Unknown","1785","1785","37460","34310"
"In post","2022","Unknown","Planning","London","5","5","[c]","[c]"
"In post","2022","Unknown","Planning","Outside London","15","15","[c]","[c]"
