"Status","Year","Region_ITL3","Region_london","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","City of Edinburgh","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Clackmannanshire and Fife","Outside London","AA","Heterosexual / straight","50","50","19860","19810"
"In post","2022","Clackmannanshire and Fife","Outside London","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Clackmannanshire and Fife","Outside London","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Clackmannanshire and Fife","Outside London","AA","Unknown","40","35","21240","20950"
"In post","2022","Clackmannanshire and Fife","Outside London","AO","Heterosexual / straight","175","160","22930","21260"
"In post","2022","Clackmannanshire and Fife","Outside London","AO","LGBO","5","5","[c]","[c]"
"In post","2022","Clackmannanshire and Fife","Outside London","AO","Undeclared","20","20","[c]","[c]"
"In post","2022","Clackmannanshire and Fife","Outside London","AO","Unknown","165","155","24330","23780"
"In post","2022","Clackmannanshire and Fife","Outside London","EO","Heterosexual / straight","320","295","28970","27570"
"In post","2022","Clackmannanshire and Fife","Outside London","EO","LGBO","15","15","[c]","[c]"
"In post","2022","Clackmannanshire and Fife","Outside London","EO","Undeclared","25","20","[c]","[c]"
"In post","2022","Clackmannanshire and Fife","Outside London","EO","Unknown","170","160","32300","35000"
"In post","2022","Clackmannanshire and Fife","Outside London","G6","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Clackmannanshire and Fife","Outside London","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Clackmannanshire and Fife","Outside London","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Clackmannanshire and Fife","Outside London","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Clackmannanshire and Fife","Outside London","G7","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Clackmannanshire and Fife","Outside London","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Clackmannanshire and Fife","Outside London","G7","Undeclared","5","5","[c]","[c]"
"In post","2022","Clackmannanshire and Fife","Outside London","G7","Unknown","5","5","[c]","[c]"
"In post","2022","Clackmannanshire and Fife","Outside London","HEO","Heterosexual / straight","125","120","34990","33300"
"In post","2022","Clackmannanshire and Fife","Outside London","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Clackmannanshire and Fife","Outside London","HEO","Undeclared","15","15","[c]","[c]"
"In post","2022","Clackmannanshire and Fife","Outside London","HEO","Unknown","20","15","[c]","[c]"
"In post","2022","Clackmannanshire and Fife","Outside London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Clackmannanshire and Fife","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Clackmannanshire and Fife","Outside London","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Clackmannanshire and Fife","Outside London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Clackmannanshire and Fife","Outside London","SEO","Heterosexual / straight","80","75","42600","41730"
"In post","2022","Clackmannanshire and Fife","Outside London","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Clackmannanshire and Fife","Outside London","SEO","Undeclared","15","15","[c]","[c]"
"In post","2022","Clackmannanshire and Fife","Outside London","SEO","Unknown","10","10","[c]","[c]"
"In post","2022","Clackmannanshire and Fife","Outside London","Unknown","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Clackmannanshire and Fife","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Clackmannanshire and Fife","Outside London","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Clackmannanshire and Fife","Outside London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Conwy and Denbighshire","Outside London","AA","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Conwy and Denbighshire","Outside London","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Conwy and Denbighshire","Outside London","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Conwy and Denbighshire","Outside London","AO","Heterosexual / straight","90","80","23130","24630"
"In post","2022","Conwy and Denbighshire","Outside London","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Conwy and Denbighshire","Outside London","AO","Undeclared","10","5","[c]","[c]"
"In post","2022","Conwy and Denbighshire","Outside London","AO","Unknown","10","5","[c]","[c]"
"In post","2022","Conwy and Denbighshire","Outside London","EO","Heterosexual / straight","155","145","27910","27570"
"In post","2022","Conwy and Denbighshire","Outside London","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Conwy and Denbighshire","Outside London","EO","Undeclared","15","10","[c]","[c]"
"In post","2022","Conwy and Denbighshire","Outside London","EO","Unknown","25","25","[c]","[c]"
"In post","2022","Conwy and Denbighshire","Outside London","G6","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Conwy and Denbighshire","Outside London","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Conwy and Denbighshire","Outside London","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Conwy and Denbighshire","Outside London","G7","Heterosexual / straight","50","45","58930","61440"
"In post","2022","Conwy and Denbighshire","Outside London","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Conwy and Denbighshire","Outside London","G7","Undeclared","10","10","[c]","[c]"
"In post","2022","Conwy and Denbighshire","Outside London","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Conwy and Denbighshire","Outside London","HEO","Heterosexual / straight","110","105","37220","38160"
"In post","2022","Conwy and Denbighshire","Outside London","HEO","LGBO","5","5","[c]","[c]"
"In post","2022","Conwy and Denbighshire","Outside London","HEO","Undeclared","10","10","[c]","[c]"
"In post","2022","Conwy and Denbighshire","Outside London","HEO","Unknown","5","5","[c]","[c]"
"In post","2022","Conwy and Denbighshire","Outside London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Conwy and Denbighshire","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Conwy and Denbighshire","Outside London","SEO","Heterosexual / straight","85","80","45820","47470"
"In post","2022","Conwy and Denbighshire","Outside London","SEO","LGBO","5","5","[c]","[c]"
"In post","2022","Conwy and Denbighshire","Outside London","SEO","Undeclared","15","15","[c]","[c]"
"In post","2022","Conwy and Denbighshire","Outside London","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Conwy and Denbighshire","Outside London","Unknown","Heterosexual / straight","70","65","29270","26310"
"In post","2022","Conwy and Denbighshire","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Conwy and Denbighshire","Outside London","Unknown","Undeclared","5","5","[c]","[c]"
"In post","2022","Conwy and Denbighshire","Outside London","Unknown","Unknown","15","10","[c]","[c]"
"In post","2022","Cornwall and Isles of Scilly","Outside London","AA","Heterosexual / straight","80","70","19510","19810"
"In post","2022","Cornwall and Isles of Scilly","Outside London","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Cornwall and Isles of Scilly","Outside London","AA","Undeclared","10","10","[c]","[c]"
"In post","2022","Cornwall and Isles of Scilly","Outside London","AA","Unknown","15","15","[c]","[c]"
"In post","2022","Cornwall and Isles of Scilly","Outside London","AO","Heterosexual / straight","410","375","21540","21260"
"In post","2022","Cornwall and Isles of Scilly","Outside London","AO","LGBO","25","25","[c]","[c]"
"In post","2022","Cornwall and Isles of Scilly","Outside London","AO","Undeclared","60","50","21840","21260"
"In post","2022","Cornwall and Isles of Scilly","Outside London","AO","Unknown","120","105","21310","21260"
"In post","2022","Cornwall and Isles of Scilly","Outside London","EO","Heterosexual / straight","420","385","27300","27570"
"In post","2022","Cornwall and Isles of Scilly","Outside London","EO","LGBO","25","25","[c]","[c]"
"In post","2022","Cornwall and Isles of Scilly","Outside London","EO","Undeclared","60","55","27380","27570"
"In post","2022","Cornwall and Isles of Scilly","Outside London","EO","Unknown","85","75","27340","27570"
"In post","2022","Cornwall and Isles of Scilly","Outside London","G6","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Cornwall and Isles of Scilly","Outside London","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Cornwall and Isles of Scilly","Outside London","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Cornwall and Isles of Scilly","Outside London","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Cornwall and Isles of Scilly","Outside London","G7","Heterosexual / straight","50","45","55210","50930"
"In post","2022","Cornwall and Isles of Scilly","Outside London","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Cornwall and Isles of Scilly","Outside London","G7","Undeclared","5","5","[c]","[c]"
"In post","2022","Cornwall and Isles of Scilly","Outside London","G7","Unknown","10","5","[c]","[c]"
"In post","2022","Cornwall and Isles of Scilly","Outside London","HEO","Heterosexual / straight","135","130","33070","33000"
"In post","2022","Cornwall and Isles of Scilly","Outside London","HEO","LGBO","5","5","[c]","[c]"
"In post","2022","Cornwall and Isles of Scilly","Outside London","HEO","Undeclared","25","20","[c]","[c]"
"In post","2022","Cornwall and Isles of Scilly","Outside London","HEO","Unknown","15","15","[c]","[c]"
"In post","2022","Cornwall and Isles of Scilly","Outside London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Cornwall and Isles of Scilly","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Cornwall and Isles of Scilly","Outside London","SEO","Heterosexual / straight","75","75","40420","38310"
"In post","2022","Cornwall and Isles of Scilly","Outside London","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Cornwall and Isles of Scilly","Outside London","SEO","Undeclared","5","5","[c]","[c]"
"In post","2022","Cornwall and Isles of Scilly","Outside London","SEO","Unknown","10","10","[c]","[c]"
"In post","2022","Cornwall and Isles of Scilly","Outside London","Unknown","Heterosexual / straight","70","65","30160","26310"
"In post","2022","Cornwall and Isles of Scilly","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Cornwall and Isles of Scilly","Outside London","Unknown","Undeclared","5","5","[c]","[c]"
"In post","2022","Cornwall and Isles of Scilly","Outside London","Unknown","Unknown","15","15","[c]","[c]"
"In post","2022","Coventry","Outside London","AA","Heterosexual / straight","15","10","[c]","[c]"
"In post","2022","Coventry","Outside London","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Coventry","Outside London","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Coventry","Outside London","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Coventry","Outside London","AO","Heterosexual / straight","165","145","21520","21260"
"In post","2022","Coventry","Outside London","AO","LGBO","10","10","[c]","[c]"
"In post","2022","Coventry","Outside London","AO","Undeclared","20","15","[c]","[c]"
"In post","2022","Coventry","Outside London","AO","Unknown","70","60","21660","21260"
"In post","2022","Coventry","Outside London","EO","Heterosexual / straight","375","345","26910","27130"
"In post","2022","Coventry","Outside London","EO","LGBO","20","20","[c]","[c]"
"In post","2022","Coventry","Outside London","EO","Undeclared","30","30","27490","27130"
"In post","2022","Coventry","Outside London","EO","Unknown","120","110","27260","27130"
"In post","2022","Coventry","Outside London","G6","Heterosexual / straight","115","115","63990","61960"
"In post","2022","Coventry","Outside London","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Coventry","Outside London","G6","Undeclared","10","10","[c]","[c]"
"In post","2022","Coventry","Outside London","G6","Unknown","25","25","[c]","[c]"
"In post","2022","Coventry","Outside London","G7","Heterosexual / straight","290","285","50790","50130"
"In post","2022","Coventry","Outside London","G7","LGBO","15","15","[c]","[c]"
"In post","2022","Coventry","Outside London","G7","Undeclared","35","35","50970","50270"
"In post","2022","Coventry","Outside London","G7","Unknown","100","100","50860","50090"
"In post","2022","Coventry","Outside London","HEO","Heterosexual / straight","335","320","31140","30200"
"In post","2022","Coventry","Outside London","HEO","LGBO","25","25","[c]","[c]"
"In post","2022","Coventry","Outside London","HEO","Undeclared","40","35","31230","31000"
"In post","2022","Coventry","Outside London","HEO","Unknown","100","90","31440","30320"
"In post","2022","Coventry","Outside London","SCS level","Heterosexual / straight","30","30","86480","80000"
"In post","2022","Coventry","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Coventry","Outside London","SCS level","Unknown","10","10","[c]","[c]"
"In post","2022","Coventry","Outside London","SEO","Heterosexual / straight","340","325","38460","36960"
"In post","2022","Coventry","Outside London","SEO","LGBO","15","15","[c]","[c]"
"In post","2022","Coventry","Outside London","SEO","Undeclared","35","35","37740","36680"
"In post","2022","Coventry","Outside London","SEO","Unknown","115","110","38410","37100"
"In post","2022","Coventry","Outside London","Unknown","Heterosexual / straight","70","65","30540","28200"
"In post","2022","Coventry","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Coventry","Outside London","Unknown","Undeclared","5","5","[c]","[c]"
"In post","2022","Coventry","Outside London","Unknown","Unknown","15","15","[c]","[c]"
"In post","2022","Croydon","London","AA","Heterosexual / straight","155","135","22340","22460"
"In post","2022","Croydon","London","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Croydon","London","AA","Undeclared","25","20","[c]","[c]"
"In post","2022","Croydon","London","AA","Unknown","20","15","[c]","[c]"
"In post","2022","Croydon","London","AO","Heterosexual / straight","980","890","25410","25630"
"In post","2022","Croydon","London","AO","LGBO","20","20","[c]","[c]"
"In post","2022","Croydon","London","AO","Undeclared","165","145","25450","25630"
"In post","2022","Croydon","London","AO","Unknown","270","255","25180","25330"
"In post","2022","Croydon","London","EO","Heterosexual / straight","1880","1770","29840","29370"
"In post","2022","Croydon","London","EO","LGBO","85","85","30000","30550"
"In post","2022","Croydon","London","EO","Undeclared","275","255","30040","29370"
"In post","2022","Croydon","London","EO","Unknown","540","520","30200","30600"
"In post","2022","Croydon","London","G6","Heterosexual / straight","400","385","72980","73790"
"In post","2022","Croydon","London","G6","LGBO","25","25","[c]","[c]"
"In post","2022","Croydon","London","G6","Undeclared","70","65","72790","73310"
"In post","2022","Croydon","London","G6","Unknown","85","80","74340","74850"
"In post","2022","Croydon","London","G7","Heterosexual / straight","915","885","60200","59680"
"In post","2022","Croydon","London","G7","LGBO","50","50","59550","57680"
"In post","2022","Croydon","London","G7","Undeclared","120","120","60710","59530"
"In post","2022","Croydon","London","G7","Unknown","210","210","60870","61560"
"In post","2022","Croydon","London","HEO","Heterosexual / straight","1550","1495","36450","36310"
"In post","2022","Croydon","London","HEO","LGBO","65","60","36560","37280"
"In post","2022","Croydon","London","HEO","Undeclared","220","210","36740","36780"
"In post","2022","Croydon","London","HEO","Unknown","505","490","36720","37610"
"In post","2022","Croydon","London","SCS level","Heterosexual / straight","80","80","87130","82430"
"In post","2022","Croydon","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Croydon","London","SCS level","Undeclared","5","5","[c]","[c]"
"In post","2022","Croydon","London","SCS level","Unknown","10","10","[c]","[c]"
"In post","2022","Croydon","London","SEO","Heterosexual / straight","1235","1200","43990","43430"
"In post","2022","Croydon","London","SEO","LGBO","45","45","44120","43430"
"In post","2022","Croydon","London","SEO","Undeclared","185","180","44180","43430"
"In post","2022","Croydon","London","SEO","Unknown","240","235","44760","43810"
"In post","2022","Croydon","London","Unknown","Heterosexual / straight","95","90","33590","32090"
"In post","2022","Croydon","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Croydon","London","Unknown","Undeclared","10","10","[c]","[c]"
"In post","2022","Croydon","London","Unknown","Unknown","25","25","[c]","[c]"
"In post","2022","Darlington","Outside London","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Darlington","Outside London","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Darlington","Outside London","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Darlington","Outside London","AO","Heterosexual / straight","75","65","21530","21250"
"In post","2022","Darlington","Outside London","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Darlington","Outside London","AO","Undeclared","10","5","[c]","[c]"
"In post","2022","Darlington","Outside London","AO","Unknown","15","15","[c]","[c]"
"In post","2022","Darlington","Outside London","EO","Heterosexual / straight","170","160","26100","26000"
"In post","2022","Darlington","Outside London","EO","LGBO","10","10","[c]","[c]"
"In post","2022","Darlington","Outside London","EO","Undeclared","10","10","[c]","[c]"
"In post","2022","Darlington","Outside London","EO","Unknown","30","30","26440","27570"
"In post","2022","Darlington","Outside London","G6","Heterosexual / straight","55","50","62880","61670"
"In post","2022","Darlington","Outside London","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Darlington","Outside London","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Darlington","Outside London","G6","Unknown","5","5","[c]","[c]"
"In post","2022","Darlington","Outside London","G7","Heterosexual / straight","170","165","51230","50130"
"In post","2022","Darlington","Outside London","G7","LGBO","15","15","[c]","[c]"
"In post","2022","Darlington","Outside London","G7","Undeclared","25","25","[c]","[c]"
"In post","2022","Darlington","Outside London","G7","Unknown","30","30","[c]","[c]"
"In post","2022","Darlington","Outside London","HEO","Heterosexual / straight","225","220","30430","30090"
"In post","2022","Darlington","Outside London","HEO","LGBO","20","20","[c]","[c]"
"In post","2022","Darlington","Outside London","HEO","Undeclared","25","25","[c]","[c]"
"In post","2022","Darlington","Outside London","HEO","Unknown","25","25","[c]","[c]"
"In post","2022","Darlington","Outside London","SCS level","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Darlington","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Darlington","Outside London","SEO","Heterosexual / straight","235","225","37680","36780"
"In post","2022","Darlington","Outside London","SEO","LGBO","15","15","[c]","[c]"
"In post","2022","Darlington","Outside London","SEO","Undeclared","15","15","[c]","[c]"
"In post","2022","Darlington","Outside London","SEO","Unknown","25","25","[c]","[c]"
"In post","2022","Darlington","Outside London","Unknown","Heterosexual / straight","50","50","25840","23630"
"In post","2022","Darlington","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Darlington","Outside London","Unknown","Undeclared","5","5","[c]","[c]"
"In post","2022","Darlington","Outside London","Unknown","Unknown","5","5","[c]","[c]"
"In post","2022","Derby","Outside London","AA","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Derby","Outside London","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Derby","Outside London","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Derby","Outside London","AA","Unknown","5","5","[c]","[c]"
"In post","2022","Derby","Outside London","AO","Heterosexual / straight","285","250","22360","21260"
"In post","2022","Derby","Outside London","AO","LGBO","15","15","[c]","[c]"
"In post","2022","Derby","Outside London","AO","Undeclared","50","40","21130","21260"
"In post","2022","Derby","Outside London","AO","Unknown","135","115","22300","21260"
"In post","2022","Derby","Outside London","EO","Heterosexual / straight","200","180","27600","27570"
"In post","2022","Derby","Outside London","EO","LGBO","10","10","[c]","[c]"
"In post","2022","Derby","Outside London","EO","Undeclared","20","20","[c]","[c]"
"In post","2022","Derby","Outside London","EO","Unknown","60","55","27390","27570"
"In post","2022","Derby","Outside London","G6","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Derby","Outside London","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Derby","Outside London","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Derby","Outside London","G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Derby","Outside London","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Derby","Outside London","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Derby","Outside London","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Derby","Outside London","HEO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Derby","Outside London","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Derby","Outside London","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Derby","Outside London","HEO","Unknown","5","5","[c]","[c]"
"In post","2022","Derby","Outside London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Derby","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Derby","Outside London","SEO","Heterosexual / straight","15","10","[c]","[c]"
"In post","2022","Derby","Outside London","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Derby","Outside London","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Derby","Outside London","SEO","Unknown","10","10","[c]","[c]"
"In post","2022","Derby","Outside London","Unknown","Heterosexual / straight","160","150","29980","28200"
"In post","2022","Derby","Outside London","Unknown","LGBO","10","10","[c]","[c]"
"In post","2022","Derby","Outside London","Unknown","Undeclared","15","15","[c]","[c]"
"In post","2022","Derby","Outside London","Unknown","Unknown","45","40","28240","26310"
"In post","2022","Derry City and Strabane","Outside London","AA","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Derry City and Strabane","Outside London","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Derry City and Strabane","Outside London","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Derry City and Strabane","Outside London","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Derry City and Strabane","Outside London","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Derry City and Strabane","Outside London","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Derry City and Strabane","Outside London","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Devon CC","Outside London","AA","Heterosexual / straight","220","210","20250","19810"
"In post","2022","Devon CC","Outside London","AA","LGBO","25","25","[c]","[c]"
"In post","2022","Devon CC","Outside London","AA","Undeclared","30","30","20220","19500"
"In post","2022","Devon CC","Outside London","AA","Unknown","95","90","20410","19810"
"In post","2022","Devon CC","Outside London","AO","Heterosexual / straight","1025","905","23040","21300"
"In post","2022","Devon CC","Outside London","AO","LGBO","75","75","23150","21300"
"In post","2022","Devon CC","Outside London","AO","Undeclared","125","110","23300","21300"
"In post","2022","Devon CC","Outside London","AO","Unknown","275","230","22900","21260"
"In post","2022","Devon CC","Outside London","EO","Heterosexual / straight","880","805","27330","27570"
"In post","2022","Devon CC","Outside London","EO","LGBO","50","45","27310","27570"
"In post","2022","Devon CC","Outside London","EO","Undeclared","140","125","26980","27380"
"In post","2022","Devon CC","Outside London","EO","Unknown","190","160","27320","27570"
"In post","2022","Devon CC","Outside London","G6","Heterosexual / straight","185","175","63400","60490"
"In post","2022","Devon CC","Outside London","G6","LGBO","10","10","[c]","[c]"
"In post","2022","Devon CC","Outside London","G6","Undeclared","35","30","63420","60490"
"In post","2022","Devon CC","Outside London","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Devon CC","Outside London","G7","Heterosexual / straight","465","440","49950","48080"
"In post","2022","Devon CC","Outside London","G7","LGBO","15","15","[c]","[c]"
"In post","2022","Devon CC","Outside London","G7","Undeclared","80","75","49310","47960"
"In post","2022","Devon CC","Outside London","G7","Unknown","25","25","[c]","[c]"
"In post","2022","Devon CC","Outside London","HEO","Heterosexual / straight","570","540","33470","32730"
"In post","2022","Devon CC","Outside London","HEO","LGBO","25","25","[c]","[c]"
"In post","2022","Devon CC","Outside London","HEO","Undeclared","100","95","34120","33910"
"In post","2022","Devon CC","Outside London","HEO","Unknown","50","45","32070","31640"
"In post","2022","Devon CC","Outside London","SCS level","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Devon CC","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Devon CC","Outside London","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Devon CC","Outside London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Devon CC","Outside London","SEO","Heterosexual / straight","595","560","40740","39650"
"In post","2022","Devon CC","Outside London","SEO","LGBO","45","45","40000","39650"
"In post","2022","Devon CC","Outside London","SEO","Undeclared","145","130","40990","39750"
"In post","2022","Devon CC","Outside London","SEO","Unknown","25","25","[c]","[c]"
"In post","2022","Devon CC","Outside London","Unknown","Heterosexual / straight","105","95","30720","28650"
"In post","2022","Devon CC","Outside London","Unknown","LGBO","10","10","[c]","[c]"
"In post","2022","Devon CC","Outside London","Unknown","Undeclared","15","15","[c]","[c]"
"In post","2022","Devon CC","Outside London","Unknown","Unknown","20","20","[c]","[c]"
"In post","2022","Dorset","Outside London","AA","Heterosexual / straight","155","145","20440","20890"
"In post","2022","Dorset","Outside London","AA","LGBO","5","5","[c]","[c]"
"In post","2022","Dorset","Outside London","AA","Undeclared","10","10","[c]","[c]"
"In post","2022","Dorset","Outside London","AA","Unknown","40","35","20850","20890"
"In post","2022","Dorset","Outside London","AO","Heterosexual / straight","515","490","25080","23960"
"In post","2022","Dorset","Outside London","AO","LGBO","35","30","27390","26890"
"In post","2022","Dorset","Outside London","AO","Undeclared","60","55","25610","24730"
"In post","2022","Dorset","Outside London","AO","Unknown","135","125","24870","23140"
"In post","2022","Dorset","Outside London","EO","Heterosexual / straight","400","375","28130","27130"
"In post","2022","Dorset","Outside London","EO","LGBO","20","20","[c]","[c]"
"In post","2022","Dorset","Outside London","EO","Undeclared","70","65","28140","27130"
"In post","2022","Dorset","Outside London","EO","Unknown","100","90","27120","27130"
"In post","2022","Dorset","Outside London","G6","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Dorset","Outside London","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Dorset","Outside London","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Dorset","Outside London","G6","Unknown","5","5","[c]","[c]"
"In post","2022","Dorset","Outside London","G7","Heterosexual / straight","35","35","57740","56180"
"In post","2022","Dorset","Outside London","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Dorset","Outside London","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Dorset","Outside London","G7","Unknown","15","15","[c]","[c]"
"In post","2022","Dorset","Outside London","HEO","Heterosexual / straight","240","225","34410","33840"
"In post","2022","Dorset","Outside London","HEO","LGBO","10","10","[c]","[c]"
"In post","2022","Dorset","Outside London","HEO","Undeclared","45","45","34460","33840"
"In post","2022","Dorset","Outside London","HEO","Unknown","40","40","32410","30340"
"In post","2022","Dorset","Outside London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Dorset","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Dorset","Outside London","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Dorset","Outside London","SEO","Heterosexual / straight","130","120","43940","41100"
"In post","2022","Dorset","Outside London","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Dorset","Outside London","SEO","Undeclared","10","10","[c]","[c]"
"In post","2022","Dorset","Outside London","SEO","Unknown","25","20","[c]","[c]"
"In post","2022","Dorset","Outside London","Unknown","Heterosexual / straight","50","45","28340","24800"
"In post","2022","Dorset","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Dorset","Outside London","Unknown","Undeclared","5","5","[c]","[c]"
"In post","2022","Dorset","Outside London","Unknown","Unknown","10","10","[c]","[c]"
"In post","2022","Dudley","Outside London","AA","Heterosexual / straight","15","10","[c]","[c]"
"In post","2022","Dudley","Outside London","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Dudley","Outside London","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Dudley","Outside London","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Dudley","Outside London","AO","Heterosexual / straight","295","245","21210","21260"
"In post","2022","Dudley","Outside London","AO","LGBO","15","15","[c]","[c]"
