"Status","Year","Ethnicity","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Black","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Female","Heterosexual / straight","290","[c]","35680","32330"
"Leaver Dept.","2022","Mixed","Female","LGBO","40","[c]","34830","31060"
"Leaver Dept.","2022","Mixed","Female","Undeclared","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Female","Unknown","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Male","Heterosexual / straight","160","[c]","39120","34550"
"Leaver Dept.","2022","Mixed","Male","LGBO","35","[c]","38520","34080"
"Leaver Dept.","2022","Mixed","Male","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Male","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Female","Heterosexual / straight","85","[c]","36750","31550"
"Leaver Dept.","2022","Other ethnicity","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Female","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Female","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Male","Heterosexual / straight","45","[c]","43810","36830"
"Leaver Dept.","2022","Other ethnicity","Male","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Male","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Male","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Female","Heterosexual / straight","105","[c]","35440","32330"
"Leaver Dept.","2022","Undeclared","Female","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Female","Undeclared","220","[c]","40510","37120"
"Leaver Dept.","2022","Undeclared","Female","Unknown","225","[c]","43880","38200"
"Leaver Dept.","2022","Undeclared","Male","Heterosexual / straight","60","[c]","38720","34690"
"Leaver Dept.","2022","Undeclared","Male","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Male","Undeclared","285","[c]","40970","36170"
"Leaver Dept.","2022","Undeclared","Male","Unknown","165","[c]","45240","41350"
"Leaver Dept.","2022","Undeclared","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Heterosexual / straight","120","[c]","40270","32330"
"Leaver Dept.","2022","Unknown","Female","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Undeclared","565","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Unknown","1650","[c]","35740","32000"
"Leaver Dept.","2022","Unknown","Male","Heterosexual / straight","75","[c]","41350","34550"
"Leaver Dept.","2022","Unknown","Male","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Undeclared","460","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Unknown","1435","[c]","37830","32000"
"Leaver Dept.","2022","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Female","Heterosexual / straight","6175","[c]","37760","32330"
"Leaver Dept.","2022","White","Female","LGBO","515","[c]","36270","32600"
"Leaver Dept.","2022","White","Female","Undeclared","595","[c]","38860","33460"
"Leaver Dept.","2022","White","Female","Unknown","990","[c]","44680","38080"
"Leaver Dept.","2022","White","Male","Heterosexual / straight","3890","[c]","40470","34530"
"Leaver Dept.","2022","White","Male","LGBO","560","[c]","38610","33280"
"Leaver Dept.","2022","White","Male","Undeclared","330","[c]","42040","35070"
"Leaver Dept.","2022","White","Male","Unknown","715","[c]","49030","43110"
"Leaver Dept.","2022","White","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Female","Heterosexual / straight","2405","[c]","29420","27570"
"New entrant CS","2022","Asian","Female","LGBO","70","[c]","28300","27160"
"New entrant CS","2022","Asian","Female","Undeclared","110","[c]","30840","28000"
"New entrant CS","2022","Asian","Female","Unknown","140","[c]","30530","27570"
"New entrant CS","2022","Asian","Male","Heterosexual / straight","2120","[c]","29940","27570"
"New entrant CS","2022","Asian","Male","LGBO","65","[c]","30670","27570"
"New entrant CS","2022","Asian","Male","Undeclared","80","[c]","30370","27570"
"New entrant CS","2022","Asian","Male","Unknown","120","[c]","30160","26590"
"New entrant CS","2022","Asian","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Female","Heterosexual / straight","1530","[c]","29720","27680"
"New entrant CS","2022","Black","Female","LGBO","45","[c]","30520","27960"
"New entrant CS","2022","Black","Female","Undeclared","75","[c]","31720","31060"
"New entrant CS","2022","Black","Female","Unknown","50","[c]","30880","30750"
"New entrant CS","2022","Black","Male","Heterosexual / straight","935","[c]","30800","28700"
"New entrant CS","2022","Black","Male","LGBO","30","[c]","[c]","[c]"
"New entrant CS","2022","Black","Male","Undeclared","25","[c]","[c]","[c]"
"New entrant CS","2022","Black","Male","Unknown","30","[c]","[c]","[c]"
"New entrant CS","2022","Black","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Female","Heterosexual / straight","790","[c]","29700","27570"
"New entrant CS","2022","Mixed","Female","LGBO","110","[c]","27900","26130"
"New entrant CS","2022","Mixed","Female","Undeclared","80","[c]","29160","26590"
"New entrant CS","2022","Mixed","Female","Unknown","35","[c]","33940","27570"
"New entrant CS","2022","Mixed","Male","Heterosexual / straight","480","[c]","30070","27570"
"New entrant CS","2022","Mixed","Male","LGBO","75","[c]","30750","27570"
"New entrant CS","2022","Mixed","Male","Undeclared","35","[c]","30180","27570"
"New entrant CS","2022","Mixed","Male","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Female","Heterosexual / straight","190","[c]","29150","27500"
"New entrant CS","2022","Other ethnicity","Female","LGBO","25","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Female","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Female","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Male","Heterosexual / straight","150","[c]","30510","28350"
"New entrant CS","2022","Other ethnicity","Male","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Male","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Male","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Female","Heterosexual / straight","150","[c]","28430","26590"
"New entrant CS","2022","Undeclared","Female","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Female","Undeclared","230","[c]","31530","27570"
"New entrant CS","2022","Undeclared","Female","Unknown","30","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Male","Heterosexual / straight","115","[c]","30720","27570"
"New entrant CS","2022","Undeclared","Male","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Male","Undeclared","400","[c]","34130","31020"
"New entrant CS","2022","Undeclared","Male","Unknown","40","[c]","33050","30210"
"New entrant CS","2022","Undeclared","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Female","Heterosexual / straight","200","[c]","31550","28100"
"New entrant CS","2022","Unknown","Female","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Female","Undeclared","360","[c]","35590","32790"
"New entrant CS","2022","Unknown","Female","Unknown","11330","[c]","28190","25110"
"New entrant CS","2022","Unknown","Male","Heterosexual / straight","165","[c]","31660","27810"
"New entrant CS","2022","Unknown","Male","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Male","Undeclared","260","[c]","35750","32790"
"New entrant CS","2022","Unknown","Male","Unknown","9255","[c]","29700","26400"
"New entrant CS","2022","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Female","Heterosexual / straight","17610","[c]","29240","26590"
"New entrant CS","2022","White","Female","LGBO","2115","[c]","28370","26310"
"New entrant CS","2022","White","Female","Undeclared","1025","[c]","30350","27570"
"New entrant CS","2022","White","Female","Unknown","655","[c]","28990","26590"
"New entrant CS","2022","White","Male","Heterosexual / straight","12710","[c]","30890","27310"
"New entrant CS","2022","White","Male","LGBO","1630","[c]","29750","27230"
"New entrant CS","2022","White","Male","Undeclared","650","[c]","31320","27570"
"New entrant CS","2022","White","Male","Unknown","530","[c]","30930","27010"
"New entrant CS","2022","White","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","","",""
"Version","Generated on 2023-02-14, with GIT 71a76ea.","","","","","","",""
"Data column","Description","","","","","","",""
"Status","Employment status of the civil servants.","","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","","",""
"","Five organisations do not report when their employees first entered the Civil Service and so entrants data for these organisations is not available . These are as follows: Foreign Commonwealth and Development Office (excl. agencies), Foreign Commonwealth and Development Office Services, Defence Electronics and Components Agency, Scottish Forestry and Forest and Land Scotland. A further three organisations also could not provide entrants data in 2021. These are as follows: Department for International Development, Foreign and Commonwealth Office (excl. agencies) and Royal Fleet Auxiliary.","","","","","","",""
"","Organisation specific notes on status: In late June 2021 around 7,000 employees from Community Rehabilitation Companies were transferred in from the private sector to HM Prison and Probation Service, counting as entrants. HM Land Registry do not record where their departing employees transfer to and so are unable to identify those that transfer to another Civil Service department.","","","","","","",""
"Year","Year of data collection (as at 31 March).","","","","","","",""
"Sex","Self reported sex.","","","","","","",""
"","""Unknown"" accounts for employees who were recorded with an unknown sex.","","","","","","",""
