"Status","Year","Age","Function_of_post","Parent_department","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","16-19","Security","Ministry of Defence","Male","5","5","[c]","[c]"
"In post","2022","16-19","Security","Ministry of Justice","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","Ministry of Justice","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Department for Work and Pensions","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Department for Work and Pensions","Male","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","Foreign, Commonwealth and Development Office","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Foreign, Commonwealth and Development Office","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","HM Treasury","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","HM Treasury","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Home Office","Female","30","30","23640","21680"
"In post","2022","16-19","Unknown","Home Office","Male","25","25","[c]","[c]"
"In post","2022","16-19","Unknown","Ministry of Defence","Female","15","15","[c]","[c]"
"In post","2022","16-19","Unknown","Ministry of Defence","Male","30","30","[c]","[c]"
"In post","2022","16-19","Unknown","Scottish Government","Female","30","30","22540","21050"
"In post","2022","16-19","Unknown","Scottish Government","Male","25","25","[c]","[c]"
"In post","2022","16-19","Unknown","Welsh Government","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Welsh Government","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Cabinet Office","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Cabinet Office","Male","5","5","[c]","[c]"
"In post","2022","20-29","Analysis","Chancellor's other departments","Female","15","15","[c]","[c]"
"In post","2022","20-29","Analysis","Chancellor's other departments","Male","40","40","38790","35980"
"In post","2022","20-29","Analysis","Competition and Markets Authority","Female","10","10","[c]","[c]"
"In post","2022","20-29","Analysis","Competition and Markets Authority","Male","15","15","[c]","[c]"
"In post","2022","20-29","Analysis","Department for Business, Energy and Industrial Strategy","Female","65","65","34510","33880"
"In post","2022","20-29","Analysis","Department for Business, Energy and Industrial Strategy","Male","110","110","37930","34090"
"In post","2022","20-29","Analysis","Department for Digital, Culture, Media and Sport","Female","30","30","[c]","[c]"
"In post","2022","20-29","Analysis","Department for Digital, Culture, Media and Sport","Male","55","55","44760","38020"
"In post","2022","20-29","Analysis","Department for Education","Female","40","40","36480","36660"
"In post","2022","20-29","Analysis","Department for Education","Male","30","30","[c]","[c]"
"In post","2022","20-29","Analysis","Department for Environment, Food and Rural Affairs","Female","45","45","25780","25010"
"In post","2022","20-29","Analysis","Department for Environment, Food and Rural Affairs","Male","40","40","26290","25460"
"In post","2022","20-29","Analysis","Department for International Trade","Female","60","60","35790","31800"
"In post","2022","20-29","Analysis","Department for International Trade","Male","90","90","38600","31800"
"In post","2022","20-29","Analysis","Department for Levelling Up, Housing and Communities","Female","35","35","37760","34000"
"In post","2022","20-29","Analysis","Department for Levelling Up, Housing and Communities","Male","65","65","40890","37300"
"In post","2022","20-29","Analysis","Department for Transport","Female","75","75","39550","34710"
"In post","2022","20-29","Analysis","Department for Transport","Male","90","90","39550","34710"
"In post","2022","20-29","Analysis","Department for Work and Pensions","Female","125","125","33930","35000"
"In post","2022","20-29","Analysis","Department for Work and Pensions","Male","145","145","33940","31990"
"In post","2022","20-29","Analysis","Department of Health and Social Care","Female","95","95","40920","38980"
"In post","2022","20-29","Analysis","Department of Health and Social Care","Male","60","60","42260","40650"
"In post","2022","20-29","Analysis","Estyn","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Estyn","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Food Standards Agency","Female","10","10","[c]","[c]"
"In post","2022","20-29","Analysis","Food Standards Agency","Male","5","5","[c]","[c]"
"In post","2022","20-29","Analysis","Foreign, Commonwealth and Development Office","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Foreign, Commonwealth and Development Office","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","HM Land Registry","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","HM Land Registry","Male","5","5","[c]","[c]"
"In post","2022","20-29","Analysis","HM Revenue and Customs","Female","140","140","37630","37610"
"In post","2022","20-29","Analysis","HM Revenue and Customs","Male","175","175","38830","37610"
"In post","2022","20-29","Analysis","HM Treasury","Female","5","5","[c]","[c]"
"In post","2022","20-29","Analysis","HM Treasury","Male","15","15","[c]","[c]"
"In post","2022","20-29","Analysis","Ministry of Defence","Female","95","95","33730","29670"
"In post","2022","20-29","Analysis","Ministry of Defence","Male","150","150","32890","29760"
"In post","2022","20-29","Analysis","Ministry of Justice","Female","100","100","39270","34610"
"In post","2022","20-29","Analysis","Ministry of Justice","Male","95","90","38680","34610"
"In post","2022","20-29","Analysis","Office for Standards in Education, Children's Services and Skills","Female","15","15","[c]","[c]"
"In post","2022","20-29","Analysis","Office for Standards in Education, Children's Services and Skills","Male","10","10","[c]","[c]"
"In post","2022","20-29","Analysis","Office of Gas and Electricity Markets","Female","25","25","[c]","[c]"
"In post","2022","20-29","Analysis","Office of Gas and Electricity Markets","Male","35","35","34090","31000"
"In post","2022","20-29","Analysis","Office of Rail and Road","Female","5","5","[c]","[c]"
"In post","2022","20-29","Analysis","Office of Rail and Road","Male","5","5","[c]","[c]"
"In post","2022","20-29","Analysis","Scottish Government","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Scottish Government","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","UK Export Finance","Male","5","5","[c]","[c]"
"In post","2022","20-29","Analysis","UK Statistics Authority","Female","420","420","33710","30710"
"In post","2022","20-29","Analysis","UK Statistics Authority","Male","310","305","32030","30710"
"In post","2022","20-29","Analysis","UK Statistics Authority","Unknown","5","5","[c]","[c]"
"In post","2022","20-29","Analysis","Water Services Regulation Authority","Female","5","5","[c]","[c]"
"In post","2022","20-29","Analysis","Water Services Regulation Authority","Male","10","10","[c]","[c]"
"In post","2022","20-29","Analysis","Welsh Government","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Welsh Government","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Attorney General's Departments","Female","5","5","[c]","[c]"
"In post","2022","20-29","Commercial","Attorney General's Departments","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Cabinet Office","Female","130","130","43230","38330"
"In post","2022","20-29","Commercial","Cabinet Office","Male","90","90","43070","37810"
"In post","2022","20-29","Commercial","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Department for Business, Energy and Industrial Strategy","Female","20","20","[c]","[c]"
"In post","2022","20-29","Commercial","Department for Business, Energy and Industrial Strategy","Male","10","10","[c]","[c]"
"In post","2022","20-29","Commercial","Department for Digital, Culture, Media and Sport","Female","10","10","[c]","[c]"
"In post","2022","20-29","Commercial","Department for Digital, Culture, Media and Sport","Male","5","5","[c]","[c]"
"In post","2022","20-29","Commercial","Department for Education","Female","35","35","31880","29360"
"In post","2022","20-29","Commercial","Department for Education","Male","25","25","[c]","[c]"
"In post","2022","20-29","Commercial","Department for Environment, Food and Rural Affairs","Female","10","10","[c]","[c]"
"In post","2022","20-29","Commercial","Department for Environment, Food and Rural Affairs","Male","10","10","[c]","[c]"
"In post","2022","20-29","Commercial","Department for International Trade","Female","15","15","[c]","[c]"
"In post","2022","20-29","Commercial","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Department for Levelling Up, Housing and Communities","Female","5","5","[c]","[c]"
"In post","2022","20-29","Commercial","Department for Levelling Up, Housing and Communities","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Department for Transport","Female","40","40","34030","34040"
"In post","2022","20-29","Commercial","Department for Transport","Male","45","45","35110","34710"
"In post","2022","20-29","Commercial","Department for Work and Pensions","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Department for Work and Pensions","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Department of Health and Social Care","Female","70","70","42450","40650"
"In post","2022","20-29","Commercial","Department of Health and Social Care","Male","60","60","39620","40650"
"In post","2022","20-29","Commercial","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
