"Status","Year","Age","Ethnicity","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","16-19","Black","Property","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Property","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Science and Engineering","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Security","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Statistics","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Tax","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Tax","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Veterinarian","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Communications","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Economics","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Economics","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","International Trade","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Legal","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Legal","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Operational Delivery","AA/AO","10","10","[c]","[c]"
"In post","2022","16-19","Mixed","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Operational Research","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Other","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Other","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Policy","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Policy","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Property","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Property","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Science and Engineering","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Security","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Statistics","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Tax","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Tax","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Veterinarian","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Communications","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Economics","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Economics","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","International Trade","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Legal","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Legal","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Operational Research","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Other","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Other","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Policy","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Policy","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Property","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Property","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Science and Engineering","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Security","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Statistics","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Tax","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Tax","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Veterinarian","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Communications","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Policy","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Property","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Communications","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Digital, Data and Technology","AA/AO","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Economics","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Finance","AA/AO","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Human Resources","AA/AO","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","International Trade","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Legal","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Operational Delivery","AA/AO","240","225","21480","21250"
"In post","2022","16-19","Unknown","Operational Delivery","EO","15","15","[c]","[c]"
"In post","2022","16-19","Unknown","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Operational Research","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Other","AA/AO","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","Other","EO","10","10","[c]","[c]"
"In post","2022","16-19","Unknown","Other","Unknown","35","35","17940","16450"
"In post","2022","16-19","Unknown","Policy","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Policy","EO","10","10","[c]","[c]"
"In post","2022","16-19","Unknown","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Property","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Property","EO","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","Science and Engineering","AA/AO","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","Science and Engineering","EO","30","30","[c]","[c]"
"In post","2022","16-19","Unknown","Science and Engineering","Unknown","10","10","[c]","[c]"
"In post","2022","16-19","Unknown","Security","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Tax","AA/AO","35","30","21250","21250"
"In post","2022","16-19","Unknown","Tax","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Unknown","AA/AO","35","35","21780","21050"
"In post","2022","16-19","Unknown","Unknown","EO","15","15","[c]","[c]"
"In post","2022","16-19","Unknown","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Communications","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Digital, Data and Technology","AA/AO","10","10","[c]","[c]"
"In post","2022","16-19","White","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Economics","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Economics","EO","15","15","[c]","[c]"
"In post","2022","16-19","White","Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Finance","EO","15","15","[c]","[c]"
"In post","2022","16-19","White","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Human Resources","AA/AO","5","5","[c]","[c]"
"In post","2022","16-19","White","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","International Trade","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Legal","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Legal","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Operational Delivery","AA/AO","295","280","21690","21260"
"In post","2022","16-19","White","Operational Delivery","EO","35","35","26620","27570"
"In post","2022","16-19","White","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Operational Research","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Other","AA/AO","30","30","21580","21260"
"In post","2022","16-19","White","Other","EO","15","15","[c]","[c]"
"In post","2022","16-19","White","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Policy","AA/AO","5","5","[c]","[c]"
"In post","2022","16-19","White","Policy","EO","10","10","[c]","[c]"
"In post","2022","16-19","White","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Property","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Property","EO","5","5","[c]","[c]"
"In post","2022","16-19","White","Property","Unknown","15","15","[c]","[c]"
"In post","2022","16-19","White","Science and Engineering","AA/AO","30","30","[c]","[c]"
"In post","2022","16-19","White","Science and Engineering","EO","30","30","[c]","[c]"
"In post","2022","16-19","White","Science and Engineering","Unknown","10","10","[c]","[c]"
"In post","2022","16-19","White","Security","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Statistics","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Tax","AA/AO","15","15","[c]","[c]"
"In post","2022","16-19","White","Tax","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Unknown","AA/AO","35","35","21660","21050"
"In post","2022","16-19","White","Unknown","EO","5","5","[c]","[c]"
"In post","2022","16-19","White","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Veterinarian","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Commercial","EO","20","20","[c]","[c]"
"In post","2022","20-29","Asian","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Commercial","SEO/HEO","45","45","34890","34710"
"In post","2022","20-29","Asian","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Communications","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Communications","EO","15","15","[c]","[c]"
"In post","2022","20-29","Asian","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Communications","SEO/HEO","25","25","[c]","[c]"
"In post","2022","20-29","Asian","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Corporate Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Corporate Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Corporate Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Counter Fraud","AA/AO","45","45","24370","25110"
"In post","2022","20-29","Asian","Counter Fraud","EO","50","50","28620","27570"
"In post","2022","20-29","Asian","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Counter Fraud","SEO/HEO","5","5","[c]","[c]"
"In post","2022","20-29","Asian","Digital, Data and Technology","AA/AO","10","10","[c]","[c]"
"In post","2022","20-29","Asian","Digital, Data and Technology","EO","80","80","27040","26590"
"In post","2022","20-29","Asian","Digital, Data and Technology","G6/G7","15","15","[c]","[c]"
"In post","2022","20-29","Asian","Digital, Data and Technology","SEO/HEO","140","140","36050","35070"
"In post","2022","20-29","Asian","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Economics","AA/AO","15","15","[c]","[c]"
"In post","2022","20-29","Asian","Economics","EO","15","15","[c]","[c]"
"In post","2022","20-29","Asian","Economics","G6/G7","20","20","[c]","[c]"
"In post","2022","20-29","Asian","Economics","SEO/HEO","75","75","35100","33940"
"In post","2022","20-29","Asian","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Finance","AA/AO","15","15","[c]","[c]"
"In post","2022","20-29","Asian","Finance","EO","50","50","26290","26180"
"In post","2022","20-29","Asian","Finance","G6/G7","15","15","[c]","[c]"
"In post","2022","20-29","Asian","Finance","SEO/HEO","95","95","35870","35310"
"In post","2022","20-29","Asian","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Geography","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Geography","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Geography","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Human Resources","AA/AO","15","10","[c]","[c]"
