"Status","Year","Parent_department","Region_ITL1","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Attorney General's Departments","South West (England)","Outside London","EO","65","60","26810","26220"
"In post","2022","Attorney General's Departments","South West (England)","Outside London","G6/G7","180","165","54770","55610"
"In post","2022","Attorney General's Departments","South West (England)","Outside London","SCS level","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","South West (England)","Outside London","SEO/HEO","60","55","35060","34480"
"In post","2022","Attorney General's Departments","Wales","Outside London","AA/AO","70","65","21960","22200"
"In post","2022","Attorney General's Departments","Wales","Outside London","EO","70","70","26970","26160"
"In post","2022","Attorney General's Departments","Wales","Outside London","G6/G7","185","170","54490","55610"
"In post","2022","Attorney General's Departments","Wales","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Wales","Outside London","SEO/HEO","65","60","35490","34480"
"In post","2022","Attorney General's Departments","West Midlands (England)","Outside London","AA/AO","115","105","22280","22200"
"In post","2022","Attorney General's Departments","West Midlands (England)","Outside London","EO","115","110","27000","27070"
"In post","2022","Attorney General's Departments","West Midlands (England)","Outside London","G6/G7","280","260","55040","55610"
"In post","2022","Attorney General's Departments","West Midlands (England)","Outside London","SCS level","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","West Midlands (England)","Outside London","SEO/HEO","75","70","34510","34480"
"In post","2022","Attorney General's Departments","Yorkshire and The Humber","Outside London","AA/AO","175","155","22110","22200"
"In post","2022","Attorney General's Departments","Yorkshire and The Humber","Outside London","EO","180","165","27000","26220"
"In post","2022","Attorney General's Departments","Yorkshire and The Humber","Outside London","G6/G7","400","375","55870","55610"
"In post","2022","Attorney General's Departments","Yorkshire and The Humber","Outside London","SCS level","15","15","87630","83970"
"In post","2022","Attorney General's Departments","Yorkshire and The Humber","Outside London","SEO/HEO","165","160","35430","34480"
"In post","2022","Cabinet Office","East Midlands (England)","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","East Midlands (England)","Outside London","G6/G7","35","30","62500","60000"
"In post","2022","Cabinet Office","East Midlands (England)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","East Midlands (England)","Outside London","SEO/HEO","25","25","32970","32000"
"In post","2022","Cabinet Office","East of England","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2022","Cabinet Office","East of England","Outside London","EO","25","20","25480","25520"
"In post","2022","Cabinet Office","East of England","Outside London","G6/G7","75","75","58730","57070"
"In post","2022","Cabinet Office","East of England","Outside London","SCS level","10","10","101080","104560"
"In post","2022","Cabinet Office","East of England","Outside London","SEO/HEO","140","135","35110","33630"
"In post","2022","Cabinet Office","London","London","AA/AO","115","110","24240","24490"
"In post","2022","Cabinet Office","London","London","EO","545","535","27710","27500"
"In post","2022","Cabinet Office","London","London","G6/G7","2700","2655","60250","56860"
"In post","2022","Cabinet Office","London","London","SCS level","605","590","99560","93000"
"In post","2022","Cabinet Office","London","London","SEO/HEO","2640","2620","34380","34550"
"In post","2022","Cabinet Office","North East (England)","Outside London","AA/AO","170","155","21050","21050"
"In post","2022","Cabinet Office","North East (England)","Outside London","EO","95","85","24810","24100"
"In post","2022","Cabinet Office","North East (England)","Outside London","G6/G7","55","55","58850","54810"
"In post","2022","Cabinet Office","North East (England)","Outside London","SCS level","5","5","[c]","[c]"
"In post","2022","Cabinet Office","North East (England)","Outside London","SEO/HEO","155","155","32690","32000"
"In post","2022","Cabinet Office","North West (England)","Outside London","AA/AO","30","25","21050","21050"
"In post","2022","Cabinet Office","North West (England)","Outside London","EO","100","100","25460","25520"
"In post","2022","Cabinet Office","North West (England)","Outside London","G6/G7","340","335","58140","53410"
"In post","2022","Cabinet Office","North West (England)","Outside London","SCS level","25","25","95420","91550"
"In post","2022","Cabinet Office","North West (England)","Outside London","SEO/HEO","455","445","34910","34700"
"In post","2022","Cabinet Office","Northern Ireland","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Northern Ireland","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Northern Ireland","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Northern Ireland","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Cabinet Office","Scotland","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2022","Cabinet Office","Scotland","Outside London","EO","40","35","24690","23850"
"In post","2022","Cabinet Office","Scotland","Outside London","G6/G7","90","90","59640","54700"
"In post","2022","Cabinet Office","Scotland","Outside London","SCS level","15","15","87790","85000"
"In post","2022","Cabinet Office","Scotland","Outside London","SEO/HEO","145","145","32850","32000"
"In post","2022","Cabinet Office","South East (England)","Outside London","AA/AO","30","30","21330","21170"
"In post","2022","Cabinet Office","South East (England)","Outside London","EO","15","15","26610","26670"
"In post","2022","Cabinet Office","South East (England)","Outside London","G6/G7","75","75","65830","64500"
"In post","2022","Cabinet Office","South East (England)","Outside London","SCS level","15","15","110180","107430"
"In post","2022","Cabinet Office","South East (England)","Outside London","SEO/HEO","110","105","33680","33300"
"In post","2022","Cabinet Office","South West (England)","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","South West (England)","Outside London","EO","15","15","24810","24100"
"In post","2022","Cabinet Office","South West (England)","Outside London","G6/G7","135","135","59850","55080"
"In post","2022","Cabinet Office","South West (England)","Outside London","SCS level","30","30","107490","102920"
"In post","2022","Cabinet Office","South West (England)","Outside London","SEO/HEO","100","95","33290","33300"
"In post","2022","Cabinet Office","Unknown","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Unknown","Unknown","EO","30","30","26000","26570"
"In post","2022","Cabinet Office","Unknown","Unknown","G6/G7","85","85","56150","54700"
"In post","2022","Cabinet Office","Unknown","Unknown","SCS level","15","15","100010","86870"
"In post","2022","Cabinet Office","Unknown","Unknown","SEO/HEO","345","345","31670","30500"
"In post","2022","Cabinet Office","Wales","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2022","Cabinet Office","Wales","Outside London","EO","20","15","26110","25970"
"In post","2022","Cabinet Office","Wales","Outside London","G6/G7","55","55","53430","51100"
"In post","2022","Cabinet Office","Wales","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Wales","Outside London","SEO/HEO","120","115","33440","32000"
"In post","2022","Cabinet Office","West Midlands (England)","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","West Midlands (England)","Outside London","EO","20","20","24730","24100"
"In post","2022","Cabinet Office","West Midlands (England)","Outside London","G6/G7","105","100","64270","62180"
"In post","2022","Cabinet Office","West Midlands (England)","Outside London","SCS level","25","25","118500","110000"
"In post","2022","Cabinet Office","West Midlands (England)","Outside London","SEO/HEO","105","105","33410","32000"
"In post","2022","Cabinet Office","Yorkshire and The Humber","Outside London","AA/AO","125","115","21190","21170"
"In post","2022","Cabinet Office","Yorkshire and The Humber","Outside London","EO","150","145","25580","26350"
"In post","2022","Cabinet Office","Yorkshire and The Humber","Outside London","G6/G7","255","245","58520","56500"
"In post","2022","Cabinet Office","Yorkshire and The Humber","Outside London","SCS level","20","20","99700","90000"
"In post","2022","Cabinet Office","Yorkshire and The Humber","Outside London","SEO/HEO","380","365","34270","33300"
"In post","2022","Chancellor's other departments","London","London","AA/AO","20","20","23560","24020"
"In post","2022","Chancellor's other departments","London","London","EO","30","30","30030","29500"
"In post","2022","Chancellor's other departments","London","London","G6/G7","175","165","76870","71500"
"In post","2022","Chancellor's other departments","London","London","SCS level","15","15","117330","110000"
"In post","2022","Chancellor's other departments","London","London","SEO/HEO","115","110","41000","40060"
"In post","2022","Chancellor's other departments","North East (England)","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","North East (England)","Outside London","G6/G7","10","10","55810","57120"
"In post","2022","Chancellor's other departments","North East (England)","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Chancellor's other departments","North West (England)","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","North West (England)","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2022","Chancellor's other departments","North West (England)","Outside London","SEO/HEO","15","15","40640","40290"
"In post","2022","Chancellor's other departments","Scotland","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Scotland","Outside London","G6/G7","15","15","75370","69690"
"In post","2022","Chancellor's other departments","Scotland","Outside London","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Charity Commission","London","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","London","London","EO","5","5","[c]","[c]"
"In post","2022","Charity Commission","London","London","G6/G7","30","30","54960","51160"
"In post","2022","Charity Commission","London","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","London","London","SEO/HEO","40","40","33720","32040"
"In post","2022","Charity Commission","North West (England)","Outside London","AA/AO","25","20","18710","17140"
"In post","2022","Charity Commission","North West (England)","Outside London","EO","100","95","24820","24440"
"In post","2022","Charity Commission","North West (England)","Outside London","G6/G7","35","35","53940","51070"
"In post","2022","Charity Commission","North West (England)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","North West (England)","Outside London","SEO/HEO","180","175","32180","29160"
"In post","2022","Charity Commission","South West (England)","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","South West (England)","Outside London","EO","10","10","[c]","[c]"
"In post","2022","Charity Commission","South West (England)","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","South West (England)","Outside London","SEO/HEO","20","20","33320","31380"
"In post","2022","Charity Commission","Wales","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Competition and Markets Authority","London","London","AA/AO","20","20","23010","22520"
"In post","2022","Competition and Markets Authority","London","London","EO","65","60","28220","27920"
"In post","2022","Competition and Markets Authority","London","London","G6/G7","400","385","66020","62980"
"In post","2022","Competition and Markets Authority","London","London","SCS level","120","115","108020","99920"
"In post","2022","Competition and Markets Authority","London","London","SEO/HEO","190","185","37530","35560"
"In post","2022","Competition and Markets Authority","Northern Ireland","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2022","Competition and Markets Authority","Northern Ireland","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Scotland","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Scotland","Outside London","G6/G7","35","30","63340","59140"
"In post","2022","Competition and Markets Authority","Scotland","Outside London","SCS level","5","5","[c]","[c]"
"In post","2022","Competition and Markets Authority","Scotland","Outside London","SEO/HEO","10","10","37450","34870"
"In post","2022","Competition and Markets Authority","Wales","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Wales","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","East Midlands (England)","Outside London","AA/AO","40","35","20660","21130"
"In post","2022","Department for Business, Energy and Industrial Strategy","East Midlands (England)","Outside London","EO","55","55","24820","24250"
"In post","2022","Department for Business, Energy and Industrial Strategy","East Midlands (England)","Outside London","G6/G7","15","15","53310","52810"
"In post","2022","Department for Business, Energy and Industrial Strategy","East Midlands (England)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","East Midlands (England)","Outside London","SEO/HEO","120","115","34780","33780"
"In post","2022","Department for Business, Energy and Industrial Strategy","East of England","Outside London","AA/AO","50","45","21260","21130"
"In post","2022","Department for Business, Energy and Industrial Strategy","East of England","Outside London","EO","20","20","25040","24870"
"In post","2022","Department for Business, Energy and Industrial Strategy","East of England","Outside London","G6/G7","20","20","55160","51630"
"In post","2022","Department for Business, Energy and Industrial Strategy","East of England","Outside London","SEO/HEO","125","115","36900","37420"
"In post","2022","Department for Business, Energy and Industrial Strategy","London","London","AA/AO","140","130","24980","25060"
"In post","2022","Department for Business, Energy and Industrial Strategy","London","London","EO","405","400","28620","27690"
"In post","2022","Department for Business, Energy and Industrial Strategy","London","London","G6/G7","2550","2480","58760","56600"
"In post","2022","Department for Business, Energy and Industrial Strategy","London","London","SCS level","325","310","88030","82340"
"In post","2022","Department for Business, Energy and Industrial Strategy","London","London","SEO/HEO","2540","2505","38450","40050"
"In post","2022","Department for Business, Energy and Industrial Strategy","North East (England)","Outside London","AA/AO","20","20","20730","21130"
"In post","2022","Department for Business, Energy and Industrial Strategy","North East (England)","Outside London","EO","70","65","24720","24250"
"In post","2022","Department for Business, Energy and Industrial Strategy","North East (England)","Outside London","G6/G7","20","20","56700","55300"
"In post","2022","Department for Business, Energy and Industrial Strategy","North East (England)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","North East (England)","Outside London","SEO/HEO","115","105","34590","33720"
"In post","2022","Department for Business, Energy and Industrial Strategy","North West (England)","Outside London","AA/AO","80","75","20990","21130"
"In post","2022","Department for Business, Energy and Industrial Strategy","North West (England)","Outside London","EO","95","90","24920","24250"
"In post","2022","Department for Business, Energy and Industrial Strategy","North West (England)","Outside London","G6/G7","105","105","54860","52530"
"In post","2022","Department for Business, Energy and Industrial Strategy","North West (England)","Outside London","SCS level","10","10","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","North West (England)","Outside London","SEO/HEO","375","360","35480","34500"
"In post","2022","Department for Business, Energy and Industrial Strategy","Northern Ireland","Outside London","AA/AO","15","10","22030","22740"
"In post","2022","Department for Business, Energy and Industrial Strategy","Northern Ireland","Outside London","EO","10","10","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Northern Ireland","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Northern Ireland","Outside London","SEO/HEO","20","20","34860","33060"
"In post","2022","Department for Business, Energy and Industrial Strategy","Overseas","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Overseas","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Overseas","Overseas","SEO/HEO","25","25","36330","37420"
"In post","2022","Department for Business, Energy and Industrial Strategy","Scotland","Outside London","AA/AO","75","70","21250","21130"
"In post","2022","Department for Business, Energy and Industrial Strategy","Scotland","Outside London","EO","80","75","25240","24570"
"In post","2022","Department for Business, Energy and Industrial Strategy","Scotland","Outside London","G6/G7","35","35","57320","52580"
"In post","2022","Department for Business, Energy and Industrial Strategy","Scotland","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Scotland","Outside London","SEO/HEO","230","215","41400","36450"
"In post","2022","Department for Business, Energy and Industrial Strategy","South East (England)","Outside London","AA/AO","55","50","21420","21130"
"In post","2022","Department for Business, Energy and Industrial Strategy","South East (England)","Outside London","EO","20","20","26620","26290"
"In post","2022","Department for Business, Energy and Industrial Strategy","South East (England)","Outside London","G6/G7","35","30","54140","51510"
"In post","2022","Department for Business, Energy and Industrial Strategy","South East (England)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","South East (England)","Outside London","SEO/HEO","150","140","36440","36300"
"In post","2022","Department for Business, Energy and Industrial Strategy","South West (England)","Outside London","AA/AO","135","130","20100","21130"
"In post","2022","Department for Business, Energy and Industrial Strategy","South West (England)","Outside London","EO","225","220","25820","25630"
"In post","2022","Department for Business, Energy and Industrial Strategy","South West (England)","Outside London","G6/G7","640","610","52210","49010"
"In post","2022","Department for Business, Energy and Industrial Strategy","South West (England)","Outside London","SCS level","15","15","101890","91960"
"In post","2022","Department for Business, Energy and Industrial Strategy","South West (England)","Outside London","SEO/HEO","1085","1025","37340","37420"
"In post","2022","Department for Business, Energy and Industrial Strategy","Wales","Outside London","AA/AO","690","615","21620","21810"
"In post","2022","Department for Business, Energy and Industrial Strategy","Wales","Outside London","EO","825","775","26460","24750"
"In post","2022","Department for Business, Energy and Industrial Strategy","Wales","Outside London","G6/G7","465","445","59960","60790"
"In post","2022","Department for Business, Energy and Industrial Strategy","Wales","Outside London","SCS level","30","30","80210","74900"
"In post","2022","Department for Business, Energy and Industrial Strategy","Wales","Outside London","SEO/HEO","985","945","38410","39910"
"In post","2022","Department for Business, Energy and Industrial Strategy","West Midlands (England)","Outside London","AA/AO","165","150","20790","21130"
"In post","2022","Department for Business, Energy and Industrial Strategy","West Midlands (England)","Outside London","EO","115","110","25440","24570"
"In post","2022","Department for Business, Energy and Industrial Strategy","West Midlands (England)","Outside London","G6/G7","120","115","54380","51510"
"In post","2022","Department for Business, Energy and Industrial Strategy","West Midlands (England)","Outside London","SCS level","10","10","100880","94660"
"In post","2022","Department for Business, Energy and Industrial Strategy","West Midlands (England)","Outside London","SEO/HEO","315","305","36260","36060"
"In post","2022","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","Outside London","AA/AO","40","35","20800","21130"
"In post","2022","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","Outside London","EO","40","35","24780","24250"
"In post","2022","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","Outside London","G6/G7","10","10","60210","56350"
"In post","2022","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","Outside London","SEO/HEO","120","110","36760","35830"
"In post","2022","Department for Digital, Culture, Media and Sport","East Midlands (England)","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","East Midlands (England)","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","East Midlands (England)","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","London","London","AA/AO","10","10","23930","23560"
"In post","2022","Department for Digital, Culture, Media and Sport","London","London","EO","160","155","27020","26180"
"In post","2022","Department for Digital, Culture, Media and Sport","London","London","G6/G7","835","820","56510","54700"
"In post","2022","Department for Digital, Culture, Media and Sport","London","London","SCS level","115","110","83760","75700"
"In post","2022","Department for Digital, Culture, Media and Sport","London","London","SEO/HEO","665","655","35680","34020"
"In post","2022","Department for Digital, Culture, Media and Sport","North East (England)","Outside London","EO","5","5","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","North East (England)","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","North East (England)","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","North West (England)","Outside London","EO","15","15","25290","26180"
"In post","2022","Department for Digital, Culture, Media and Sport","North West (England)","Outside London","G6/G7","40","40","53810","51730"
"In post","2022","Department for Digital, Culture, Media and Sport","North West (England)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","North West (England)","Outside London","SEO/HEO","60","60","34170","34020"
"In post","2022","Department for Digital, Culture, Media and Sport","Northern Ireland","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Northern Ireland","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Scotland","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Scotland","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Scotland","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Scotland","Outside London","SEO/HEO","15","15","34520","34020"
"In post","2022","Department for Digital, Culture, Media and Sport","South West (England)","Outside London","G6/G7","10","10","50860","48550"
"In post","2022","Department for Digital, Culture, Media and Sport","South West (England)","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Wales","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Wales","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Wales","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","West Midlands (England)","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","West Midlands (England)","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Yorkshire and The Humber","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Yorkshire and The Humber","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Yorkshire and The Humber","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Yorkshire and The Humber","Outside London","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Department for Education","East Midlands (England)","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education","East Midlands (England)","Outside London","EO","45","40","25910","25000"
"In post","2022","Department for Education","East Midlands (England)","Outside London","G6/G7","140","135","53460","50630"
"In post","2022","Department for Education","East Midlands (England)","Outside London","SCS level","5","5","[c]","[c]"
"In post","2022","Department for Education","East Midlands (England)","Outside London","SEO/HEO","175","170","34860","36500"
"In post","2022","Department for Education","East of England","Outside London","EO","5","5","[c]","[c]"
"In post","2022","Department for Education","East of England","Outside London","G6/G7","45","45","57850","56050"
"In post","2022","Department for Education","East of England","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education","East of England","Outside London","SEO/HEO","30","30","34890","33610"
"In post","2022","Department for Education","London","London","AA/AO","30","30","24160","24250"
"In post","2022","Department for Education","London","London","EO","220","215","29190","28500"
"In post","2022","Department for Education","London","London","G6/G7","1165","1115","58870","54640"
"In post","2022","Department for Education","London","London","SCS level","185","175","83650","74490"
"In post","2022","Department for Education","London","London","SEO/HEO","930","900","38790","40230"
"In post","2022","Department for Education","North East (England)","Outside London","AA/AO","35","30","21230","21250"
"In post","2022","Department for Education","North East (England)","Outside London","EO","125","120","25440","25000"
"In post","2022","Department for Education","North East (England)","Outside London","G6/G7","255","250","53200","50400"
"In post","2022","Department for Education","North East (England)","Outside London","SCS level","15","15","77120","74100"
"In post","2022","Department for Education","North East (England)","Outside London","SEO/HEO","525","505","34470","36500"
"In post","2022","Department for Education","North West (England)","Outside London","AA/AO","20","15","21270","21250"
"In post","2022","Department for Education","North West (England)","Outside London","EO","150","150","25250","25000"
"In post","2022","Department for Education","North West (England)","Outside London","G6/G7","435","425","53890","50400"
"In post","2022","Department for Education","North West (England)","Outside London","SCS level","20","20","79060","74100"
"In post","2022","Department for Education","North West (England)","Outside London","SEO/HEO","650","635","34220","36500"
"In post","2022","Department for Education","Overseas","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education","Scotland","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education","Scotland","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2022","Department for Education","South East (England)","Outside London","G6/G7","35","35","61900","64590"
"In post","2022","Department for Education","South East (England)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education","South East (England)","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education","South West (England)","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education","South West (England)","Outside London","EO","25","25","25010","25000"
"In post","2022","Department for Education","South West (England)","Outside London","G6/G7","140","130","55180","50630"
"In post","2022","Department for Education","South West (England)","Outside London","SCS level","10","10","[c]","[c]"
"In post","2022","Department for Education","South West (England)","Outside London","SEO/HEO","170","165","35520","36500"
"In post","2022","Department for Education","Wales","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2022","Department for Education","Wales","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education","West Midlands (England)","Outside London","AA/AO","25","25","21200","21250"
"In post","2022","Department for Education","West Midlands (England)","Outside London","EO","160","155","25380","25000"
"In post","2022","Department for Education","West Midlands (England)","Outside London","G6/G7","480","470","54170","50630"
"In post","2022","Department for Education","West Midlands (England)","Outside London","SCS level","25","25","82950","76400"
"In post","2022","Department for Education","West Midlands (England)","Outside London","SEO/HEO","715","695","34190","36500"
"In post","2022","Department for Education","Yorkshire and The Humber","Outside London","AA/AO","10","10","[c]","[c]"
