"Status","Year","Function_of_post","Parent_department","Region_ITL1","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","London","Female","55","50","47070","38360"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","London","Male","85","85","49470","55730"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","North West (England)","Male","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Education","East Midlands (England)","Female","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Education","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Education","London","Female","40","35","47940","45540"
"In post","2022","Analysis","Department for Education","London","Male","30","30","[c]","[c]"
"In post","2022","Analysis","Department for Education","North East (England)","Female","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Education","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Education","North West (England)","Female","15","15","[c]","[c]"
"In post","2022","Analysis","Department for Education","North West (England)","Male","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Education","South West (England)","Female","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Education","South West (England)","Male","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Education","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Education","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Education","Yorkshire and The Humber","Female","35","30","45300","42420"
"In post","2022","Analysis","Department for Education","Yorkshire and The Humber","Male","30","25","[c]","[c]"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","East of England","Female","155","140","32090","29750"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","East of England","Male","170","165","37040","35900"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","North East (England)","Male","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","North West (England)","Male","15","15","[c]","[c]"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","South East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","South East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","South West (England)","Female","65","60","30620","29270"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","South West (England)","Male","80","75","35690","30220"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","Female","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","Male","10","10","[c]","[c]"
"In post","2022","Analysis","Department for International Trade","London","Female","95","95","42420","32920"
"In post","2022","Analysis","Department for International Trade","London","Male","155","155","45150","47870"
"In post","2022","Analysis","Department for International Trade","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for International Trade","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for International Trade","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for International Trade","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for International Trade","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for International Trade","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities","London","Female","75","70","48200","53130"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities","London","Male","125","125","48030","53130"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities","South West (England)","Male","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities","West Midlands (England)","Female","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities","West Midlands (England)","Male","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","East Midlands (England)","Male","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Transport","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","London","Female","150","140","48350","53690"
"In post","2022","Analysis","Department for Transport","London","Male","175","170","47860","54110"
"In post","2022","Analysis","Department for Transport","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","South East (England)","Female","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Transport","South East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","South West (England)","Female","10","5","[c]","[c]"
"In post","2022","Analysis","Department for Transport","South West (England)","Male","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","West Midlands (England)","Female","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Transport","West Midlands (England)","Male","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Yorkshire and The Humber","Female","15","15","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Yorkshire and The Humber","Male","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","East Midlands (England)","Female","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","East Midlands (England)","Male","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","London","Female","125","115","45530","39000"
"In post","2022","Analysis","Department for Work and Pensions","London","Male","130","125","46720","40290"
"In post","2022","Analysis","Department for Work and Pensions","North East (England)","Female","60","55","41450","36650"
"In post","2022","Analysis","Department for Work and Pensions","North East (England)","Male","50","50","38040","35310"
"In post","2022","Analysis","Department for Work and Pensions","North West (England)","Female","25","25","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","North West (England)","Male","40","40","35620","31990"
"In post","2022","Analysis","Department for Work and Pensions","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","Unknown","Male","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","Yorkshire and The Humber","Female","110","95","42910","37380"
"In post","2022","Analysis","Department for Work and Pensions","Yorkshire and The Humber","Male","115","110","42580","36080"
"In post","2022","Analysis","Department of Health and Social Care","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care","London","Female","215","200","51820","53360"
"In post","2022","Analysis","Department of Health and Social Care","London","Male","140","140","52030","53360"
"In post","2022","Analysis","Department of Health and Social Care","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care","South East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care","South East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care","Yorkshire and The Humber","Female","40","40","43540","49530"
"In post","2022","Analysis","Department of Health and Social Care","Yorkshire and The Humber","Male","45","45","48920","50620"
"In post","2022","Analysis","Estyn","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Estyn","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","London","Female","10","10","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","London","Male","10","10","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","South East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","South East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Foreign, Commonwealth and Development Office","London","Female","25","20","[c]","[c]"
"In post","2022","Analysis","Foreign, Commonwealth and Development Office","London","Male","35","30","58780","58370"
"In post","2022","Analysis","Foreign, Commonwealth and Development Office","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Foreign, Commonwealth and Development Office","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Land Registry","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Land Registry","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Land Registry","London","Female","5","5","[c]","[c]"
"In post","2022","Analysis","HM Land Registry","London","Male","5","5","[c]","[c]"
"In post","2022","Analysis","HM Land Registry","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Land Registry","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Land Registry","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Land Registry","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Land Registry","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Land Registry","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Land Registry","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Land Registry","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs","East of England","Female","15","10","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs","East of England","Male","10","10","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs","London","Female","175","170","49680","43810"
"In post","2022","Analysis","HM Revenue and Customs","London","Male","225","220","50050","43810"
"In post","2022","Analysis","HM Revenue and Customs","North East (England)","Female","10","10","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs","North East (England)","Male","20","20","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs","North West (England)","Female","140","135","40160","34000"
"In post","2022","Analysis","HM Revenue and Customs","North West (England)","Male","165","160","41590","40180"
"In post","2022","Analysis","HM Revenue and Customs","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs","South East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs","South East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs","South West (England)","Female","5","5","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs","South West (England)","Male","5","5","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs","Yorkshire and The Humber","Male","10","10","[c]","[c]"
"In post","2022","Analysis","HM Treasury","London","Female","20","15","[c]","[c]"
"In post","2022","Analysis","HM Treasury","London","Male","40","40","63440","56350"
"In post","2022","Analysis","HM Treasury","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Treasury","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Treasury","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Treasury","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence","East Midlands (England)","Male","5","5","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence","East of England","Male","15","15","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence","London","Female","40","40","44390","46000"
"In post","2022","Analysis","Ministry of Defence","London","Male","60","60","45960","40640"
"In post","2022","Analysis","Ministry of Defence","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence","South East (England)","Female","130","120","37780","38070"
"In post","2022","Analysis","Ministry of Defence","South East (England)","Male","310","300","42120","42020"
"In post","2022","Analysis","Ministry of Defence","South West (England)","Female","95","90","38750","38070"
"In post","2022","Analysis","Ministry of Defence","South West (England)","Male","115","110","37790","38070"
"In post","2022","Analysis","Ministry of Defence","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence","West Midlands (England)","Female","10","10","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence","West Midlands (England)","Male","5","5","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence","Yorkshire and The Humber","Male","5","5","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice","East Midlands (England)","Male","5","5","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice","London","Female","230","215","49060","44180"
"In post","2022","Analysis","Ministry of Justice","London","Male","230","230","47980","43290"
"In post","2022","Analysis","Ministry of Justice","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice","North West (England)","Female","5","5","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice","North West (England)","Male","5","5","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice","West Midlands (England)","Male","5","5","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice","Yorkshire and The Humber","Female","25","25","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice","Yorkshire and The Humber","Male","30","30","37200","36050"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","London","Female","15","15","[c]","[c]"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","London","Male","5","5","[c]","[c]"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","North West (England)","Female","5","5","[c]","[c]"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","South West (England)","Female","40","40","39200","32010"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","South West (England)","Male","35","35","40780","32010"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of Gas and Electricity Markets","London","Female","40","40","44650","35400"
"In post","2022","Analysis","Office of Gas and Electricity Markets","London","Male","75","75","47030","41810"
"In post","2022","Analysis","Office of Gas and Electricity Markets","Scotland","Female","20","20","[c]","[c]"
"In post","2022","Analysis","Office of Gas and Electricity Markets","Scotland","Male","40","40","42330","35320"
"In post","2022","Analysis","Office of Gas and Electricity Markets","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of Gas and Electricity Markets","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of Rail and Road","London","Female","5","5","[c]","[c]"
"In post","2022","Analysis","Office of Rail and Road","London","Male","20","20","[c]","[c]"
"In post","2022","Analysis","Office of Rail and Road","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of Rail and Road","North West (England)","Male","[c]","[c]","[c]","[c]"
